,itemLabel,lat,lon,address,url,thingLabel,description,fetched_coordinates,tier,color
0,Jai Vilas Palace ,26.20472,78.16859, ,http://www.jaivilasmuseum.org/ ,See,A former residential palace turned museum of Scindias. Contains the world's largest chandelier as well as many diverse collections of antiques and gadgets.,"(26.20472, 78.16859)",wikivoyage,red
0, Achaleshwar,23.0800732,72.56350153057433, , ,See,,"(23.0800732, 72.56350153057433)",wikivoyage,red
1, Gargaj ke Hanuman,0.0,0.0, , ,See,,"(0, 0)",wikivoyage,red
2, Garhi Padavali,0.0,0.0, , ,See," A very ornate 10th-century Hindu temple, probably dedicated to Shiva, of which only the Mukhamandapa remains, with exquisite sculpture from ceiling to floor. The Jath Ranas of Gohad later built a fort surrounding the temple in the 19th century.","(0, 0)",wikivoyage,red
3,Gopachal ,26.2161503,78.1681714, , ,See,The largest statue of Lord Parshvanath (seated on a lotus carved out of one stone) in the world),"(26.2161503, 78.1681714)",wikivoyage,red
4,Gurudwara Data Bandi Chod ,0.0,0.0, , ,See,,"(0, 0)",wikivoyage,red
5, Koteshwar,26.2274101,78.1612907, , ,See,An historical temple dedicated to the Hindu gov Shiva. ,"(26.2274101, 78.1612907)",wikivoyage,red
0, Sun Temple,29.6323214,79.61456305384945, , ,See,"The Surya Mandir or Sun Temple is one of the most spectacular shrines as well as an architectural wonder that adorns the city of Gwalior. As the name suggests, the temple is dedicated to the holy Sun God and was constructed in 1988 by the famous industrialist G.D. Birla. Built on the lines of legendary Sun Temple at Konark, Orissa, the Sun Temple of Gwalior is a magnificent amalgam of exquisite architecture in red sandstone and pearly white marble.","(29.6323214, 79.61456305384945)",wikivoyage,red
1, Vaisno Devi Temple,0.0,0.0, , ,See,,"(0, 0)",wikivoyage,red
0, Chhatris of Scindia Dynasty,0.0,0.0, , ,See_Landmarks,"Literally meaning ""canopy"", Chhatris are elevated, dome-shaped pavilions used as an element in Indian architecture. These chhatris were built in 1817 in memory of the king Jayajirao Scindia.  ","(0, 0)",wikivoyage,red
0, Ghaus's Tomb,0.0,0.0, , ,See_Landmarks,The tomb of Great Gaus Mohammad. Located nearby is the tomb of Tansen.,"(0, 0)",wikivoyage,red
1,Gwalior Fort ,26.2303,78.1689, , ,See_Landmarks,,"(26.2303, 78.1689)",wikivoyage,red
0,Jai Vilas Palace ,26.20472,78.16859, ,http://www.jaivilasmuseum.org/ ,See_Landmarks,A former residential palace turned museum of Scindias. Contains the world's largest chandelier as well as many diverse collections of antiques and gadgets.,"(26.20472, 78.16859)",wikivoyage,red
0, Achaleshwar,23.0800732,72.56350153057433, , ,See_Religious buildings,,"(23.0800732, 72.56350153057433)",wikivoyage,red
1, Gargaj ke Hanuman,0.0,0.0, , ,See_Religious buildings,,"(0, 0)",wikivoyage,red
2, Garhi Padavali,0.0,0.0, , ,See_Religious buildings," A very ornate 10th-century Hindu temple, probably dedicated to Shiva, of which only the Mukhamandapa remains, with exquisite sculpture from ceiling to floor. The Jath Ranas of Gohad later built a fort surrounding the temple in the 19th century.","(0, 0)",wikivoyage,red
3,Gopachal ,26.2161503,78.1681714, , ,See_Religious buildings,The largest statue of Lord Parshvanath (seated on a lotus carved out of one stone) in the world),"(26.2161503, 78.1681714)",wikivoyage,red
4,Gurudwara Data Bandi Chod ,0.0,0.0, , ,See_Religious buildings,,"(0, 0)",wikivoyage,red
5, Koteshwar,26.2274101,78.1612907, , ,See_Religious buildings,An historical temple dedicated to the Hindu gov Shiva. ,"(26.2274101, 78.1612907)",wikivoyage,red
0, Sun Temple,29.6323214,79.61456305384945, , ,See_Religious buildings,"The Surya Mandir or Sun Temple is one of the most spectacular shrines as well as an architectural wonder that adorns the city of Gwalior. As the name suggests, the temple is dedicated to the holy Sun God and was constructed in 1988 by the famous industrialist G.D. Birla. Built on the lines of legendary Sun Temple at Konark, Orissa, the Sun Temple of Gwalior is a magnificent amalgam of exquisite architecture in red sandstone and pearly white marble.","(29.6323214, 79.61456305384945)",wikivoyage,red
1, Vaisno Devi Temple,0.0,0.0, , ,See_Religious buildings,,"(0, 0)",wikivoyage,red
0,--,26.2037247,78.1573628,,,Do,,"(26.2037247, 78.1573628)",wikivoyage,red
1,--,26.2037247,78.1573628,,,Do,,"(26.2037247, 78.1573628)",wikivoyage,red
0,--,26.2037247,78.1573628,,,Buy,,"(26.2037247, 78.1573628)",wikivoyage,red
1,--,26.2037247,78.1573628,,,Buy,,"(26.2037247, 78.1573628)",wikivoyage,red
0,Bahdura Sweets ,0.0,0.0, Lohiya Bazaar Road , ,Eat,Famous for its ladoos and gulab jamun. All of the sweets are made from pure ghee.,"(0, 0)",wikivoyage,red
0,Chotiwala Restaurant ,26.224473,78.194684,"Racecourse Road, LNUPE Campus, Kampoo ", ,Eat,,"(26.224473, 78.194684)",wikivoyage,red
1,Double Hatth Ras ,26.214748,78.203174,"Gandhi Rd, Thatipur ", ,Eat,Multi-cuisine restaurant.,"(26.214748, 78.203174)",wikivoyage,red
0,Kwality ,26.208394,78.189329,Captain Upmanyu Singh Marg ,http://www.kwalitygwalior.com/ ,Eat,,"(26.208394, 78.189329)",wikivoyage,red
1,Lazeez Restaurant ,26.199314,78.164101," Sanatan Dharm Mandir Road, Lashkar ", ,Eat,,"(26.199314, 78.164101)",wikivoyage,red
2, Raj Bhog ,26.209443,78.166498,Dindayal Mall Maharani Laxmibai Marg , ,Eat,,"(26.209443, 78.166498)",wikivoyage,red
3,SS Kachoriwala ,26.1936,78.1551,"Naya Bazar Road Kampoo, Lashkar ", ,Eat,"An institution at Gwalior for over 60 years, the samosas, jalebis and of course kachoris are not to be missed. Try the bedai kachori which is stuffed with potato curry inside.","(26.1936, 78.1551)",wikivoyage,red
4,Volga ,26.203517,78.163315,"Jayendraganj, Shinde Ki Chhawani ", ,Eat,,"(26.203517, 78.163315)",wikivoyage,red
0,Cafe Coffee Day ,26.215383,78.1707045, , ,Eat,Inside Ushar Kiran Palace,"(26.215383, 78.1707045)",wikivoyage,red
1,Indian Coffee House ,26.215532,78.183195,"LNUPE Campus, Kampoo ",http://www.indiancoffeehouse.com/ ,Eat,,"(26.215532, 78.183195)",wikivoyage,red
0,Cafe Coffee Day ,26.215383,78.1707045, , ,Eat_Cafes,Inside Ushar Kiran Palace,"(26.215383, 78.1707045)",wikivoyage,red
1,Indian Coffee House ,26.215532,78.183195,"LNUPE Campus, Kampoo ",http://www.indiancoffeehouse.com/ ,Eat_Cafes,,"(26.215532, 78.183195)",wikivoyage,red
0,D'N'D ,26.209589,78.166265,Dindayal City Mall - 2nd floor - M.L.B. Road , ,Drink,DND is the only discotheque bar ongoing in Gwalior city.,"(26.209589, 78.166265)",wikivoyage,red
0,The Central Park ,26.211364,78.187809,"Madhav Rao Scindia Marg, City Center ",https://thecentralpark.org/ ,Sleep,3 star deluxe hotel.,"(26.211364, 78.187809)",wikivoyage,red
1,Hotel Shelter ,26.213097,78.177424,"Padav Circle, Laxman Pura, Lashkar ", ,Sleep,,"(26.213097, 78.177424)",wikivoyage,red
2,Hotel Sudarshan ,26.204866,78.162185,"Jinsi Road 1, Chhaparewala Pul ", ,Sleep,,"(26.204866, 78.162185)",wikivoyage,red
3,Hotel Surbhi ,26.194092,78.155139,"Naya Bazar, Lashkar ",http://www.hotelsurbhi.hostel.com/ ,Sleep,"25 rooms divided into Deluxe, AC and Executive, In-room amenities include: cable television, telephone, and an attached bathroom with modern fittings and hot/cold water. Room and laundry service are also available.","(26.194092, 78.155139)",wikivoyage,red
4,Landmark ,26.212298,78.180835,"47, Manik Vilas Colony, Jhansi Road ",http://www.hotellandmarkgwalior.com/ ,Sleep,,"(26.212298, 78.180835)",wikivoyage,red
5,Regency ,26.215333,78.186653, , ,Sleep,,"(26.215333, 78.186653)",wikivoyage,red
6,SitaManor ,26.213444,78.192058,"Gandhi Road, Thatipur ",http://www.hotelsitamanor.com/ ,Sleep,,"(26.213444, 78.192058)",wikivoyage,red
7,Tansen Residency ,26.214203,78.187282,"6 A, Gandhi Road ",http://www.mpstdc.com/properties/mpt-tansen-residency-gwalior/ ,Sleep,Govt Tourist Lodge. ,"(26.214203, 78.187282)",wikivoyage,red
8,The Usha Kiran Palace ,26.203981,78.166314,Jayendraganj Lashkar ,http://www.tajhotels.com/leisure/usha-kiran-palace-gwalior/default.htm ,Sleep,,"(26.203981, 78.166314)",wikivoyage,red
0,Agra,27.1752554,78.0098161,,,Go next,"Agra (128&nbsp;km) - Famous for Taj Mahal, Red Fort.","(27.1752554, 78.0098161)",wikivoyage,red
1,Bhind,26.5,78.75,,,Go next,"Bhind (64.0 km) - Famous for Chambal river and its bandits, chhatri of Malhar Rao Holkar.","(26.5, 78.75)",wikivoyage,red
2,Datia,25.75,78.5,,,Go next,Datia (75 km) - Famous for temples.,"(25.75, 78.5)",wikivoyage,red
3,Jhansi,25.529855,78.65278023546288,,,Go next,"Jhansi , around 100 km from Gwalior - famous for Rani Jhansi Fort.","(25.529855, 78.65278023546288)",wikivoyage,red
4,Orchha,25.3528706,78.6402465,,,Go next,"Orchha , around 120 km from Gwalior.","(25.3528706, 78.6402465)",wikivoyage,red
5,Shivpuri,25.374121549999998,77.82788660942335,,,Go next,Shivpuri (119.5 km) - Ancient town and a sacred place.,"(25.374121549999998, 77.82788660942335)",wikivoyage,red
6,Sonagir,25.7298086,78.4092119,,,Go next,Sonagir (60 km on the Jhansi road) - famous for Jain temples.,"(25.7298086, 78.4092119)",wikivoyage,red
