item,itemLabel,lat,lon,location,distance,sitelinks
http://www.wikidata.org/entity/Q106779075,PKP WKD Al. Jerozolimskie bus stop,52.20567,20.94291,Point(20.94291 52.20567),7.048,1
http://www.wikidata.org/entity/Q106797505,Włochy-Ratusz bus and tram stop,52.19311,20.96075,Point(20.96075 52.19311),7.144,1
http://www.wikidata.org/entity/Q106797828,268 Krakowska Avenue in Warsaw,52.19326,20.9617,Point(20.9617 52.19326),7.091,1
http://www.wikidata.org/entity/Q106800927,Śmigłowca bus stop,52.20989,20.94917,Point(20.94917 52.20989),6.428,1
http://www.wikidata.org/entity/Q106916070,Rakowska bus stop,52.19933,20.9535,Point(20.9535 52.19933),6.959,1
http://www.wikidata.org/entity/Q106917613,Rakowska Street,52.19786,20.95316,Point(20.95316 52.19786),7.091,1
http://www.wikidata.org/entity/Q107135327,Figiel Street in Warsaw,52.20319,20.95435,Point(20.95435 52.20319),6.621,1
http://www.wikidata.org/entity/Q107213051,Bakalarska Street,52.19396,20.95632,Point(20.95632 52.19396),7.264,1
http://www.wikidata.org/entity/Q107213119,Włochy District Hall,52.192263888889,20.959269444444,Point(20.959269444 52.192263888),7.281,1
http://www.wikidata.org/entity/Q107264089,Radarowa bus stop,52.18839,20.96364,Point(20.96364 52.18839),7.447,1
http://www.wikidata.org/entity/Q107295863,Our Lady of Loreto church in Warsaw Włochy,52.19009,20.96118,Point(20.96118 52.19009),7.392,1
http://www.wikidata.org/entity/Q107300489,Trapez Street in Warsaw,52.19112,20.96113,Point(20.96113 52.19112),7.303,1
http://www.wikidata.org/entity/Q107539598,Maszynowa bus stop,52.20284,20.94941,Point(20.94941 52.20284),6.899,1
http://www.wikidata.org/entity/Q107539671,Q107539671,52.2014,20.95126,Point(20.95126 52.2014),6.911,1
http://www.wikidata.org/entity/Q108044388,Q108044388,52.19432,20.95555,Point(20.95555 52.19432),7.269,1
http://www.wikidata.org/entity/Q108044416,Borsucza Street,52.19528,20.95581,Point(20.95581 52.19528),7.177,1
http://www.wikidata.org/entity/Q108044553,Fajansowa Street in Warsaw,52.19561,20.95294,Point(20.95294 52.19561),7.282,1
http://www.wikidata.org/entity/Q108045052,Apartamenty Raków,52.19746,20.95403,Point(20.95403 52.19746),7.082,1
http://www.wikidata.org/entity/Q108045116,Glinianka Fajansowa,52.19679,20.95204,Point(20.95204 52.19679),7.23,1
http://www.wikidata.org/entity/Q108063850,Pryzmaty Street,52.19707,20.93819,Point(20.93819 52.19707),7.897,1
http://www.wikidata.org/entity/Q108067851,Równoległa Street,52.197359172575,20.939686023645,Point(20.939686023 52.197359172),7.799,1
http://www.wikidata.org/entity/Q108102400,Bolero Office Point,52.196304,20.939605,Point(20.939605 52.196304),7.88,1
http://www.wikidata.org/entity/Q108114186,Łopuszańska Business Park,52.19411,20.94108,Point(20.94108 52.19411),7.971,1
http://www.wikidata.org/entity/Q108822704,Sulmierzycka Street in Warsaw,52.19244,20.97144,Point(20.97144 52.19244),6.776,1
http://www.wikidata.org/entity/Q108865142,Filipinki Street,52.20906,20.95392,Point(20.95392 52.20906),6.223,1
http://www.wikidata.org/entity/Q108865151,Kukiełki Street in Warsaw,52.20913,20.9546,Point(20.9546 52.20913),6.182,1
http://www.wikidata.org/entity/Q108865164,Mierzejewskiego Street in Warsaw,52.20853,20.95219,Point(20.95219 52.20853),6.352,1
http://www.wikidata.org/entity/Q108865243,Śmigłowca Street in Warsaw,52.20809,20.95134,Point(20.95134 52.20809),6.428,1
http://www.wikidata.org/entity/Q108865305,Q108865305,52.20525,20.94713,Point(20.94713 52.20525),6.848,1
http://www.wikidata.org/entity/Q109002387,Władysława III Warneńczyka allotments in Warsaw,52.18613,20.96423,Point(20.96423 52.18613),7.633,1
http://www.wikidata.org/entity/Q110222714,Hubera Street in Warsaw,52.21062,20.95419,Point(20.95419 52.21062),6.103,1
http://www.wikidata.org/entity/Q110224104,Przedszkole Nr 78 w Warszawie,52.19311,20.96493,Point(20.96493 52.19311),6.97,1
http://www.wikidata.org/entity/Q112263431,Nowa Krakowska,52.195893959509,20.961896809117,Point(20.961896809 52.195893959),6.855,1
http://www.wikidata.org/entity/Q112651235,Wschodu Słońca Street in Warsaw,52.20012,20.94172,Point(20.94172 52.20012),7.494,1
http://www.wikidata.org/entity/Q113158959,Mistral Offices,52.20793,20.9439,Point(20.9439 52.20793),6.847,1
http://www.wikidata.org/entity/Q113159416,Miasteczko Orange,52.208877777778,20.945477777778,Point(20.945477777 52.208877777),6.698,1
http://www.wikidata.org/entity/Q114001598,Bayer HQ,52.209883731525,20.94713243843,Point(20.947132438 52.209883731),6.542,1
http://www.wikidata.org/entity/Q114454293,Szybka Street,52.20351,20.94313,Point(20.94313 52.20351),7.182,1
http://www.wikidata.org/entity/Q116057081,Szkoła Podstawowa nr 88 im. Gabriela Narutowicza w Warszawie,52.19229,20.96587,Point(20.96587 52.19229),7.006,1
http://www.wikidata.org/entity/Q116160054,Węgorzewska Street in Warsaw,52.190012347934,20.962532057589,Point(20.962532057 52.190012347),7.344,1
http://www.wikidata.org/entity/Q116266208,Stadionowa Street in Warsaw,52.20985,20.9546,Point(20.9546 52.20985),6.133,1
http://www.wikidata.org/entity/Q117337559,Głuszycka Street in Warsaw,52.19453,20.95701,Point(20.95701 52.19453),7.186,1
http://www.wikidata.org/entity/Q117337567,Nadziei Street in Warsaw,52.19542,20.95639,Point(20.95639 52.19542),7.139,1
http://www.wikidata.org/entity/Q117337584,Analityczna Street in Warsaw,52.19487,20.95775,Point(20.95775 52.19487),7.124,1
http://www.wikidata.org/entity/Q117337603,Hejnałowa Street in Warsaw,52.19586,20.95396,Point(20.95396 52.19586),7.214,1
http://www.wikidata.org/entity/Q117707533,Q117707533,52.203436655461,20.953564377621,Point(20.953564377 52.203436655),6.643,1
http://www.wikidata.org/entity/Q117707639,Q117707639,52.202687205811,20.953687469493,Point(20.953687469 52.202687205),6.692,1
http://www.wikidata.org/entity/Q118582902,Q118582902,52.202316570329,20.942722199751,Point(20.942722199 52.20231657),7.286,1
http://www.wikidata.org/entity/Q118582958,Q118582958,52.202165988222,20.942148905726,Point(20.942148905 52.202165988),7.327,1
http://www.wikidata.org/entity/Q118602009,Moja Ochota,52.20129,20.94535,Point(20.94535 52.20129),7.221,1
http://www.wikidata.org/entity/Q118602556,Q118602556,52.1991,20.94447,Point(20.94447 52.1991),7.426,1
http://www.wikidata.org/entity/Q118681366,Q118681366,52.201684755371,20.949300018266,Point(20.949300018 52.201684755),6.989,1
http://www.wikidata.org/entity/Q118683181,Q118683181,52.202732185512,20.948982640506,Point(20.94898264 52.202732185),6.929,1
http://www.wikidata.org/entity/Q118689817,Q118689817,52.20194922735,20.954136259791,Point(20.954136259 52.201949227),6.726,1
http://www.wikidata.org/entity/Q119999677,Q119999677,52.19641,20.962866,Point(20.962866 52.19641),6.768,1
http://www.wikidata.org/entity/Q120033839,Rozalia's roundabout,52.194028666812,20.956189261076,Point(20.956189261 52.194028666),7.264,1
http://www.wikidata.org/entity/Q120070697,Q120070697,52.20259,20.94422,Point(20.94422 52.20259),7.188,1
http://www.wikidata.org/entity/Q120073909,Q120073909,52.20865,20.94859,Point(20.94859 52.20865),6.54,1
http://www.wikidata.org/entity/Q120545286,Q120545286,52.201838491861,20.951518257794,Point(20.951518257 52.201838491),6.865,1
http://www.wikidata.org/entity/Q650655,Macierzysz,52.22444444,20.85916667,Point(20.85916667 52.22444444),11.563,10
http://www.wikidata.org/entity/Q686419,"Ożarów, Masovian Voivodeship",52.21222222,20.835,Point(20.835 52.21222222),13.47,4
http://www.wikidata.org/entity/Q1875990,Stare Babice,52.25,20.85,Point(20.85 52.25),12.014,11
http://www.wikidata.org/entity/Q2329582,Babice Nowe,52.24775,20.86478,Point(20.84716 52.24856),12.198,10
http://www.wikidata.org/entity/Q2329582,Babice Nowe,52.24856,20.84716,Point(20.84716 52.24856),12.198,10
http://www.wikidata.org/entity/Q4307307,Lubiczów,52.24417,20.86167,Point(20.86167 52.24417),11.197,11
http://www.wikidata.org/entity/Q4365545,Dudajewa Roundabout in Warsaw,52.201236111111,20.93615,Point(20.93615 52.201236111),7.713,2
http://www.wikidata.org/entity/Q6166089,"Jawczyce, Masovian Voivodeship",52.21472222,20.85888889,Point(20.85888889 52.21472222),11.826,9
http://www.wikidata.org/entity/Q7197078,Piotrkówek Duży,52.21666667,20.81666667,Point(20.81666667 52.21666667),14.57,8
http://www.wikidata.org/entity/Q7197079,Piotrkówek Mały,52.22555556,20.81416667,Point(20.81416667 52.22555556),14.569,7
http://www.wikidata.org/entity/Q7999190,Wieruchów,52.23685,20.82709,Point(20.8167 52.2333),14.304,9
http://www.wikidata.org/entity/Q7999190,Wieruchów,52.23685,20.82709,Point(20.82709 52.23685),13.572,9
http://www.wikidata.org/entity/Q7999190,Wieruchów,52.2333,20.8167,Point(20.8167 52.2333),14.304,9
http://www.wikidata.org/entity/Q7999190,Wieruchów,52.2333,20.8167,Point(20.82709 52.23685),13.572,9
http://www.wikidata.org/entity/Q8071641,Zielonki-Parcela,52.2503,20.8208,Point(20.8208 52.2503),14.0,8
http://www.wikidata.org/entity/Q8071642,Zielonki-Wieś,52.2528,20.8117,Point(20.8117 52.2528),14.635,9
http://www.wikidata.org/entity/Q8071642,Zielonki-Wieś,52.25329,20.80613,Point(20.8117 52.2528),14.635,9
http://www.wikidata.org/entity/Q9347198,Strzykuły,52.23043,20.81583,Point(20.81583 52.23043),14.392,5
http://www.wikidata.org/entity/Q9347198,Strzykuły,52.23043,20.81583,Point(20.8167 52.2333),14.304,5
http://www.wikidata.org/entity/Q9347198,Strzykuły,52.2333,20.8167,Point(20.81583 52.23043),14.392,5
http://www.wikidata.org/entity/Q9347198,Strzykuły,52.2333,20.8167,Point(20.8167 52.2333),14.304,5
http://www.wikidata.org/entity/Q9351270,"Szeligi, Warsaw West County",52.2292,20.8633,Point(20.8633 52.2292),11.199,4
http://www.wikidata.org/entity/Q9374272,"Wiktoryn, Warsaw",52.2035,20.932722,Point(20.932722 52.2035),7.753,2
http://www.wikidata.org/entity/Q11734820,Ożarowski Canal,52.218056,20.838444,Point(20.838444 52.218056),13.088,1
http://www.wikidata.org/entity/Q11785653,"Mory, Warsaw West County",52.21555556,20.86666667,Point(20.86666667 52.21555556),11.291,7
http://www.wikidata.org/entity/Q11804260,Q11804260,52.2032,20.9251,Point(20.9251 52.2032),8.203,1
http://www.wikidata.org/entity/Q11806496,Q11806496,52.2513,20.8421,Point(20.8421 52.2513),12.56,1
http://www.wikidata.org/entity/Q16620226,Q16620226,52.2539,20.8194,Point(20.8194 52.2539),14.122,1
http://www.wikidata.org/entity/Q17333969,Q17333969,52.2028,20.9281,Point(20.9281 52.2028),8.057,1
http://www.wikidata.org/entity/Q17333970,Q17333970,52.2017,20.9328,Point(20.9328 52.2017),7.865,1
http://www.wikidata.org/entity/Q20989226,Glinianka Podwójna,52.20849,20.923792,Point(20.923792 52.20849),7.975,2
http://www.wikidata.org/entity/Q33463881,Church of the Assumption in Stare Babice,52.251278,20.841472,Point(20.84145 52.251139),12.602,2
http://www.wikidata.org/entity/Q33463881,Church of the Assumption in Stare Babice,52.251278,20.841472,Point(20.841472 52.251278),12.602,2
http://www.wikidata.org/entity/Q33463881,Church of the Assumption in Stare Babice,52.251139,20.84145,Point(20.84145 52.251139),12.602,2
http://www.wikidata.org/entity/Q33463881,Church of the Assumption in Stare Babice,52.251139,20.84145,Point(20.841472 52.251278),12.602,2
http://www.wikidata.org/entity/Q33463990,Palace in Zielonki-Parcela,52.251766,20.816946,Point(20.816946 52.251766),14.271,1
http://www.wikidata.org/entity/Q49290585,Q49290585,52.26028,20.83403,Point(20.83403 52.26028),13.211,1
http://www.wikidata.org/entity/Q68670782,139 Jutrzenki Street in Warsaw,52.200779,20.936743,Point(20.936743 52.200779),7.712,1
http://www.wikidata.org/entity/Q68671333,Popularna Street in Warsaw,52.20271,20.929615,Point(20.929615 52.20271),7.977,1
http://www.wikidata.org/entity/Q97441413,Kopernik Office Buildings,52.20321,20.93743,Point(20.93743 52.20321),7.511,1
http://www.wikidata.org/entity/Q97441686,Wiktoryn Street,52.20453,20.93409,Point(20.93409 52.20453),7.611,1
http://www.wikidata.org/entity/Q97442995,Castorama Warszawa Włochy,52.20325,20.93356,Point(20.93356 52.20325),7.722,1
http://www.wikidata.org/entity/Q97443569,Black Red White at Popularna Street in Warsaw,52.20291,20.93612,Point(20.93612 52.20291),7.603,1
http://www.wikidata.org/entity/Q97459908,Miejskie Przedsiębiorstwo Taksówkowe building,52.201693,20.932701,Point(20.932701 52.201693),7.871,1
http://www.wikidata.org/entity/Q97460412,E.Leclerc Aleje Jerozolimskie,52.19898,20.93681,Point(20.93681 52.19898),7.833,1
http://www.wikidata.org/entity/Q97460530,Wayside cross at Jutrzenki and Popularna streets in Warsaw,52.20117,20.93772,Point(20.93772 52.20117),7.633,1
http://www.wikidata.org/entity/Q97460565,Gebo,52.20145,20.93753,Point(20.93753 52.20145),7.624,1
http://www.wikidata.org/entity/Q107099614,Popularna bus stop,52.20136,20.93591,Point(20.93591 52.20136),7.718,1
http://www.wikidata.org/entity/Q107484165,Mikołajska Street,52.20653,20.92927,Point(20.92927 52.20653),7.764,1
http://www.wikidata.org/entity/Q107484281,Mikołajska bus stop,52.20318,20.92731,Point(20.92731 52.20318),8.078,1
http://www.wikidata.org/entity/Q107484452,Church of Saint Mary of La Salette in Warsaw,52.20327,20.9248,Point(20.9248 52.20327),8.216,1
http://www.wikidata.org/entity/Q107658199,Czereśniowa Street,52.20235,20.92911,Point(20.92911 52.20235),8.028,1
http://www.wikidata.org/entity/Q107658232,Naukowa street in Warsaw,52.20566,20.93314,Point(20.93314 52.20566),7.595,1
http://www.wikidata.org/entity/Q107679919,Techników Street,52.20604,20.9244,Point(20.9244 52.20604),8.076,1
http://www.wikidata.org/entity/Q107710241,4 Techników Street in Warsaw,52.204542,20.923816,Point(20.923816 52.204542),8.197,1
http://www.wikidata.org/entity/Q107710346,Techników bus stop,52.20444,20.9235,Point(20.9235 52.20444),8.221,1
http://www.wikidata.org/entity/Q107710468,10 Techników Street in Warsaw,52.205423115269,20.924296567943,Point(20.924296567 52.205423115),8.117,1
http://www.wikidata.org/entity/Q107710524,Śląska Street in Warsaw,52.20493,20.92356,Point(20.92356 52.20493),8.189,1
http://www.wikidata.org/entity/Q107710613,Bratnia Street,52.20583,20.92541,Point(20.92541 52.20583),8.029,1
http://www.wikidata.org/entity/Q107710764,Dziupli Street in Warsaw,52.20623,20.92712,Point(20.92712 52.20623),7.906,1
http://www.wikidata.org/entity/Q107757073,98 Czereśniowa Street in Warsaw,52.20206,20.92981,Point(20.92981 52.20206),8.008,1
http://www.wikidata.org/entity/Q107834788,Budki Szczęśliwickie Street,52.2082,20.9374,Point(20.9374 52.2082),7.197,1
http://www.wikidata.org/entity/Q108087478,Zagadki Street in Warsaw,52.1975,20.93526,Point(20.93526 52.1975),8.019,1
http://www.wikidata.org/entity/Q108147173,Cegielniana Street,52.20815,20.92436,Point(20.92436 52.20815),7.96,1
http://www.wikidata.org/entity/Q108147197,Płużańska Street,52.20708,20.92648,Point(20.92648 52.20708),7.895,1
http://www.wikidata.org/entity/Q108147312,Płużańska bus stop,52.207560060124,20.925194439502,Point(20.925194439 52.20756006),7.943,1
http://www.wikidata.org/entity/Q108147533,Przesmyk Street,52.20673,20.92692,Point(20.92692 52.20673),7.889,1
http://www.wikidata.org/entity/Q108149028,14 Płużańska Street in Warsaw,52.20722,20.926495,Point(20.926495 52.20722),7.886,1
http://www.wikidata.org/entity/Q108149775,Wyrzyska Street,52.20636,20.92818,Point(20.92818 52.20636),7.837,1
http://www.wikidata.org/entity/Q108149899,17 Wyrzyska Street in Warsaw,52.20695,20.92833,Point(20.92833 52.20695),7.794,1
http://www.wikidata.org/entity/Q108169774,Gryczana Street,52.2095,20.93067,Point(20.93067 52.2095),7.512,1
http://www.wikidata.org/entity/Q108169823,Starowiejska Street in Warsaw,52.2094,20.93421,Point(20.93421 52.2094),7.311,1
http://www.wikidata.org/entity/Q108184692,Szczęsna Street,52.20982,20.93064,Point(20.93064 52.20982),7.496,1
http://www.wikidata.org/entity/Q108214225,26 Drukarzy Street in Warsaw,52.21024,20.93026,Point(20.93026 52.21024),7.496,1
http://www.wikidata.org/entity/Q108214301,Drukarzy Street,52.20906,20.92505,Point(20.92505 52.20906),7.87,1
http://www.wikidata.org/entity/Q108241128,Monumental poplar at Szczęsna Street in Warsaw,52.209321,20.927017,Point(20.927017 52.209321),7.739,1
http://www.wikidata.org/entity/Q108246925,Poziomkowa Street in Warsaw,52.20801,20.92923,Point(20.92923 52.20801),7.681,1
http://www.wikidata.org/entity/Q108250684,Przecznica Street,52.20631,20.92553,Point(20.92553 52.20631),7.994,1
http://www.wikidata.org/entity/Q108251000,20 Bratnia Street in Warsaw,52.20633,20.92579,Point(20.92579 52.20633),7.978,1
http://www.wikidata.org/entity/Q108265985,22 Płużańska Street in Warsaw,52.20742,20.92531,Point(20.92531 52.20742),7.944,1
http://www.wikidata.org/entity/Q108266063,29 Techników Street in Warsaw,52.20751,20.92502,Point(20.92502 52.20751),7.956,1
http://www.wikidata.org/entity/Q108266180,Owalna Street in Warsaw,52.20739,20.92273,Point(20.92273 52.20739),8.098,1
http://www.wikidata.org/entity/Q108731094,Konewki Street,52.203404,20.921304,Point(20.921304 52.203404),8.409,1
http://www.wikidata.org/entity/Q108731149,3 Konewki Street in Warsaw,52.203875,20.921791,Point(20.921791 52.203875),8.353,1
http://www.wikidata.org/entity/Q108731218,6 Konewki Street in Warsaw,52.2038565512,20.92131190878,Point(20.921311908 52.203856551),8.382,1
http://www.wikidata.org/entity/Q108731278,15 Cietrzewia Street in Warsaw,52.20372,20.92121,Point(20.92121 52.20372),8.396,1
http://www.wikidata.org/entity/Q108731298,Cietrzewia Street,52.2031,20.92353,Point(20.92353 52.2031),8.299,1
http://www.wikidata.org/entity/Q108731438,Evangelic church in Włochy,52.203,20.923194444444,Point(20.923194444 52.203),8.324,2
http://www.wikidata.org/entity/Q110224091,Przedszkole nr 71 w Warszawie,52.20422,20.92607,Point(20.92607 52.20422),8.086,1
http://www.wikidata.org/entity/Q110301070,Ogrody Kosmosu,52.20978,20.92232,Point(20.92232 52.20978),7.995,1
http://www.wikidata.org/entity/Q475499,Fort VI der Festung Warschau,52.184075,20.946481,Point(20.946481 52.184075),8.537,3
http://www.wikidata.org/entity/Q1573486,LOT-Flug 007,52.18476,20.949758,Point(20.949758 52.18476),8.337,16
http://www.wikidata.org/entity/Q6039917,Institut für Luftfahrt,52.179417,20.948472,Point(20.948472 52.179417),8.861,3
http://www.wikidata.org/entity/Q7082802,Okęcie,52.18333333,20.95,Point(20.95 52.18333333),8.452,4
http://www.wikidata.org/entity/Q8512532,Cemetery in Okęcie,52.1836,20.9489,Point(20.9489 52.1836),8.475,2
http://www.wikidata.org/entity/Q9144890,Aleja Krakowska,52.1811,20.9497,Point(20.9497 52.1811),8.661,2
http://www.wikidata.org/entity/Q11808317,Q11808317,52.1895,20.9607,Point(20.9607 52.1895),7.464,1
http://www.wikidata.org/entity/Q11819261,Q11819261,52.185,20.9577,Point(20.9577 52.185),7.989,1
http://www.wikidata.org/entity/Q16582522,Nju Mobile,52.183333333333,20.966666666667,Point(20.966666666 52.183333333),7.806,1
http://www.wikidata.org/entity/Q17266718,Sadurka,52.181666666667,20.9675,Point(20.9675 52.181666666),7.937,1
http://www.wikidata.org/entity/Q48851391,Centrum Łopuszańska 22,52.192355555556,20.951475,Point(20.951475 52.192355555),7.616,3
http://www.wikidata.org/entity/Q63795584,Flanders Business Park,52.190001,20.951712,Point(20.951712 52.190001),7.803,1
http://www.wikidata.org/entity/Q63795963,Q63795963,52.193894444444,20.939330555556,Point(20.939330555 52.193894444),8.075,1
http://www.wikidata.org/entity/Q66586801,Q66586801,52.1835,20.968575,Point(20.968575 52.1835),7.724,1
http://www.wikidata.org/entity/Q81101786,Sabały Street in Warsaw,52.18948,20.95948,Point(20.95948 52.18948),7.516,1
http://www.wikidata.org/entity/Q81204077,21 Sabały Street in Warsaw,52.189222222222,20.9595,Point(20.9595 52.189222222),7.538,1
http://www.wikidata.org/entity/Q81205020,Arche Hotel Krakowska,52.1897,20.95716,Point(20.95716 52.1897),7.593,1
http://www.wikidata.org/entity/Q86687179,Q86687179,52.181944444444,20.943333333333,Point(20.943333333 52.181944444),8.856,1
http://www.wikidata.org/entity/Q97382498,Institute of Aviation building complex in Warsaw,52.17767,20.94938,Point(20.94938 52.17767),8.982,1
http://www.wikidata.org/entity/Q99564103,Centrum Innowacyjnych Technologii Lotniczych i Kosmicznych,52.17993,20.94925,Point(20.94925 52.17993),8.784,1
http://www.wikidata.org/entity/Q99564740,Institute of Aviation – building D1,52.17886,20.94744,Point(20.94744 52.17886),8.953,1
http://www.wikidata.org/entity/Q99564898,Institute of Aviation – building A,52.17931,20.94805,Point(20.94805 52.17931),8.888,1
http://www.wikidata.org/entity/Q99565130,Institute of Aviation - building D2,52.1783,20.94703,Point(20.94703 52.1783),9.02,1
http://www.wikidata.org/entity/Q99565433,Institute of Aviation - building Mn,52.17797,20.94663,Point(20.94663 52.17797),9.065,1
http://www.wikidata.org/entity/Q99566605,Sonata,52.18293,20.96377,Point(20.96377 52.18293),7.949,1
http://www.wikidata.org/entity/Q106937164,Hynka bus and tram stop,52.19023,20.95823,Point(20.95823 52.19023),7.502,1
http://www.wikidata.org/entity/Q106999716,Krakowiaków bus and tram stop,52.18567,20.95424,Point(20.95424 52.18567),8.069,1
http://www.wikidata.org/entity/Q107285686,Instytut Lotnictwa bus and tram stop,52.17934,20.94731,Point(20.94731 52.17934),8.916,1
http://www.wikidata.org/entity/Q107292790,Hotel Lord in Warsaw,52.186775,20.955616666667,Point(20.955616666 52.186775),7.915,1
http://www.wikidata.org/entity/Q107295111,Gładka Street,52.18739,20.95932,Point(20.95932 52.18739),7.709,1
http://www.wikidata.org/entity/Q107295144,Słowicza Street,52.18903,20.96251,Point(20.96251 52.18903),7.434,1
http://www.wikidata.org/entity/Q107295159,Celebro,52.18868,20.96104,Point(20.96104 52.18868),7.524,1
http://www.wikidata.org/entity/Q107295172,Avon Office in Warsaw,52.18848,20.96162,Point(20.96162 52.18848),7.519,1
http://www.wikidata.org/entity/Q107585460,Hotel Witkowski,52.17922,20.94636,Point(20.94647 52.1791),8.972,1
http://www.wikidata.org/entity/Q107585460,Hotel Witkowski,52.17922,20.94636,Point(20.94636 52.17922),8.965,1
http://www.wikidata.org/entity/Q107585460,Hotel Witkowski,52.1791,20.94647,Point(20.94647 52.1791),8.972,1
http://www.wikidata.org/entity/Q107585460,Hotel Witkowski,52.1791,20.94647,Point(20.94636 52.17922),8.965,1
http://www.wikidata.org/entity/Q108104404,Q108104404,52.19147,20.94061,Point(20.94061 52.19147),8.198,1
http://www.wikidata.org/entity/Q108104715,Przedpole bus stop,52.19308,20.9434,Point(20.9434 52.19308),7.937,1
http://www.wikidata.org/entity/Q108104947,Orzechowa bus stop,52.192,20.94918,Point(20.94918 52.192),7.751,1
http://www.wikidata.org/entity/Q108113543,Miasteczko Nova Ochota,52.19254,20.93924,Point(20.93924 52.19254),8.182,1
http://www.wikidata.org/entity/Q108114864,Kolneńska Street,52.19073,20.94411,Point(20.94411 52.19073),8.09,1
http://www.wikidata.org/entity/Q108934257,Żwirki i Wigury allotments in Warsaw,52.18491,20.96982,Point(20.96982 52.18491),7.546,1
http://www.wikidata.org/entity/Q108934398,GreenWings Offices,52.18387,20.96687,Point(20.96687 52.18387),7.748,1
http://www.wikidata.org/entity/Q108940447,39 Komitetu Obrony Robotników Street in Warsaw,52.181838916937,20.969915609939,Point(20.969915609 52.181838916),7.838,1
http://www.wikidata.org/entity/Q108940484,PLL LOT office building in Warsaw,52.182906935272,20.96879031242,Point(20.968790312 52.182906935),7.773,1
http://www.wikidata.org/entity/Q108940838,Aeropark Business Centre,52.18214,20.96586,Point(20.96586 52.18214),7.948,1
http://www.wikidata.org/entity/Q108957664,Okęcie Business Park,52.183468504389,20.964902569649,Point(20.964902569 52.183468504),7.857,1
http://www.wikidata.org/entity/Q109007248,Ogród działkowy im. Warneńczyka,52.18443,20.96041,Point(20.96041 52.18443),7.935,1
