item,itemLabel,lat,lon,location,distance,sitelinks,thingLabel
http://www.wikidata.org/entity/Q65984432,"State Bank of India, Kumaran Childrens Home branch",12.9272,77.5771,Point(77.5771 12.9272),6.756,0,State Bank of India branch
http://www.wikidata.org/entity/Q111063818,OYO 26708 Sky Palace,12.95051,77.60547,Point(77.60547 12.95051),6.768,0,hotel
http://www.wikidata.org/entity/Q22000988,East Parade Church,12.9739985,77.6145577,Point(77.6145577 12.9739985),6.775,1,church building
http://www.wikidata.org/entity/Q111063738,OYO 12045 Pinewood Premium Suites,13.0427056,77.5660463,Point(77.5660463 13.0427056),6.779,0,hotel
http://www.wikidata.org/entity/Q24946655,Mosque Road,12.998641666667,77.613297222222,Point(77.613297222 12.998641666),6.785,1,road
http://www.wikidata.org/entity/Q7418494,Sanjaynagar,13.03717222,77.58205833,Point(77.58205833 13.03717222),6.797,1,human settlement
http://www.wikidata.org/entity/Q5635474,HOSMAT,12.96884,77.61373,Point(77.61373 12.96884),6.798,1,hospital
http://www.wikidata.org/entity/Q65984275,"State Bank of India, Banashankari Ii Stage, Bangalore branch",12.9244,77.5702,Point(77.5702 12.9244),6.799,0,State Bank of India branch
http://www.wikidata.org/entity/Q66769495,Corporation Bank Bangalore-kengeri Satellite Town branch,12.936,77.5127,Point(77.5127 12.936),6.803,0,Corporation Bank branch
http://www.wikidata.org/entity/Q55435072,Pulakeshinagar Vidhan Sabha constituency,12.997,77.614,Point(77.614 12.997),6.815,4,constituency of the Karnataka Legislative Assembly
http://www.wikidata.org/entity/Q111063142,CAPITAL O 432 Hotel Victoria Heights,12.96481,77.612755,Point(77.612755 12.96481),6.815,0,hotel
http://www.wikidata.org/entity/Q111063142,CAPITAL O 432 Hotel Victoria Heights,12.964854655832,77.612857874483,Point(77.612755 12.96481),6.815,0,hotel
http://www.wikidata.org/entity/Q111063142,CAPITAL O 432 Hotel Victoria Heights,12.96481,77.612755,Point(77.612857874 12.964854655),6.824,0,hotel
http://www.wikidata.org/entity/Q111063142,CAPITAL O 432 Hotel Victoria Heights,12.964854655832,77.612857874483,Point(77.612857874 12.964854655),6.824,0,hotel
http://www.wikidata.org/entity/Q17148560,St. Claret College,13.0438179,77.5432564,Point(77.5432564 13.0438179),6.825,2,university
http://www.wikidata.org/entity/Q17148560,St. Claret College,13.0438179,77.5432564,Point(77.5432564 13.0438179),6.825,2,college
http://www.wikidata.org/entity/Q111063084,OYO Flagship 76298 Prime Suites,12.975976,77.615398,Point(77.615398 12.975976),6.836,0,hotel
http://www.wikidata.org/entity/Q83512886,City College Jayanagar,12.9260783,77.5763203,Point(77.5763203 12.9260783),6.839,0,college
http://www.wikidata.org/entity/Q30272762,New India Foundation,12.9723,77.614935,Point(77.614935 12.9723),6.847,0,nonprofit organization
http://www.wikidata.org/entity/Q73856980,"Canara Bank, Jngr Shop Complex , Bangalore Branch",12.9298,77.58433,Point(77.58433 12.9298),6.847,0,Canara Bank branch
http://www.wikidata.org/entity/Q112003314,Brunton Heights,12.970393,77.61458,Point(77.61458 12.970393),6.849,0,hotel
http://www.wikidata.org/entity/Q84013945,Bangalore Baptist College of Nursing,13.0347954,77.5871945,Point(77.5871945 13.0347954),6.851,0,college
http://www.wikidata.org/entity/Q111063176,Collection O 50090 Ramanashree Brunton,12.972308055646,77.614996097982,Point(77.614996097 12.972308055),6.853,0,hotel
http://www.wikidata.org/entity/Q73527758,Andhra Bank Retail Credit Branch Bangalore branch,12.92805,77.58133,Point(77.58133 12.92805),6.864,0,Andhra Bank branch
http://www.wikidata.org/entity/Q55435085,Jayanagar Vidhan Sabha constituency,12.93,77.585,Point(77.585 12.93),6.865,4,constituency of the Karnataka Legislative Assembly
http://www.wikidata.org/entity/Q111402712,"Welcomhotel by ITC Hotels, Richmond Road, Bengaluru",12.96887,77.61439,Point(77.61439 12.96887),6.866,0,hotel
http://www.wikidata.org/entity/Q85093960,"Jain College, R.R. Nagar",12.9338286,77.5145396,Point(77.5145396 12.9338286),6.868,0,college
http://www.wikidata.org/entity/Q111063143,OYO 554 Hotel Red Carpet Residence,12.9752089,77.6156854,Point(77.6156854 12.9752089),6.878,0,hotel
http://www.wikidata.org/entity/Q66768823,Corporation Bank Bangalore-jayanagar branch,12.9242,77.5722,Point(77.5722 12.9242),6.884,0,Corporation Bank branch
http://www.wikidata.org/entity/Q111063461,OYO 17327 The Rove,12.921244,77.555285,Point(77.555285 12.921244),6.887,0,hotel
http://www.wikidata.org/entity/Q6467288,Laboratory for Electro-Optics Systems,13.036114,77.5197988,Point(77.5197988 13.036114),6.887,4,research laboratory
http://www.wikidata.org/entity/Q108364322,Jnanabharathi metro station,12.935555922256,77.51201871083,Point(77.51201871 12.935555922),6.888,2,metro station
http://www.wikidata.org/entity/Q18750567,Tannery Road,13.0049,77.6123,Point(77.6123 13.0049),6.893,2,human-geographic territorial entity
http://www.wikidata.org/entity/Q84014351,Shekar College of Nursing,12.9734691,77.4897394,Point(77.4897394 12.9734691),6.909,0,college
http://www.wikidata.org/entity/Q18350049,Acharya Institute of Management and Sciences,13.035618,77.518603,Point(77.518603 13.035618),6.909,1,university
http://www.wikidata.org/entity/Q111063220,"OYO TOWNHOUSE 014, MG Road",12.97209,77.6155,Point(77.6155 12.97209),6.911,0,hotel
http://www.wikidata.org/entity/Q64143465,Centre For Wildlife Studies,12.976252,77.616211,Point(77.616211 12.976252),6.92,0,organization
http://www.wikidata.org/entity/Q64143465,Centre For Wildlife Studies,12.976252,77.616211,Point(77.616211 12.976252),6.92,0,nonprofit organization
http://www.wikidata.org/entity/Q111063041,Collection O 81399 Hotel Ur Comforts Jayanagar,12.9295916,77.5853225,Point(77.5853225 12.9295916),6.922,0,hotel
http://www.wikidata.org/entity/Q111601990,Nimhans,12.93716,77.59588,Point(77.59588 12.93716),6.927,0,human settlement
http://www.wikidata.org/entity/Q111402689,"Lemon Tree Premier, Ulsoor Lake, Bengaluru",12.98742,77.616509,Point(77.616509 12.98742),6.927,0,hotel
http://www.wikidata.org/entity/Q74154198,"ICICI Bank Limited, Bangalore - Jayanagar 7th Block branch",12.9254,77.5768,Point(77.5768 12.9254),6.929,0,ICICI Bank branch
http://www.wikidata.org/entity/Q64143504,Institute of Animal Health and Veterinary Biologicals,13.035303,77.587712,Point(77.587712 13.035303),6.929,0,facility
http://www.wikidata.org/entity/Q111063770,OYO Flagship 83209 Monarch Stays,12.929450376113,77.585225924849,Point(77.585225924 12.929450376),6.93,0,hotel
http://www.wikidata.org/entity/Q111117639,Kingston Palace Hotel,12.929578,77.585484,Point(77.585484 12.929578),6.932,0,hotel
http://www.wikidata.org/entity/Q3595268,National Institute of Mental Health and Neurosciences,12.93955556,77.59880556,Point(77.59880556 12.93955556),6.957,7,hospital
http://www.wikidata.org/entity/Q3595268,National Institute of Mental Health and Neurosciences,12.93955556,77.59880556,Point(77.59880556 12.93955556),6.957,7,research institute
http://www.wikidata.org/entity/Q3595268,National Institute of Mental Health and Neurosciences,12.93955556,77.59880556,Point(77.59880556 12.93955556),6.957,7,educational institution
http://www.wikidata.org/entity/Q6999708,Nethradhama Superspeciality Eye Hospital,12.92534167,77.57740833,Point(77.57740833 12.92534167),6.96,0,hospital
http://www.wikidata.org/entity/Q63357403,Jnana Bharti Halt railway station,12.935329,77.511242,Point(77.511242 12.935329),6.961,0,railway station
http://www.wikidata.org/entity/Q73842732,"Indian Overseas Bank, Jaya Ngr Vii Block branch",12.92542,77.5777,Point(77.5777 12.92542),6.964,0,Indian Overseas Bank branch
http://www.wikidata.org/entity/Q73863468,"Canara Bank, Mico Branch,Bangalore Branch",12.94851,77.60634,Point(77.60634 12.94851),6.969,0,Canara Bank branch
http://www.wikidata.org/entity/Q84014310,R V College of Nursing,12.9267466,77.5810647,Point(77.5810647 12.9267466),6.981,0,college
http://www.wikidata.org/entity/Q99454682,Jalahalli inscription,13.045751,77.547589,Point(77.547589 13.045751),6.985,0,inscription
http://www.wikidata.org/entity/Q18750174,Austin Town,12.9616,77.6133,Point(77.6133 12.9616),6.986,1,suburb
http://www.wikidata.org/entity/Q18750174,Austin Town,12.9588,77.616,Point(77.6133 12.9616),6.986,1,suburb
http://www.wikidata.org/entity/Q84014311,R V College of Physiotherapy,12.9266339,77.5809989,Point(77.5809989 12.9266339),6.989,0,college
http://www.wikidata.org/entity/Q84014221,Nethradhama School of Ophthometry,12.9233476,77.5727476,Point(77.5727476 12.9233476),6.992,0,college
http://www.wikidata.org/entity/Q84013926,Adwika Institute of Nursing,12.9536136,77.4957444,Point(77.4957444 12.9536136),6.993,0,college
http://www.wikidata.org/entity/Q111063368,OYO Flagship 9036 Silver Nest,13.000578,77.614803,Point(77.614803 13.000578),6.999,0,hotel
http://www.wikidata.org/entity/Q85093556,"Acharya Institute of Management and Science,  Peenya",13.0356325,77.5168431,Point(77.5168431 13.0356325),7.014,0,college
http://www.wikidata.org/entity/Q84999227,Vijaya Evening College,12.9282672,77.5846907,Point(77.5846907 12.9282672),7.015,0,college
http://www.wikidata.org/entity/Q65984558,"State Bank of India, Byrasandra branch",12.9355,77.5952,Point(77.5952 12.9355),7.016,0,State Bank of India branch
http://www.wikidata.org/entity/Q111402708,Justa MG Road Bangalore,12.97247,77.61656,Point(77.61656 12.97247),7.017,0,hotel
http://www.wikidata.org/entity/Q84999223,"Vijaya College, Jayanagar",12.9281479,77.5846576,Point(77.5846576 12.9281479),7.024,0,college
http://www.wikidata.org/entity/Q73863143,"Canara Bank, Nri Jayanagar, Bangalore Branch",12.92846,77.58524,Point(77.58524 12.92846),7.026,0,Canara Bank branch
http://www.wikidata.org/entity/Q84013941,AVK (adarsha Vidyakendra) College of Nursing,12.9217075,77.5680356,Point(77.5680356 12.9217075),7.028,0,college
http://www.wikidata.org/entity/Q74158857,"ICICI Bank Limited, Bangalore Padmanabhnagar, Karnataka branch",12.92028,77.56015,Point(77.56015 12.92028),7.034,0,ICICI Bank branch
http://www.wikidata.org/entity/Q74156627,"ICICI Bank Limited, Rajarajeshwari Nagar branch",12.9313,77.5155,Point(77.5155 12.9313),7.035,0,ICICI Bank branch
http://www.wikidata.org/entity/Q111063128,OYO 2916 Queen's Castle,12.975479,77.61725,Point(77.61725 12.975479),7.042,0,apartment
http://www.wikidata.org/entity/Q30286716,Annaswamy Mudaliar General Hospital,13.000279159984,77.615356281498,Point(77.615356281 13.000279159),7.048,0,hospital
http://www.wikidata.org/entity/Q30286716,Annaswamy Mudaliar General Hospital,13.000279159984,77.615356281498,Point(77.615356281 13.000279159),7.048,0,medical organization
http://www.wikidata.org/entity/Q1706695,Herohalli,13.0,77.49,Point(77.49 13.0),7.05,15,human settlement
http://www.wikidata.org/entity/Q5539214,Trinity Metro Station,12.973,77.617,Point(77.617 12.973),7.054,2,metro station
http://www.wikidata.org/entity/Q5539214,Trinity Metro Station,12.973,77.617,Point(77.617 12.973),7.054,2,elevated station
http://www.wikidata.org/entity/Q30262914,Bangalore Baptist Hospital,13.035246,77.589892,Point(77.589892 13.035246),7.056,3,hospital
http://www.wikidata.org/entity/Q30262914,Bangalore Baptist Hospital,13.035246,77.589892,Point(77.589892 13.035246),7.056,3,medical organization
http://www.wikidata.org/entity/Q111063222,Collection O 46356 White Mg,12.978055637533,77.617709487677,Point(77.617709487 12.978055637),7.063,0,hotel
http://www.wikidata.org/entity/Q6405058,Kidwai Memorial Institute of Oncology,12.9375,77.5981,Point(77.5981 12.9375),7.065,4,research institute
http://www.wikidata.org/entity/Q85093562,Adharsha Vidhya Kendra College,12.9217013,77.5696161,Point(77.5696161 12.9217013),7.071,0,college
http://www.wikidata.org/entity/Q111861999,Laika Boutique Stay,12.97041,77.61671,Point(77.61671 12.97041),7.075,0,hotel
http://www.wikidata.org/entity/Q83513439,Vijaya Teachers College,12.927637,77.5847083,Point(77.5847083 12.927637),7.077,0,college
http://www.wikidata.org/entity/Q111063076,Capital O 9151 Sri Sai Comforts Jayanagar,12.9242203,77.578108,Point(77.578108 12.9242203),7.104,0,hotel
http://www.wikidata.org/entity/Q112003307,Lake Habitat Serviced Apartments,12.98485,77.61829,Point(77.61829 12.98485),7.106,0,hotel
http://www.wikidata.org/entity/Q111402699,juSTa Off MG Road,12.974755,77.61789,Point(77.61789 12.974755),7.121,0,hotel
http://www.wikidata.org/entity/Q74160768,"ICICI Bank Limited, Banashankari 2nd Stage branch",12.9208,77.56797,Point(77.56797 12.9208),7.124,0,ICICI Bank branch
http://www.wikidata.org/entity/Q111063375,Capital O 70156 Victorian Comforts,12.9656622,77.616,Point(77.616 12.9656622),7.125,0,hotel
http://www.wikidata.org/entity/Q30267168,Wildlife Conservation Society,12.92008,77.564811,Point(77.564811 12.92008),7.132,0,organization
http://www.wikidata.org/entity/Q84014240,N U Trust College,12.9193882,77.5446546,Point(77.5446546 12.9193882),7.141,0,college
http://www.wikidata.org/entity/Q111063539,Collection O 77042 Tetrad Hotel (Kanaka Grand),13.036184270132,77.590230591595,Point(77.590230591 13.03618427),7.163,0,hotel
http://www.wikidata.org/entity/Q111063468,Collection O BLR2460 Sln Suites,13.03621579038,77.590244170278,Point(77.59024417 13.03621579),7.166,0,hotel
http://www.wikidata.org/entity/Q125242076,Dairy Circle metro station,12.94045,77.60235,Point(77.60235 12.94045),7.171,1,metro station
http://www.wikidata.org/entity/Q111402705,"The Oberoi, Bengaluru",12.97332,77.618164,Point(77.618164 12.97332),7.173,0,hotel
http://www.wikidata.org/entity/Q111063433,OYO 26955 Asteria,12.990714093801,77.618498057127,Point(77.618498057 12.990714093),7.175,0,hotel
http://www.wikidata.org/entity/Q16892888,JD Institute of Fashion Technology,12.9738668,77.6055334,Point(77.6072 12.9464),7.177,1,academic institution
http://www.wikidata.org/entity/Q16892888,JD Institute of Fashion Technology,12.9464,77.6072,Point(77.6072 12.9464),7.177,1,academic institution
http://www.wikidata.org/entity/Q84014062,Gold Finch College of Nursing,12.9559871,77.4925814,Point(77.4925814 12.9559871),7.182,0,college
http://www.wikidata.org/entity/Q125292401,Tannery Road metro station,13.00899,77.613491,Point(77.613491 13.00899),7.184,1,metro station
http://www.wikidata.org/entity/Q30262886,Anchorage,12.976179,77.61873,Point(77.61873 12.976179),7.193,0,nonprofit organization
http://www.wikidata.org/entity/Q30284811,Interactive Technology Software and Media Association,12.976189,77.61873,Point(77.61873 12.976189),7.193,0,nonprofit organization
http://www.wikidata.org/entity/Q66586080,Bank Of India Jayanagar C&p Banking branch,12.9273,77.5863,Point(77.5863 12.9273),7.195,0,Bank of India branch
http://www.wikidata.org/entity/Q111063479,SilverKey Executive Stays 42938 Victorian Comforts,12.965366,77.616608,Point(77.616608 12.965366),7.198,0,hotel
http://www.wikidata.org/entity/Q30587793,Ulsoor Lake,12.98147222,77.61921389,Point(77.61921389 12.98147222),7.206,9,lake
http://www.wikidata.org/entity/Q84014236,Noor College of Nursing,13.0422485,77.580069,Point(77.580069 13.0422485),7.21,0,college
http://www.wikidata.org/entity/Q30647031,Jalahalli metro station,13.0395842,77.5198377,Point(77.5198377 13.0395842),7.218,1,metro station
http://www.wikidata.org/entity/Q30647031,Jalahalli metro station,13.0395842,77.5198377,Point(77.5198377 13.0395842),7.218,1,elevated station
http://www.wikidata.org/entity/Q73859071,"Canara Bank, Banashankar Ii Stage, Bangalore Branch",12.92135,77.57325,Point(77.57325 12.92135),7.22,0,Canara Bank branch
http://www.wikidata.org/entity/Q111861990,Havilla Lake Point,12.98767,77.61923,Point(77.61923 12.98767),7.223,0,hotel
http://www.wikidata.org/entity/Q83513253,Sanjay Gandhi College of Education,13.0335374,77.594923,Point(77.594923 13.0335374),7.232,0,college
http://www.wikidata.org/entity/Q84014399,Sri  Rajiv Gandhi College of Dental Sciences,13.0336971,77.5951805,Point(77.5951805 13.0336971),7.264,0,college
http://www.wikidata.org/entity/Q84998728,Mewa Degree College,12.92185,77.5759985,Point(77.5759985 12.92185),7.265,0,college
http://www.wikidata.org/entity/Q84014175,Mallige College of Nursing,13.0476858,77.5421154,Point(77.5421154 13.0476858),7.269,0,college
http://www.wikidata.org/entity/Q111402698,Radisson Bengaluru City Center,12.976319,77.61953,Point(77.61953 12.976319),7.277,0,hotel
http://www.wikidata.org/entity/Q6372909,Karnataka State Law University,12.9388,77.5032,Point(77.5032 12.9388),7.287,2,university
http://www.wikidata.org/entity/Q47763569,Agaram Cemetery,12.967335,77.618007,Point(77.618007 12.967335),7.288,2,cemetery
http://www.wikidata.org/entity/Q112003324,"Pai Vista, KR Road",12.92074,77.57345,Point(77.57345 12.92074),7.291,0,hotel
http://www.wikidata.org/entity/Q111063138,Collection O 84214 Ivory Petals Service Apartments,13.036811863014,77.591714691371,Point(77.591714691 13.036811863),7.312,0,hotel
http://www.wikidata.org/entity/Q73857135,"Canara Bank, Jngr 4th T Block, Bangalore Branch",12.92718,77.58819,Point(77.58819 12.92718),7.312,0,Canara Bank branch
http://www.wikidata.org/entity/Q111402703,The Park Bangalore,12.97391,77.61961,Point(77.61961 12.97391),7.319,0,hotel
http://www.wikidata.org/entity/Q84999027,P V P First Grade Evening College For Women,12.9485662,77.4951312,Point(77.4951312 12.9485662),7.329,0,college
http://www.wikidata.org/entity/Q85094265,P.V.P. First Grade Evening College,12.9485662,77.4951312,Point(77.4951312 12.9485662),7.329,0,college
http://www.wikidata.org/entity/Q65984339,"State Bank of India, Padmanabhanagar, Banglore branch",12.9175,77.5593,Point(77.5593 12.9175),7.332,0,State Bank of India branch
http://www.wikidata.org/entity/Q111063116,Capital O 78988 Smile Hotel,12.925471862139,77.585846462438,Point(77.585846462 12.925471862),7.347,0,hotel
http://www.wikidata.org/entity/Q111402704,Taj MG Road Bengaluru,12.97328,77.61985,Point(77.61985 12.97328),7.354,0,hotel
http://www.wikidata.org/entity/Q6733220,Maharaja Agrasen Hospital,12.916910062866,77.554919169312,Point(77.554919169 12.916910062),7.367,2,hospital
http://www.wikidata.org/entity/Q18750174,Austin Town,12.9616,77.6133,Point(77.616 12.9588),7.37,1,suburb
http://www.wikidata.org/entity/Q18750174,Austin Town,12.9588,77.616,Point(77.616 12.9588),7.37,1,suburb
http://www.wikidata.org/entity/Q65718091,Gurdwara Sri Guru Singh Sabha Bengaluru,12.976312,77.620437,Point(77.620437 12.976312),7.375,0,gurdwara
http://www.wikidata.org/entity/Q66776883,Gurdwar Sadh Sangat Jalahalli East,12.976312,77.620437,Point(77.620437 12.976312),7.375,0,gurdwara
http://www.wikidata.org/entity/Q6973358,National Hill View Public School,12.923333333333,77.523055555556,Point(77.523055555 12.923333333),7.386,2,school
http://www.wikidata.org/entity/Q111601981,Diary Circle,12.93754,77.6024,Point(77.6024 12.93754),7.393,0,human settlement
http://www.wikidata.org/entity/Q65984835,"State Bank of India, Adugodi branch",12.9434,77.6075,Point(77.6075 12.9434),7.398,0,State Bank of India branch
http://www.wikidata.org/entity/Q73749073,"Bank Of Baroda, Byrasandra Branch",12.92683,77.58912,Point(77.58912 12.92683),7.398,0,Bank of Baroda branch
http://www.wikidata.org/entity/Q65986493,"State Bank of India, R K Layout branch",12.91687,77.55963,Point(77.55963 12.91687),7.405,0,State Bank of India branch
http://www.wikidata.org/entity/Q6021612,"ISRO Telemetry, Tracking and Command Network",13.035991,77.511128,Point(77.511128 13.035991),7.407,9,ground station
http://www.wikidata.org/entity/Q23091326,Bengaluru East railway station,13.00148,77.6184701,Point(77.6184701 13.00148),7.409,3,railway station
http://www.wikidata.org/entity/Q99454646,Conrad Bengaluru,12.975243,77.620695,Point(77.620695 12.975243),7.416,0,hotel
http://www.wikidata.org/entity/Q99454646,Conrad Bengaluru,12.975242,77.620895,Point(77.620695 12.975243),7.416,0,hotel
http://www.wikidata.org/entity/Q66586092,Bank Of India Jnana Jyothinagar branch,12.95162,77.49224,Point(77.49224 12.95162),7.432,0,Bank of India branch
http://www.wikidata.org/entity/Q30262852,Sri Rajiv Gandhi College of Dental Sciences and Hospital,13.033978,77.59727,Point(77.59727 13.033978),7.433,0,educational institution
http://www.wikidata.org/entity/Q99454646,Conrad Bengaluru,12.975243,77.620695,Point(77.620895 12.975242),7.437,0,hotel
http://www.wikidata.org/entity/Q99454646,Conrad Bengaluru,12.975242,77.620895,Point(77.620895 12.975242),7.437,0,hotel
http://www.wikidata.org/entity/Q56423843,Byadarahalli inscription stone,12.98288,77.48402,Point(77.48402 12.98288),7.445,1,inscription
http://www.wikidata.org/entity/Q23018874,Cooke Town,13.002557,77.6186101,Point(77.6186101 13.002557),7.457,1,neighborhood
http://www.wikidata.org/entity/Q5886431,"Holy Trinity Church, Bangalore",12.972118,77.620622,Point(77.620622 12.972118),7.457,2,church building
http://www.wikidata.org/entity/Q33101537,Rashtreeya Vidyalaya Road metro station,12.9215875,77.5802612,Point(77.5802612 12.9215875),7.465,1,metro station
http://www.wikidata.org/entity/Q33101537,Rashtreeya Vidyalaya Road metro station,12.9215875,77.5802612,Point(77.5802612 12.9215875),7.465,1,elevated station
http://www.wikidata.org/entity/Q55435082,Padmanaba Nagar Vidhan Sabha constituency,12.916,77.555,Point(77.555 12.916),7.468,4,constituency of the Karnataka Legislative Assembly
http://www.wikidata.org/entity/Q65984727,"State Bank of India, Jayanagar 8th Block, Bangalore branch",12.9199,77.5763,Point(77.5763 12.9199),7.48,0,State Bank of India branch
http://www.wikidata.org/entity/Q111063851,OYO 63224 Surya Residency,13.027668,77.604576,Point(77.604576 13.027668),7.488,0,hotel
http://www.wikidata.org/entity/Q111063805,OYO 79363 Raikar Residency,13.027739,77.604556,Point(77.604556 13.027739),7.492,0,hotel
http://www.wikidata.org/entity/Q73612552,Central Bank Of India Rajarajeshwarinagar branch,12.92422,77.51912,Point(77.51912 12.92422),7.495,0,Central Bank of India branch
http://www.wikidata.org/entity/Q111063147,OYO Flagship 77727 Hotel Blue Bell,13.03889385573,77.513841781765,Point(77.513841781 13.038893855),7.496,0,hotel
http://www.wikidata.org/entity/Q65984134,"State Bank of India, Rajarajeshwari Nagar branch",12.9261,77.5158,Point(77.5158 12.9261),7.498,0,State Bank of India branch
http://www.wikidata.org/entity/Q111063341,OYO Flagship 19351 Raikar Residency,13.027802,77.6046109,Point(77.6046109 13.027802),7.501,0,hotel
http://www.wikidata.org/entity/Q70087011,"Bank Of Maharashtra Rajeshwarinagar, Bangalore branch",12.92588,77.51612,Point(77.51612 12.92588),7.501,0,Bank of Maharashtra branch
http://www.wikidata.org/entity/Q4801570,Hebbal,13.04,77.59,Point(77.59 13.04),7.502,2,Vorort
http://www.wikidata.org/entity/Q19456820,Amruth nagar,13.04,77.59,Point(77.59 13.04),7.502,1,human-geographic territorial entity
http://www.wikidata.org/entity/Q73862880,"Canara Bank, Padmanabhanagar, Bangalore Branch",12.91595,77.55921,Point(77.55921 12.91595),7.503,0,Canara Bank branch
http://www.wikidata.org/entity/Q63369894,Hebbal railway station,13.042299,77.58606,Point(77.58606 13.042299),7.505,0,railway station
http://www.wikidata.org/entity/Q84014197,M R Ambedkar Dental College & Hospital Institute,13.0003635,77.6198316,Point(77.6198316 13.0003635),7.518,0,college
http://www.wikidata.org/entity/Q111063605,SilverKey Executive Stays 19407 Padmanabhnagar,12.915782447592,77.559118978679,Point(77.559118978 12.915782447),7.52,0,hotel
http://www.wikidata.org/entity/Q111063619,OYO Townhouse 76427 Hotel Srinivasa Grand,12.915747280141,77.55897430703,Point(77.558974307 12.91574728),7.523,0,hotel
http://www.wikidata.org/entity/Q73848588,"Indian Overseas Bank, Bangalore Padmanabha Nagar branch",12.91557,77.55677,Point(77.55677 12.91557),7.525,0,Indian Overseas Bank branch
http://www.wikidata.org/entity/Q5269317,Dharmaram College,12.93633333,77.60291667,Point(77.60291667 12.93633333),7.526,1,seminary
http://www.wikidata.org/entity/Q19881702,Adugodi,12.9435,77.6091,Point(77.6091 12.9435),7.532,1,human-geographic territorial entity
http://www.wikidata.org/entity/Q5015309,Padmanabhanagar,12.9155,77.5584,Point(77.5584 12.9155),7.545,3,human settlement
http://www.wikidata.org/entity/Q111063369,OYO 7669 The Trinitywood Hotel,12.9730196,77.6216311,Point(77.6216311 12.9730196),7.55,0,hotel
http://www.wikidata.org/entity/Q83513452,Williams International College,13.0322715,77.6010315,Point(77.6010315 13.0322715),7.566,0,college
http://www.wikidata.org/entity/Q111402702,Hyatt Centric MG Road Bangalore,12.973498,77.62186,Point(77.62186 12.973498),7.566,0,hotel
http://www.wikidata.org/entity/Q30262958,IT for Change,12.924927,77.588999,Point(77.588999 12.924927),7.571,0,nonprofit organization
http://www.wikidata.org/entity/Q111063473,Collection O Sukhi Palace,12.923247770615,77.586081381887,Point(77.586081381 12.92324777),7.576,0,hotel
http://www.wikidata.org/entity/Q84013919,Acharya Institute of Health Sciences,13.0346052,77.5989552,Point(77.5989552 13.0346052),7.605,0,college
http://www.wikidata.org/entity/Q99412631,Basaweshwara temple inscription,13.040422,77.591227,Point(77.591227 13.040422),7.614,0,inscription
http://www.wikidata.org/entity/Q99412885,Sanabhaga Raghavendrappas garden inscription,13.040422,77.591227,Point(77.591227 13.040422),7.614,0,inscription
http://www.wikidata.org/entity/Q93806860,Hebbal Kittaya Inscription,13.040372222222,77.591366666667,Point(77.591366666 13.040372222),7.618,3,archaeological artifact
http://www.wikidata.org/entity/Q93806860,Hebbal Kittaya Inscription,13.040372222222,77.591366666667,Point(77.591366666 13.040372222),7.618,3,inscription
http://www.wikidata.org/entity/Q85093578,Apoorva Institute of Management Studies,12.914717,77.5566813,Point(77.5566813 12.914717),7.619,0,college
http://www.wikidata.org/entity/Q85093582,Apoorva Institute of Management Studies Evening Degree College,12.914717,77.5566813,Point(77.5566813 12.914717),7.619,0,college
http://www.wikidata.org/entity/Q18392547,Sri Ananda Lingeshwara Temple,13.038,77.5949,Point(77.5949 13.038),7.622,2,Hindu temple
http://www.wikidata.org/entity/Q73527399,Andhra Bank Rajarajeshwari Nagar branch,12.92206,77.52062,Point(77.52062 12.92206),7.63,0,Andhra Bank branch
http://www.wikidata.org/entity/Q126599053,Sri Shivaratnapuri Temple of Health,12.926594444444,77.512727777778,Point(77.512727777 12.926594444),7.636,1,pyramid
http://www.wikidata.org/entity/Q126599053,Sri Shivaratnapuri Temple of Health,12.926594444444,77.512727777778,Point(77.512727777 12.926594444),7.636,1,hospital
http://www.wikidata.org/entity/Q84999006,Oceanik College of Higher Education,13.0499006,77.5692503,Point(77.5692503 13.0499006),7.637,0,college
http://www.wikidata.org/entity/Q73863901,"Canara Bank, Rajarajeswarinagar, Bangalore Branch",12.92627,77.513,Point(77.513 12.92627),7.649,0,Canara Bank branch
http://www.wikidata.org/entity/Q85094220,New Era College,12.9268867,77.5934789,Point(77.5934789 12.9268867),7.655,0,college
http://www.wikidata.org/entity/Q53910796,Jayanagar General Hospital,12.926518,77.592942,Point(77.592942 12.926518),7.656,0,hospital
http://www.wikidata.org/entity/Q2508394,Rajiv Gandhi University of Health Sciences,12.92612222,77.59254167,Point(77.59254167 12.92612222),7.667,10,university
http://www.wikidata.org/entity/Q111063593,Capital O 82296 Safari Rooms,13.023015943287,77.610553018749,Point(77.610553018 13.023015943),7.675,0,hotel
http://www.wikidata.org/entity/Q7334412,Halasuru,12.9775,77.623333333333,Point(77.623333333 12.9775),7.675,5,neighborhood
http://www.wikidata.org/entity/Q7334412,Halasuru,12.9775,77.623333333333,Point(77.623333333 12.9775),7.675,5,human settlement
http://www.wikidata.org/entity/Q74158864,"ICICI Bank Limited, 5th Block Jayanagar-bangalore, Karnataka branch",12.9206,77.58364,Point(77.58364 12.9206),7.717,0,ICICI Bank branch
http://www.wikidata.org/entity/Q73841750,"Indian Overseas Bank, Jayanagar V Block branch",12.92079,77.58415,Point(77.58415 12.92079),7.723,0,Indian Overseas Bank branch
