ao_link,lat,lon,itemLabel,ao_description
https://www.atlasobscura.com/places/jules-lavirottes-29-avenue-rapp,48.859099,2.300882,"
Jules Lavirotte's 29 Avenue Rapp
","
A scandalous Art Nouveau collaboration that set Paris all atwitter at the turn of the century.
"
https://www.atlasobscura.com/places/gustave-eiffels-secret-apartment,48.858377,2.294504,"
Gustave Eiffel's Secret Apartment 
","
High atop the Eiffel Tower is a small apartment built exclusively to entertain the science elite and make the rest of Paris jealous.
"
https://www.atlasobscura.com/places/la-recyclerie,48.897626,2.344067,"
La REcyclerie
","
This Parisian café sticks almost exclusively to an ethos of reuse.
"
https://www.atlasobscura.com/places/centre-pompidou,48.860569,2.352611,"
Centre Pompidou
","
An ""inside out"" building in the historical center of Paris, featuring Europe’s largest modern art museum.
"
https://www.atlasobscura.com/places/harry-s-new-york-bar,48.869202,2.332069,"
Harry's New York Bar
","
A favorite Paris bar for U.S. expats, including Gershwin, Hemingway, and James Bond.
"
https://www.atlasobscura.com/places/gallery-of-paleontology-and-comparative-anatomy,48.842938,2.362758,"
Gallery of Paleontology and Comparative Anatomy
","
This museum houses an imposing skeleton army comprised of creatures great and small.
"
https://www.atlasobscura.com/places/pantheon-paris,48.846797,2.345946,"
Foucault's Pendulum
","
19th century pendulum and a clock restored by a rogue group of guerilla artists.
"
https://www.atlasobscura.com/places/statue-of-liberty-pont-de-grenelle,48.849968,2.279643,"
Statue of Liberty at Pont de Grenelle
","
This statue was given to France by the United States to commemorate the centennial of the French Revolution.
"
https://www.atlasobscura.com/places/musee-de-la-magie,48.853209,2.361374,"
Musee de la Magie
","
A museum of magic with a Sadist past.
"
https://www.atlasobscura.com/places/musee-des-arts-et-metiers,48.866639,2.35545,"
Musée des Arts et Métiers
","
France's national museum of scientific and industrial instruments.
"
https://www.atlasobscura.com/places/gravestone-courtyard,48.85425,2.350185,"
The Gravestone Courtyard
","
Walk upon the mementos of the dead in this Parisian courtyard paved with medieval tombstones.
"
https://www.atlasobscura.com/places/salvador-dali-sundial,48.851388,2.345947,"
Salvador Dalí Sundial
","
A surrealist timepiece by the artist of melting clocks.
"
https://www.atlasobscura.com/places/au-bonheur-du-jour,48.867603,2.336869,"
Au Bonheur du Jour
","
Behind the pink curtain, Au Bonheur du Jour, an art gallery of erotic archives.
"
https://www.atlasobscura.com/places/guillotine-place,48.858895,2.385287,"
Remnants of the Paris Guillotine 
","
Indents in the pavement are all that remain from a grisly death machine in Paris.
"
https://www.atlasobscura.com/places/musee-de-cluny,48.847222,2.344444,"
Musée de Cluny
","
Medieval museum built over Roman baths that features famous tapestries of a lady and a unicorn.
"
https://www.atlasobscura.com/places/dans-le-noir,48.861294,2.350661,"
Dans le Noir?
","
""In the Dark"" Restaurant in Paris offers dinner in complete darkness.
"
https://www.atlasobscura.com/places/le-louxor-palais-du-cinema,48.883439,2.349806,"
Le Louxor Palais du Cinema
","
Egyptian Revival movie palace abandoned for decades and restored in 2013.
"
https://www.atlasobscura.com/places/musee-de-la-vie-romantique,48.881189,2.333415,"
Musée de la Vie Romantique
","
Down a cobblestone alleyway is a museum dedicated to Romanticism, with a secret garden.
"
https://www.atlasobscura.com/places/the-defender-of-time-paris-france,48.862469,2.352606,"
Le Défenseur du Temps (The Defender of Time)
","
A mechanized clock where a man fights off a dragon, crab, and rooster.
"
https://www.atlasobscura.com/places/wwii-bunker-under-gare-de-l-est,48.876944,2.359167,"
WWII Bunker Under Gare de l'Est
","
A subterranean shelter remains intact under a busy Paris railway station.
"
https://www.atlasobscura.com/places/sculptures-de-decure,48.833833,2.332423,"
Sculptures de Décure
","
Exquisite wall sculptures carved in secret by an early quarryman in an obscure corner of the Paris Catacombs.
"
https://www.atlasobscura.com/places/montparnasse-cemetery,48.838707,2.326223,"
Montparnasse Cemetery
","
A Parisian cemetery where the elite and artistic are interred beneath an eccentric collection of tombs.
"
https://www.atlasobscura.com/places/musee-curie,48.844238,2.344823,"
Musée Curie
","
The history of radiation is on safe display at the foot of a radiation science laboratory.
"
https://www.atlasobscura.com/places/parc-monceau,48.879444,2.309228,"
Parc Monceau
","
The ruins of a Duke's bucolic dream, where camels once roamed alongside ""Dutch"" windmills and faux-Italian vineyards.
"
https://www.atlasobscura.com/places/museum-carnavalet,48.856993,2.362836,"
Musée Carnavalet
","
A museum on the history of Paris, including a set of Napoleon's toiletries, Proust's room, and relics of the Revolution.
"
https://www.atlasobscura.com/places/statue-of-death-of-the-university-of-medicine,48.85075,2.341221,"
Statue of Death of the University of Medicine 
","
Statue of death tucked in the University of Medicine courtyard.
"
https://www.atlasobscura.com/places/montmartre-funicular,48.884622,2.342624,"
Montmartre Funicular
","
The water-powered carriages are long gone, but for over a century this funicular railway has been the fastest route to the highest point in Paris.
"
https://www.atlasobscura.com/places/carousel-of-extinct-and-endangered-animals,48.843962,2.3596,"
Carousel of Extinct and Endangered Animals
","
Known as the ""Dodo Manège,"" this carousel features a herd of animals that have disappeared—or may be gone soon.
"
https://www.atlasobscura.com/places/danse-de-la-fontaine-emergente,48.839006,2.37085,"
Danse de la Fontaine Emergente
","
This Parisian fountain is a little bit fantasy and a little bit nightclub.
"
https://www.atlasobscura.com/places/la-promenade-plantee,48.849508,2.37148,"
La Promenade Plantée
","
The first green space constructed on an elevated viaduct.
"
https://www.atlasobscura.com/places/le-palais-ideal,45.256273,5.028503,"
Le Palais Idéal
","
This whimsical castle of grottoes was the labor of love of a French postman, and one of the greatest achievements of outsider architecture.
"
https://www.atlasobscura.com/places/lion-of-the-botanical-gardens,48.842509,2.3557,"
Lion of The Botanical Gardens
","
A majestic lion statue guards this Parisian botanical garden, and feeds on an unsettling item.
"
https://www.atlasobscura.com/places/deyrolle-taxidermy,48.856324,2.326328,"
Deyrolle Taxidermy
","
Paris' fabled purveyor of exotic taxidermy and natural history curios.
"
https://www.atlasobscura.com/places/the-last-original-standard-metre-paris-france,48.849335,2.33549,"
The Last Original Standard Metre
","
An overlooked marble is the only surviving in-place 18th century example of the measurement that changed how we define distance.
"
https://www.atlasobscura.com/places/the-heart-of-voltaire-paris-france,48.867291,2.338412,"
The Heart of Voltaire
","
In the best of all possible worlds, everyone will get a chance to see this statue in which Voltaire's heart is interred.
"
https://www.atlasobscura.com/places/label-recup,48.862723,2.373266,"
LaBeL RéCuP'
","
An off-the-beaten-path boutique stuffed with an eclectic collection of upcycled goods.
"
https://www.atlasobscura.com/places/le-chat-noir-collection,48.887706,2.34054,"
Le Chat Noir Collection
","
Original cabaret handbills, posters, and feline artwork are a purrfect highlight of the Museum of Montmartre.
"
https://www.atlasobscura.com/places/napoleons-angels,48.855186,2.312584,"
Napoleon's Angels
","
Twelve grave-faced marble angels guard the emperor's tomb at Les Invalides.
"
https://www.atlasobscura.com/places/erotic-erosion-recumbent-effigy-victor-noir,48.861393,2.393328,"
The Recumbent Effigy of Victor Noir
","
How did a French journalist’s grave become the sexiest statue in the cemetery?
"
https://www.atlasobscura.com/places/oradour,45.930342,1.033923,"
Oradour
","
This French ghost town from World War II has been left as a memorial to German atrocities during World War II.
"
https://www.atlasobscura.com/places/au-roi-de-la-biere-mcdonalds,48.875234,2.325581,"
Au Roi de la Bière
","
Once a 19th-century brasserie, this McDonald's exterior celebrates Alsatian design and the ""King of Beer.""
"
https://www.atlasobscura.com/places/le-musee-des-moulages,48.873494,2.369785,"
Le Musee des Moulages
","
A unrivaled and rather horrifying collection of wax dermatological models.
"
https://www.atlasobscura.com/places/roger-la-grenouille,48.853648,2.340174,"
Roger La Grenouille
","
This frog-themed restaurant was frequented by Picasso, Saint-Exupéry, and more.
"
https://www.atlasobscura.com/places/the-bouquinistes-of-paris,48.853261,2.345839,"
The Bouquinistes of Paris 
","
The tradition of open-air secondhand and antiquarian bookselling in Paris dates back to the Renaissance.
"
https://www.atlasobscura.com/places/le-chabanais-2,48.867622,2.337039,"
Le Chabanais
","
A grotto-like lodge decorated with gilded mosaics, rocks and a noisy waterfall was the setting for the most sumptuous pleasure house of 1900s Europe.
"
https://www.atlasobscura.com/places/rungis-international-market,48.76213,2.360979,"
Rungis International Market
","
Walk through spectacular aisles of hanging meat and wagon wheel–sized cheese at the world's largest wholesale food market.
"
https://www.atlasobscura.com/places/paris-sewer-museum,48.862932,2.30167,"
Musée des Egouts (Paris Museum of Sewers)
","
The curious underground history of keeping Paris clean.
"
https://www.atlasobscura.com/places/lasco-project-at-palais-de-tokyo,48.864572,2.29637,"
Lasco Project at Palais de Tokyo
","
A modern-day Lascaux cave underneath Paris.
"
https://www.atlasobscura.com/places/rue-du-chat-qui-peche,48.853064,2.346121,"
Rue du Chat-qui-Pêche
","
The narrowest street in Paris.
"
https://www.atlasobscura.com/places/ruin-of-the-jumiege-abbey,49.431932,0.819054,"
Ruins of the Jumiège Abbey
","
Sacked by Vikings, blessed by William the Conqueror, dealt a fatal blow during the French Revolution—these ruins have seen it all.
"
https://www.atlasobscura.com/places/la-conciergerie,48.855499,2.345863,"
La Conciergerie
","
This former “ante-chamber to the guillotine” has been refurbished to illustrate the brutal history of French justice.
"
https://www.atlasobscura.com/places/flame-of-liberty,48.86468,2.301411,"
Flame of Liberty
","
This life-size replica of the Statue of Liberty's flame is also a tribute to Princess Diana by default.
"
https://www.atlasobscura.com/places/pitie-salpetriere-hospital,48.838532,2.361046,"
The Pitié-Salpêtrière Hospital
","
Pitié-Salpêtrière was the dumping grounds for women who received the dreaded diagnosis of ""hysterical.""
"
https://www.atlasobscura.com/places/la-temple-de-sybille-parc-des-buttes-chaumont,48.881084,2.383062,"
Temple de la Sybille (The Temple of Sybille)
","
This structure atop a craggy cliff in one of the most beautiful parks in Paris boasts an unbeatable view.
"
https://www.atlasobscura.com/places/the-stravinsky-fountain-paris-france,48.859478,2.351546,"
The Stravinsky Fountain
","
A series of abstract, silly sculptures represent the works of a great modern classical composer.
"
https://www.atlasobscura.com/places/julien-aurouze-and-co,48.859841,2.346707,"
Julien Aurouze and Co.
","
A Parisian exterminator's shop whose storefront displays stuffed rats hanging from traps.
"
https://www.atlasobscura.com/places/latelier-des-lumieres,48.861615,2.380813,"
L'Atelier des Lumières (Workshop of Light)
","
An immersive projection art installation uses sound, scale, and light to take visitors inside classic works of art.
"
https://www.atlasobscura.com/places/les-specialistes-fake-door,48.862904,2.357678,"
'Les Spécialistes' Fake Door
","
This banal Parisian entranceway is not what it seems.
"
https://www.atlasobscura.com/places/labyrinthe-des-dragons,45.266227,4.723894,"
Labyrinthe des Dragons
","
One of the greatest maze designer’s greatest mazes.
"
https://www.atlasobscura.com/places/grande-galerie-de-l-evolution,48.841722,2.356418,"
Grande Galerie de l'Évolution
","
Natural history museum celebrating biodiversity with a parade of taxidermy animals.
"
https://www.atlasobscura.com/places/temple-of-gypsy-jazz-la-chope-des-puces,48.902896,2.340935,"
La Chope des Puces: Temple of Gypsy Jazz
","
An iconic and eccentric bar for ""Manouche"" Jazz music keeps expanding its space—and its influence.
"
https://www.atlasobscura.com/places/labrouste-reading-room,48.867291,2.338412,"
Labrouste Reading Room
","
This off-limits room in the National Library of France is home to a system of pneumatic tubes, once used to bring books to readers.
"
https://www.atlasobscura.com/places/cave-of-lascaux,45.054184,1.166987,"
Cave of Lascaux
","
Ancient paintings known as the ""Sistine Chapel of Cave Art.""
"
https://www.atlasobscura.com/places/louis-xivs-globes,48.833894,2.377592,"
Louis XIV's Globes
","
Two awe-inspiring globes from the reign of the Sun King hang from the ceiling of France's national library.
"
https://www.atlasobscura.com/places/the-duluc-detective-agency-paris-france,48.861373,2.341206,"
The Duluc Detective Agency
","
Noirish green neon marks the location of one of the oldest private detective agencies in France.
"
https://www.atlasobscura.com/places/le-passe-muraille,48.887531,2.338082,"
Le Passe-Muraille
","
This surreal statue brings a famous French novel about a supernatural cad to arresting life.
"
https://www.atlasobscura.com/places/salin-aiguesmortes,43.524497,4.212195,"
Salin Aigues-Mortes
","
This salt marsh in Southern France is as pink as the flamingos that inhabit it.
"
https://www.atlasobscura.com/places/chateau-d-if,43.279861,5.325139,"
Château d'If
","
This historic island prison holds one of the dungeons from the Count of Monte Cristo even though it is a work of fiction.
"
https://www.atlasobscura.com/places/lac-blanc,45.982222,6.889444,"
Lac Blanc
","
An icy lake tucked among jaw-dropping alpine panoramas.
"
https://www.atlasobscura.com/places/musee-edith-piaf,48.866163,2.381727,"
Musée Edith Piaf
","
This museum in a Paris apartment gives a unique look at the iconic French singer's life.
"
https://www.atlasobscura.com/places/jonas-caves,45.540112,2.992079,"
Jonas Caves 
","
A cave dwelling that was started by the Celts, expanded by monks, and finished by knights.
"
https://www.atlasobscura.com/places/tombees-do-camion-dollshop,48.901281,2.341236,"
Tombées du Camion
","
Stroll through retro Paris while shopping for old postcards and discarded doll heads.
"
https://www.atlasobscura.com/places/claude-monet-house-and-gardens,49.075214,1.534598,"
Claude Monet House and Gardens
","
At Monet's beloved home you can still see the Japanese bridge, waterlilies, and weeping willows that were the subjects of some of his most iconic paintings.
"
https://www.atlasobscura.com/places/traboules-secret-passages,45.762022,4.827445,"
Traboules Secret Passages
","
Hundreds of hidden passageways weave through the old quarters of Lyon.
"
https://www.atlasobscura.com/places/laperouse-restaurant,48.855119,2.341579,"
The Etched Mirror Salons of Laperouse Restaurant 
","
Where the high court feasted, frolicked, and high courtesans put their royal lovers' diamonds to the test.
"
https://www.atlasobscura.com/places/crypt-beneath-st-joseph-des-carmes,48.8485,2.3303,"
Crypt Beneath St. Joseph des Carmes
","
The recovered bones of martyrs slaughtered during The Terror are on display in this church crypt.
"
https://www.atlasobscura.com/places/le-comptoir-general-2,48.872423,2.365542,"
Le Comptoir Général
","
This Paris art space celebrates the creativity and ingenuity that springs from abject poverty, especially in Africa.
"
https://www.atlasobscura.com/places/cannonball-of-the-hotel-de-sens,48.853607,2.359298,"
 Cannonball of the Hotel de Sens 
","
A lone cannonball remains lodged in the walls of the Hotel de Sens as a sober reminder of a revolution.
"
https://www.atlasobscura.com/places/pont-valentre,44.44524,1.431005,"
Pont Valentre
","
A 14th century bridge built as a fortress, where the devil lurks on one of its towers.
"
https://www.atlasobscura.com/places/fountain-of-innocents,48.86062,2.346916,"
Fountain of Innocents
","
A 16th-century fountain marks the site of a lost medieval cemetery once filled with mass graves.
"
https://www.atlasobscura.com/places/arenes-de-lutece,48.84504,2.353016,"
Arènes de Lutèce
","
Remains of Roman amphitheater hidden in a sleepy quarter of Paris.
"
https://www.atlasobscura.com/places/small-amazonia-of-the-pyrenees-gourgue-dasque,43.023328,0.26323,"
Gourgue d'Asque
","
A French valley with forests so lush it was nicknamed ""the Small Amazonia of the Pyrenees.""
"
https://www.atlasobscura.com/places/chapelle-notre-dame-medaille-miraculeuse,48.8509,2.323349,"
Chapelle Notre Dame de la Medaille Miraculeuse
","
A popular shrine where the Blessed Virgin allegedly appeared in 1830, displaying a holy armchair and two incorruptible remains of Lady Saints.
"
https://www.atlasobscura.com/places/maison-de-serge-gainsbourg,48.8572,2.331685,"
Maison de Serge Gainsbourg
","
The former home of France's controversial pop maestro is almost completely covered in ever-changing tributes and graffiti.
"
https://www.atlasobscura.com/places/cabinet-of-joseph-bonnier-de-la-mosson,48.842693,2.355857,"
Cabinet of Joseph Bonnier de La Mosson
","
Hidden away in a modern library are the remains of one of the 18th century's most celebrated wunderkammers.
"
https://www.atlasobscura.com/places/fosse-dionne,47.85656,3.970576,"
Fosse Dionne
","
This natural French spring has been turned into a magical grotto by Roman and medieval constructions.
"
https://www.atlasobscura.com/places/saint-paul-de-mausole,43.776875,4.835271,"
Saint-Paul de Mausole
","
The mental institution where Van Gogh created some of his most famous work now allows guests to walk in the artist's footsteps.
"
https://www.atlasobscura.com/places/astronomical-clock-of-lyon,45.760827,4.826635,"
Astronomical Clock of Lyon
","
For hundreds of years, automatons moving to metallic music have been marking the passage of time.
"
https://www.atlasobscura.com/places/chez-christiane,48.878281,2.336967,"
Chez Christiane
","
BDSM, 1930s Style.
"
https://www.atlasobscura.com/places/la-cite-mediavale-de-carcassonne,43.20631,2.364299,"
La Cité Médiévale de Carcassonne
","
Historic medieval fortified city in southwest France.
"
https://www.atlasobscura.com/places/quai-branly-museum,48.860889,2.297894,"
Musée du quai Branly (Quai Branly Museum)
","
This Parisian gem is one of the most incredible ethnographic museums in the world.
"
https://www.atlasobscura.com/places/musee-national-de-la-marine,48.862281,2.28756,"
Musée National de la Marine
","
Museum on French naval history, with magnificent figureheads, a historic diving suit, and a boat used by Napoleon.
"
https://www.atlasobscura.com/places/jardin-dacclimatation,48.8775,2.263056,"
Jardin d'Acclimatation
","
In this Parisian garden's grotesque former life as a zoo it fed exotic animals to the bourgeois and put humans on exhibit.
"
https://www.atlasobscura.com/places/world-s-oldest-basketball-court,48.873513,2.345262,"
World's Oldest Basketball Court
","
Despite being considered a thoroughly American sport, basketball's oldest surviving playing field is found in the basement of a Paris YMCA.
"
https://www.atlasobscura.com/places/underground-church-of-saint-jean-at-aubeterre-sur-dronne,45.272429,0.171273,"
Underground Church of Saint-Jean at Aubeterre-sur-Dronne
","
The largest underground church in Europe.
"
https://www.atlasobscura.com/places/ancient-roman-theaters-of-lyon,45.759771,4.819872,"
Ancient Roman Theaters of Lyon
","
Lyon, France is home to two remarkably preserved Roman theaters, one dating back to 15 BCE.
"
https://www.atlasobscura.com/places/cimetiere-de-picpus-picpus-cemetery,48.845394,2.39522,"
Cimetiere de Picpus 
","
The headless bodies of more than 1,300 guillotined victims of the Reign of Terror are buried here in mass graves.
"
https://www.atlasobscura.com/places/jardin-alpin-alpine-garden,48.843947,2.35857,"
Jardin Alpin (Alpine Garden)
","
This recessed garden protects thousands of mountain plants by creating its own microclimates.
"
https://www.atlasobscura.com/places/court-of-miracles,48.868047,2.348313,"
Cours des Miracles (Court of Miracles)
","
Beggars were miraculously ""cured"" of their fake ailments when they returned home to this 17th century Paris slum each night.
"
https://www.atlasobscura.com/places/troglodyte-trail-of-souzay-champigny,47.237937,-0.010699,"
Parcours Troglodytique
","
Ivy-covered Medieval tunnels cut through this charming town in France's Loire Valley.
"
https://www.atlasobscura.com/places/villa-della-rocca-by-le-corbusier,48.85192,2.265359,"
Villa La Roche by Le Corbusier
","
Architect Le Corbusier built his friend a cubist house to match his impressive collection of cubist art.
"
https://www.atlasobscura.com/places/the-grotesques-of-chapelle-de-bethlehem-saint-jean-de-boiseau-france,47.195401,-1.731307,"
The Grotesques of the Chapel of Bethlehem 
","
Do these monsters look familiar? The gargoyles on this church are all from pop culture.
"
https://www.atlasobscura.com/places/clermont-ferrand-cathedral,45.778724,3.085733,"
Clermont-Ferrand Cathedral
","
A Gothic cathedral created from volcanic rocks.
"
https://www.atlasobscura.com/places/the-rue-obscure-villefranche-sur-mer-france,43.703582,7.311762,"
The Rue Obscure
","
A medieval military street hidden beneath a charming French fishing village.
"
https://www.atlasobscura.com/places/medici-column,48.862813,2.342788,"
Medici Column
","
The spiral staircase hidden inside this giant Parisian column was likely built for Catherine de Medici's astrologer.
"
https://www.atlasobscura.com/places/pierre-cardin-s-house,43.488586,6.943548,"
Pierre Cardin's Bubble House
","
Avant garde house of Pierre Cardin on the Cote d’Azur.
"
https://www.atlasobscura.com/places/serpent-d-ocean,47.267767,-2.170664,"
Serpent D'Océan
","
An aluminum skeleton brings Chinese mythology to the French shore.
"
https://www.atlasobscura.com/places/arago-medallions,48.836284,2.336531,"
Arago Medallions
","
135 bronze medallions mark a French meridian line which once rivaled the hotshot Greenwich timeline.
"
https://www.atlasobscura.com/places/la-tete-au-carre-library,43.703036,7.2791,"
La Tete Carrée Library
","
This massive blockhead sculpture hides an entire library.
"
https://www.atlasobscura.com/places/notre-dame-du-travail-church,48.836126,2.316924,"
Notre Dame du Travail Church
","
The industrial architecture honors the laborers who brought the Exposition Universelle of 1900 to life.
"
https://www.atlasobscura.com/places/jules-verne-s-tomb,49.913551,2.281261,"
Jules Verne's Tomb
","
Science fiction's grandfather has a fittingly marvelous tomb.
"
https://www.atlasobscura.com/places/minerve-france,43.354066,2.7466,"
Minerve, France
","
A well-preserved medieval village nested on a rocky outcrop and surrounded by a network of cliffs, natural bridges and canyons.
"
https://www.atlasobscura.com/places/pont-d-arc,44.381961,4.416035,"
Pont d'Arc
","
A natural arch carved by a river gave its name to the so-called ""Cave of Forgotten Dreams.""
"
https://www.atlasobscura.com/places/the-relic-crypt-of-st-helena-at-eglise-saint-leu-saint-gilles-paris-france,48.862763,2.349716,"
The Relic Crypt of St. Helena at Église Saint-Leu-Saint-Gilles
","
This little-known relic crypt holds stolen parts of a Roman Empress.
"
https://www.atlasobscura.com/places/la-maison-sculptee,47.980852,-1.504377,"
La Maison Sculptée 
","
An enchanting work of outsider art, full of whimsical sculptures and carvings.
"
https://www.atlasobscura.com/places/musee-miniature-et-cinema,45.761866,4.827337,"
Musée Miniature et Cinéma
","
Monsters and miniatures are held in equal esteem at this wondrous museum.
"
https://www.atlasobscura.com/places/grave-of-vincent-and-theo-van-gogh,49.075314,2.178939,"
Grave of Vincent and Theo van Gogh
","
The artist and his brother are buried in a landscape straight out of a van Gogh painting.
"
https://www.atlasobscura.com/places/tour-isabelle-double-arch,45.369324,5.90467,"
Tour Isabelle Double Arch
","
This stunning natural double arch, the largest in the Alps, went undiscovered until 2005.
"
https://www.atlasobscura.com/places/cimetiere-du-calvaire,48.886684,2.3415,"
Cimetière du Calvaire
","
The oldest and smallest cemetery in Paris is only open to the public twice a year.
"
https://www.atlasobscura.com/places/parc-de-saint-pons,43.29154,5.656406,"
Parc de Saint-Pons
","
A public park off the beaten path with a beautiful waterfall and 13th century Cistercian abbey.
"
https://www.atlasobscura.com/places/paris-catacombs-golem,48.822386,2.342255,"
Paris Catacombs Golem
","
A mud statue stands in the dark tunnels, seeming to hold up the weight of the city above.
"
https://www.atlasobscura.com/places/museum-of-hunting-and-nature,48.861247,2.358349,"
Musée de la Chasse et de la Nature (Museum of Hunting and Nature)
","
Dedicated to the art of hunting, with juxtapositions of contemporary art.
"
https://www.atlasobscura.com/places/leonardo-da-vincis-tomb,47.413384,0.987003,"
Leonardo da Vinci's Tomb
","
The great Italian Renaissance painter was laid to rest here in the Chapel of Saint-Hubert.
"
https://www.atlasobscura.com/places/le-jardin-de-nous-deux,45.854867,4.705213,"
Le Jardin de Nous Deux
","
The fantastic architectural models of a French traveler.
"
https://www.atlasobscura.com/places/machines-isle-nantes,47.205581,-1.564041,"
Machines of the Isle of Nantes
","
Massive puppet-automaton machines created by French artist collective Machines de l’Ile.
"
https://www.atlasobscura.com/places/labyrinth-chartres-cathedral,48.447222,1.487778,"
Labyrinth at Chartres Cathedral
","
The famous winding walk at Chartres is surrounded in mystery and myth.
"
https://www.atlasobscura.com/places/suspended-houses-of-pont-en-royans,45.060568,5.34411,"
Suspended Houses of Pont-en-Royans
","
These quaint French houses dangle precariously over a precipice.
"
https://www.atlasobscura.com/places/le-moulin-jaune,48.861979,2.888312,"
Le Moulin Jaune
","
This professional clown's home is an outsider art wonderland.
"
https://www.atlasobscura.com/places/musee-de-la-contrefac,48.870417,2.277038,"
Musée de la Contrefaçon
","
An odd museum dedicated to French fakes.
"
https://www.atlasobscura.com/places/pont-du-gard,43.9473,4.5355,"
Pont du Gard 
","
This ancient Roman bridge and aqueduct still stands as a wonder of classical construction.
"
https://www.atlasobscura.com/places/jean-paul-marat-s-bathtub-at-musee-grevin,48.871667,2.342222,"
Jean-Paul Marat's Bathtub at Musée Grévin
","
A magical, macabre wax museum, beloved by locals, uses real artifacts to depict an assassination from the French Revolution.
"
https://www.atlasobscura.com/places/pont-de-la-concorde,48.863393,2.319562,"
Pont de la Concorde
","
This bridge was constructed from the rubble of the infamous Bastille.
"
https://www.atlasobscura.com/places/douaumont-ossuary,49.2075,5.424167,"
Douaumont Ossuary
","
This modern French ossuary contains the jumbled bones of 130,000 WWI soldiers.
"
https://www.atlasobscura.com/places/helice-terrestre,47.350314,-0.315578,"
Helice Terrestre Trogolodyte Tunnels
","
Beautiful carved tunnels.
"
https://www.atlasobscura.com/places/chapel-oak,49.596045,0.676903,"
Le Chêne Chapelle (The Chapel Oak)
","
Two small chapels housed inside an ancient tree.
"
https://www.atlasobscura.com/places/grave-of-antoine-augustin-parmentier,48.859781,2.390786,"
Grave of Antoine-Augustin Parmentier
","
The tomb of history's greatest potato promoter is surrounded by tubers.
"
https://www.atlasobscura.com/places/passy-cemetery,48.8625,2.28528,"
Passy Cemetery
","
A short distance from the Eiffel Tower is the final resting place of several of the city’s more well-known and interesting characters.
"
https://www.atlasobscura.com/places/musee-archives-et-bibliotheque-de-la-grande-loge-de-france-1,48.8832,2.321806,"
The Grand Lodge of France
","
One of the oldest masonic museums in Paris.
"
https://www.atlasobscura.com/places/wax-bones-relics-saint-vincent-de-paul,48.848969,2.32164,"
The Wax and Bone Relics of Saint Vincent de Paul 
","
Saintly bones pressed into a wax effigy of a Catholic superstar.
"
https://www.atlasobscura.com/places/musee-marmottan-monet,48.859226,2.267221,"
Musée Marmottan Monet
","
Former hunting lodge of a duke who was an avid collector of impressionist works.
"
https://www.atlasobscura.com/places/miroir-deau,44.841173,-0.570462,"
Miroir d'eau
","
The world's largest reflecting pool is just two centimeters deep.
"
