ao_link,lat,lon,name,ao_description
https://www.atlasobscura.com/places/temples-of-kahurajo,24.842321,79.92463,"
Temples of Khajuraho
","
Temples adorned with intricate, erotic sculptures make up one of the ""seven wonders"" of India.
"
https://www.atlasobscura.com/places/mehrangarh-fort,26.298074,73.018407,"
Mehrangarh Fort
","
This stunning 15th-century royal hill fort preserves the age of chivalry in Rajasthan.
"
https://www.atlasobscura.com/places/south-park-street-cemetery,22.545811,88.360592,"
South Park Street Cemetery
","
An eclectic mix of influences rot together in harmony in this India necropolis.
"
https://www.atlasobscura.com/places/stepped-tanks-pushkarani-hampi,15.330675,76.462555,"
Stepped Tanks of Hampi
","
The ancient water tanks remain some of the ruined city’s most beautiful architecture.
"
https://www.atlasobscura.com/places/college-street,22.576014,88.364466,"
College Street
","
The world's largest secondhand book market is a haven for bibliophiles and bargain hunters.
"
https://www.atlasobscura.com/places/nagarjunsagar-srisailam-tiger-reserve,16.3,78.983333,"
Nagarjunsagar-Srisailam Tiger Reserve
","
The largest tiger reserve in India is a vast expanse dotted with ancient ruins of Nagarjuna Viswa Vidyalayam.
"
https://www.atlasobscura.com/places/jaisalmer-fort,26.912768,70.913068,"
Jaisalmer Fort
","
The oldest still-inhabited hill fort in India looks like a magnificent golden sandcastle.
"
https://www.atlasobscura.com/places/nahoum-sons-kolkata-jewish-bakery,22.560069,88.352468,"
Nahoum and Sons
","
This Jewish bakery, among the last in the region, sells legendary sweets from a century-old storefront.
"
https://www.atlasobscura.com/places/murud-janjira-fort,18.300239,72.964134,"
Murud Janjira fort 
","
A nearly unconquerable island-fort in the Indian Ocean.
"
https://www.atlasobscura.com/places/sunderwala-burj,28.596874,77.245339,"
 Sunderwala Burj
","
This beautiful 16th-century necropolis marks an astonishing feat in heritage conservation.
"
https://www.atlasobscura.com/places/ruins-mandu,22.327137,75.405337,"
Ruins of Mandu
","
A centuries-old fortress city lies in ruin.
"
https://www.atlasobscura.com/places/karni-mata-temple,27.790933,73.340677,"
Karni Mata Temple
","
Deep in the Thar desert, a temple crawling with thousands of holy rats.
"
https://www.atlasobscura.com/places/adalaj-ni-vav,23.166718,72.580088,"
Adalaj Ni Vav
","
A deeply beautiful 15th-century stepwell with a tragic story.
"
https://www.atlasobscura.com/places/sun-temple-modhera,23.583495,72.132967,"
Modhera Sun Temple
","
An architectural marvel that dates back to the zenith of Indian architecture.
"
https://www.atlasobscura.com/places/ranthambore-fort,26.021261,76.45208,"
Ranthambore Fort
","
The evocative ruins of a 1,000-year-old hill fort lie within a popular tiger reserve.
"
https://www.atlasobscura.com/places/gol-gumbaz,16.830262,75.736115,"
Gol Gumbaz
","
This 17th-century mausoleum is topped with an acoustic marvel.
"
https://www.atlasobscura.com/places/neemrana-baori,27.999908,76.3825,"
Neemrana Baori
","
This abandoned stepwell is one of the largest, deepest, and certainly one of the creepiest in India.
"
https://www.atlasobscura.com/places/fatehpur-sikri,27.094529,77.667929,"
Fatehpur Sikri
","
An imperial fortress city that incorporated cultural elements from the entire Mughal empire, only to be abandoned the year it was finished.
"
https://www.atlasobscura.com/places/kolukkumalai-tea-estate,10.084667,77.061493,"
Kolukkumalai Tea Estate
","
At 8,000 feet, the world's highest tea estate draws visitors for both its products and its panoramic views.
"
https://www.atlasobscura.com/places/kapaleeshwarar-temple,13.033634,80.26801,"
Kapaleeshwarar Temple
","
The painted and decorated towers of this Hindu shrine were once the tallest structures in one of the oldest cities in India.
"
https://www.atlasobscura.com/places/mahakali-caves,19.128904,72.87159,"
Mahakali Caves
","
Nineteen ancient rock-cut Buddhist caves can be found on the outskirts of Mumbai.
"
https://www.atlasobscura.com/places/khari-baoli-rooftop,28.65678,77.221898,"
Khari Baoli Rooftop
","
The roof of one of the world’s largest spice markets provides a grand view over the neighborhood's glorious bustle.
"
https://www.atlasobscura.com/places/iron-pillar-delhi,28.524786,77.184964,"
Iron Pillar of Delhi
","
An ancient iron pillar in Delhi that seems to be rustproof.
"
https://www.atlasobscura.com/places/ross-island,11.672353,92.754338,"
Netaji Shubash Chandra Bose Island
","
An abandoned settlement originally established by British colonialists in the Andaman archipelago.
"
https://www.atlasobscura.com/places/sati-handprints,26.28161,73.023163,"
Sati Handprints
","
Fifteen Jodhpur queens left their handprints before going to their fiery death.
"
https://www.atlasobscura.com/places/bodh-gaya,24.695546,84.991505,"
Mahabodhi Temple
","
Siddhartha Gautama sat here and received enlightenment.
"
https://www.atlasobscura.com/places/bara-imambara,26.868935,80.912695,"
Bara Imambara
","
This magnificent 18th-century hall consists of a maze of nearly a thousand interconnected passages.
"
https://www.atlasobscura.com/places/kasol-little-israel-in-the-himalayas,32.009999,77.314963,"
Kasol: Little Israel of the Himalayas
","
Remote town home to Himachalis, Israelis, and tons of hashish.
"
https://www.atlasobscura.com/places/gandhi-smriti,28.602013,77.215262,"
Gandhi Smriti
","
Time has stopped at the house where Gandhi died.
"
https://www.atlasobscura.com/places/sulabh-museum-of-toilets,28.598001,77.081392,"
Sulabh Museum of Toilets
","
Made by a man on a worldwide sanitation crusade.
"
https://www.atlasobscura.com/places/guru-sweet-mart-mysore-pak,12.309836,76.652598,"
Guru Sweet Mart 
","
At this sweet shop, the descendants of a royal chef serve up the fudge-like dessert his ancestor invented for a king.
"
https://www.atlasobscura.com/places/masrur-temple,32.072875,76.137204,"
Masrur Temple
","
15 monolithic temples emulate an eroding sand castle.
"
https://www.atlasobscura.com/places/sheroes-hangout,27.160171,78.053707,"
Sheroes' Hangout 
","
This small cafe aims to empower acid attack victims and stop violence against women in India.
"
https://www.atlasobscura.com/places/anjuna-flea-market,15.572302,73.742372,"
Anjuna Flea Market
","
This weekly bazaar started in the 1960s as a way for hippie travelers to barter their goods.
"
https://www.atlasobscura.com/places/panna-meena-kund,26.991105,75.851229,"
Panna Meena ka Kund
","
The beautiful 16th-century stepwell lies in the shadow of a famous fortress.
"
https://www.atlasobscura.com/places/bull-surfing-in-kerala,10.514388,76.641271,"
Bull Surfing in Kerala
","
Bold contestants slide in a rice paddy behind two charging bulls.
"
https://www.atlasobscura.com/places/cenotaphs-of-orchha,25.345223,78.638236,"
Cenotaphs of Orchha
","
These medieval funerary monuments are now home to a colony of critically endangered vultures.
"
https://www.atlasobscura.com/places/maharishi-mahesh-yogi-ashram,30.112435,78.311171,"
Maharishi Mahesh Yogi Ashram
","
The abandoned site of the Beatles spiritual awakening and subsequent revolt.
"
https://www.atlasobscura.com/places/bibi-ka-maqbara,19.90146,75.320222,"
Bibi Ka Maqbara
","
Half-size replica of the Taj Mahal.
"
https://www.atlasobscura.com/places/india-coffee-house-connaught-place,28.630795,77.216006,"
Indian Coffee House, Connaught Place
","
A favorite haunt of Delhi's politicos and intellectuals, this old-school coffee shop was shut down under Indira Gandhi's Emergency.
"
https://www.atlasobscura.com/places/yamuna-ghat,28.664161,77.23948,"
Yamuna Ghat
","
Ancient traditions and surreal birdwatching come into sharp relief along one of the world's most polluted rivers.
"
https://www.atlasobscura.com/places/pushkar-brahma-temple,26.487359,74.54883,"
Pushkar Brahma Temple 
","
There are millions of temples in India, but only one prominent temple dedicated to the Hindu creator god.
"
https://www.atlasobscura.com/places/lodhi-art-district,28.586249,77.225211,"
Lodhi Art District
","
India's first open-air public art district sits in the heart of the country's capital.
"
https://www.atlasobscura.com/places/chausath-yogini-temple-of-mitaoli,26.436896,78.235166,"
Chausath Yogini Temple
","
This ancient goddess temple inspired the design of India’s Parliament House.
"
https://www.atlasobscura.com/places/amber-fort,26.985487,75.851345,"
Amber Fort
","
This opulent 16th-century Maharaja’s palace is a unique mix of Hindu and Muslim designs.
"
https://www.atlasobscura.com/places/adiyogi-shiva-statue,10.978181,76.736371,"
The Adiyogi Shiva Statue
","
The world's largest bust sculpture celebrates the Hindu deity, Shiva.
"
https://www.atlasobscura.com/places/thimmamma-marrimanu,14.028037,78.325079,"
Thimmamma Marrimanu
","
The world's largest banyan tree is followed by a community of worshippers.
"
https://www.atlasobscura.com/places/jagannath-temple,19.804814,85.81765,"
Jagannath Temple
","
This 11th-century temple gave rise to the word ""juggernaut,"" as well as some mysteries that defy scientific explanation.
"
https://www.atlasobscura.com/places/neuropathology-brain-museum,12.94047,77.598779,"
Neuropathology Brain Museum
","
India’s only Brain Museum displays over 200 fascinating ways that your brain might kill you.
"
https://www.atlasobscura.com/places/ratneshwar-mahadev-temple,25.311482,83.015008,"
Ratneshwar Mahadev Temple
","
Known as the leaning temple, the sacred structure has somehow developed a severe nine-degree slant.
"
https://www.atlasobscura.com/places/antilia,19.017615,72.856164,"
Antilia
","
World's most expensive home.
"
https://www.atlasobscura.com/places/gaitore-ki-chhatriyan,26.942997,75.824623,"
Gaitore Ki Chhatriyan
","
Ornate, dome-topped cenotaphs fill this royal crematorium.
"
https://www.atlasobscura.com/places/tiger-cave,12.65708,80.20917,"
Tiger Cave
","
Picnic on the seashore in the footsteps of ancient kings, protected by giant mythical cat beasts.
"
https://www.atlasobscura.com/places/bylakuppe,12.402651,75.98148,"
Bylakuppe
","
The world's largest Tibetan refugee settlement.
"
https://www.atlasobscura.com/places/sidi-saiyyed-mosque,23.027094,72.580833,"
Sidi Saiyyed Mosque
","
This 16th-century mosque is the hallmark of the African architectural legacy in India.
"
https://www.atlasobscura.com/places/tower-of-silence-mumbai,18.961818,72.807148,"
Tower of Silence in Mumbai
","
A Zoroastrian funerary tower where excarnation rituals are carried out is threatened by the area's dwindling vulture population.
"
https://www.atlasobscura.com/places/lonar-lake,19.975506,76.503925,"
Lonar Lake
","
This rare basalt crater lake is used to study the Moon and Mars.
"
https://www.atlasobscura.com/places/pratapgad-fort,17.933508,73.580571,"
Pratapgad Fort
","
This fortress played a key role in the battle that would ultimately give rise to the Maratha Empire.
"
https://www.atlasobscura.com/places/arq-e-gulab,34.083671,74.797282,"
Arq-e-Gulab
","
An old curiosity shop holds on to a centuries-old tradition of manually-distilled rose water.
"
https://www.atlasobscura.com/places/loktak-lake,24.559338,93.814653,"
Loktak Lake
","
The largest freshwater lake in northeast India is also the only floating national park in the world.
"
https://www.atlasobscura.com/places/india-gate-canopy,28.612912,77.22951,"
India Gate Canopy
","
The mysterious empty cupola behind the monumental arch points to an ancient prophecy of Delhi.
"
https://www.atlasobscura.com/places/gilbert-hill,19.120572,72.840193,"
Gilbert Hill
","
A 66-million-year-old rock formation stands tall over Mumbai, offering stellar city views.
"
https://www.atlasobscura.com/places/terreti-bazaar,22.573307,88.354801,"
Terreti Bazaar 
","
For just a few hours each morning, this market serves specialties from the city's shrinking Chinese-Indian community.
"
https://www.atlasobscura.com/places/terreti-bazaar,22.573307,88.354801,"
Terreti Bazaar 
","
For just a few hours each morning, this market serves specialties from the city's shrinking Chinese-Indian community.
"
https://www.atlasobscura.com/places/magen-david-synagogue,18.966811,72.831238,"
The Magen David Synagogue
","
In Mumbai, a bright blue synagogue is the largest one for the Baghdadi Jewish community in Asia.
"
https://www.atlasobscura.com/places/alamparai-fort,12.266135,80.010193,"
Alamparai Fort 
","
A once-stately trading fort is now a ruin slowly being consumed by the sea.
"
https://www.atlasobscura.com/places/hogenakkal-falls,12.118266,77.776043,"
Hogenakkal Falls
","
The Kaveri River cuts through the rocky terrain then drops off to form these misty falls.
"
https://www.atlasobscura.com/places/cremation-ghats-of-varanasi,25.310789,83.014084,"
Cremation Ghats of Varanasi 
","
Many Hindus make the long pilgrimage to this holy city to have their remains burned on the banks of the Ganges River.
"
https://www.atlasobscura.com/places/monsoon-palace,24.593274,73.639233,"
Monsoon Palace
","
This magical place built as an astronomical center starred as a James Bond villain's lair.
"
https://www.atlasobscura.com/places/tashiding-monastery,27.34036,88.250942,"
Tashiding Monastery
","
Miraculous vase predicts the future at this Tibetan Buddhist site in the Himalayas.
"
https://www.atlasobscura.com/places/marwari-horses,27.023804,74.217933,"
Marwari Horses
","
Old and brave breed of warhorses known for their elegant, curved ears.
"
https://www.atlasobscura.com/places/hijron-ka-khanqah,28.517454,77.178212,"
Hijron ka Khanqah
","
This hidden Sufi cemetery is a spiritual monument for India's third gender community.
"
https://www.atlasobscura.com/places/kanyakumari-gandhi-mandapam,8.078908,77.549969,"
Kanyakumari Gandhi Mandapam 
","
This bright pink Gandhi memorial was built so that sunshine hits a specific spot on his birthday.
"
https://www.atlasobscura.com/places/banganga-tank,18.945695,72.793621,"
Banganga Tank
","
Tucked in Mumbai’s wealthiest neighborhood is one of the city’s oldest and most sacred sites: a temple complex believed to house the waters of the Ganges.
"
https://www.atlasobscura.com/places/hanging-pillar-of-lepakshi-veerabhadra-temple,13.801962,77.609309,"
Hanging Pillar of Lepakshi
","
Inside a beautiful Indian temple is a seemingly magical floating pillar that doesn't touch the ground.
"
https://www.atlasobscura.com/places/indira-gandhi-planetarium,26.865011,80.923624,"
Indira Gandhi Planetarium
","
Inside the dome of this gigantic, Saturn-shaped building is one of the largest planetariums in Asia.
"
https://www.atlasobscura.com/places/bijay-mandal,28.54096,77.206492,"
Bijay Mandal 
","
This ruined relic of the medieval city of Jahanpanah is a quiet oasis in the middle of New Delhi.
"
https://www.atlasobscura.com/places/san-thome-basilica,13.033655,80.277814,"
San Thome Basilica
","
This Gothic-style church is reputedly built atop the remains of one of Jesus's apostles.
"
https://www.atlasobscura.com/places/ajam-emba,23.418379,85.317657,"
Ajam Emba
","
This women-run eatery and cooking school is putting India's long-neglected tribal cuisines back on the menu.
"
https://www.atlasobscura.com/places/apatani-tribal-village-ziro,27.59197,93.826241,"
The Apatani Tribal Village of Ziro
","
Hidden in the rain-forests of Arunachal Pradesh in Northeast India lies the village of Ziro, home to the Apatanis.
"
https://www.atlasobscura.com/places/maqtha-art-district,17.418407,78.464119,"
Maqtha Art District 
","
A magical expanse of colorful street murals lies hidden within the quiet neighborhood.
"
https://www.atlasobscura.com/places/jwala-ji-temple-of-kangra,31.875534,76.324363,"
Jwala Ji Temple of Kangra
","
Eternal flame said to be a Hindu Goddesses fiery tounge.
"
https://www.atlasobscura.com/places/the-triveni-sangam-allahabad-india,25.423586,81.886614,"
The Triveni Sangam
","
The world's largest human gathering is held at the confluence of three sacred rivers, one of which is mythical.
"
https://www.atlasobscura.com/places/chambal-river,26.666667,78.95,"
Chambal River
","
An ancient curse kept humans from living on the water, and now it's brimming with rare wildlife and is one of the most pristine rivers in India.
"
https://www.atlasobscura.com/places/amar-shahid-rajaram-meghwals-burial-place,26.297808,73.018474,"
Rajaram Meghwal Burial Place
","
Legend has it a commoner volunteered to be buried alive in the foundation so that the great fortress could be built.
"
https://www.atlasobscura.com/places/narlai-stepwell,25.316748,73.536376,"
Narlai Stepwell
","
Designed to serve primarily the Maharaja, this is an interesting variation on the traditional stepped well.
"
https://www.atlasobscura.com/places/nanda-devi,30.375833,79.970833,"
Nanda Devi
","
One of the tallest mountains in India was closed for years after a botched CIA mission.
"
https://www.atlasobscura.com/places/kardung-la-pass,34.278762,77.60455,"
Kardung La
","
Over 3 miles up in the Himalayas this pass is one of the highest drivable roads in the world.
"
https://www.atlasobscura.com/places/dinosaur-fossil-park-and-museum,23.057029,73.341006,"
Dinosaur Fossil Park and Museum 
","
The village where the park and museum are located is also the third-biggest hatchery of dinosaurs discovered.
"
https://www.atlasobscura.com/places/gomateshvara,12.862395,76.501625,"
Gomateshvara 
","
World's tallest monolithic statue has served as a pilgrimage site since its completion in 993 CE.
"
https://www.atlasobscura.com/places/falaknuma-palace-longest-dining-table,17.33133,78.466171,"
101 Dining Table at Falaknuma Palace
","
Once where royalty entertained guests, this opulent table is now one of the longest in the world.
"
https://www.atlasobscura.com/places/sinhagad-fortress,18.366277,73.755878,"
Sinhagad Fortress
","
This ancient fortress was once the setting for a strange battle won with the help of a lizard.
"
https://www.atlasobscura.com/places/krishnas-butter-ball,12.618136,80.192875,"
Krishna's Butter Ball
","
This precariously balanced boulder is said to be a hunk of stolen butter dropped by the gods.
"
https://www.atlasobscura.com/places/wagah-flag-ceremony-amritsar-punjab,31.604659,74.573087,"
Wagah Flag Ceremony 
","
On the Pakistan-India border the militaries perform an elaborate theater of aggression each and every night.
"
https://www.atlasobscura.com/places/kwan-kung-temple,18.96566,72.846058,"
Kwan Kung Temple
","
The only Chinese temple in Mumbai.
"
https://www.atlasobscura.com/places/statue-of-unity,21.8395,73.719934,"
Statue of Unity
","
The tallest statue in the world is twice the height of the Statue of Liberty.
"
https://www.atlasobscura.com/places/bhimbetka-rock-shelters,22.939546,77.612433,"
Bhimbetka Rock Shelters
","
A giant repository of accidentally discovered cave paintings up to 30,000 years old.
"
https://www.atlasobscura.com/places/body-st-francis-xavier,15.500824,73.911406,"
Body of St. Francis Xavier 
","
Scholar, adventurer, saint, and instigator of the Goa Inquisition.
"
https://www.atlasobscura.com/places/the-mansions-of-kanadukathan-kanadukathan-india,10.174444,78.781494,"
The Mansions of Kanadukathan
","
A collection of crumbling mansions stand as a reminder of a more prosperous time in this Indian village.
"
https://www.atlasobscura.com/places/the-black-hole-of-calcutta,22.554246,88.335874,"
The Black Hole of Calcutta
","
The site of an atrocity that would be used to justify Britain’s conquest of India.
"
https://www.atlasobscura.com/places/fontainhas,15.495672,73.831519,"
Fontainhas
","
This colorful colonial neighborhood in Panjim is one of the only Latin Quarters in Asia.
"
https://www.atlasobscura.com/places/kuda-kallu-of-aryyannur,10.523068,76.222211,"
Kuda-kallu of Aryyannur 
","
Megalithic monuments resembling magic mushrooms.
"
https://www.atlasobscura.com/places/ujala-baoli,22.352742,75.395833,"
Ujala Baoli
","
This magical and eccentric stepwell is a hidden treasure within the ancient fort city of Mandu.
"
https://www.atlasobscura.com/places/the-new-lucky-restaurant-ahmedabad-india,23.0225,72.5714,"
Lucky Restaurant
","
This restaurant is proud to be built atop a burial ground.
"
https://www.atlasobscura.com/places/optical-illusion-at-airavatesvara-temple,10.948385,79.356548,"
Airavatesvara Temple’s Optical Illusion
","
This temple contains what might be the world's oldest optical illusion.
"
https://www.atlasobscura.com/places/mud-statues-of-kumortuli,22.599552,88.362708,"
Mud Statues of Kumortuli 
","
The potters' quarter is packed with artists sculpting clay gods with mud from the sacred Ganges river.
"
https://www.atlasobscura.com/places/gahirmatha-turtle-sanctuary,20.723129,86.863862,"
Gahirmatha Turtle Sanctuary
","
More than 2 million Olive Ridley sea turtles are hatched from this mass nesting ground every year.
"
https://www.atlasobscura.com/places/the-mummy-of-sangha-tenzin-gue-india,32.130073,78.569279,"
Mummy of Sangha Tenzin
","
Buddhist monk remarkably preserved because he started the mummification process while still living.
"
https://www.atlasobscura.com/places/meera-mahal,26.648045,74.033025,"
Meera Mahal
","
This small and unknown museum recounts the life of Mirabai, a remarkable mystic saint of the 16th century.
"
https://www.atlasobscura.com/places/sasbahu-temples,26.223256,78.167927,"
Sasbahu Temples
","
A pair of nearly 1,000-year-old temples profusely covered in meticulous stone carvings.
"
https://www.atlasobscura.com/places/sudha-car-museum,17.356991,78.454407,"
Sudha Cars Museum
","
Camera cars and condom bikes built from scrap and one man's passion.
"
https://www.atlasobscura.com/places/parsi-fire-temple,18.936518,72.835823,"
Mumbai's Parsi Fire Temples
","
The place of worship for Zoroastrians, Mumbai's Parsi fire temples use fire and ash for purification.
"
https://www.atlasobscura.com/places/burma-bazaar,13.092641,80.291818,"
Burma Bazaar
","
A gray market run by Burmese Indians offers a portal to a forgotten period in history.
"
https://www.atlasobscura.com/places/barasingha-deer-kanha-national-park,22.334513,80.611513,"
Barasingha of Kanha National Park
","
This reserve is the only place in the world where you can see the Barasingha swamp deer in the wild.
"
https://www.atlasobscura.com/places/raniji-ki-baori,25.440187,75.639544,"
Raniji ki Baori
","
A small town in Rajasthan has been dubbed the ""City of Stepwells,"" and Raniji ki Baori is the queen.
"
https://www.atlasobscura.com/places/john-hessings-tomb,27.209608,78.00514,"
John Hessing's Tomb
","
Also known as the ""Red Taj Mahal.""
"
https://www.atlasobscura.com/places/lothian-cemetery,28.661271,77.236225,"
Lothian Cemetery
","
Delhi's oldest Christian cemetery is also said to be one of the most haunted in the region.
"
https://www.atlasobscura.com/places/chitradurga-fort,14.216049,76.398913,"
Chitradurga Fort
","
This sprawling stronghold has been at the center of some of South India's bloodiest wars.
"
https://www.atlasobscura.com/places/zamskhang-palace-ruins,34.633301,78.027169,"
Zamskhang Palace Ruins 
","
This abandoned palace and the stupas around it conceal beautiful Buddhist frescoes, statues, and silk paintings.
"
https://www.atlasobscura.com/places/datia-palace,25.673836,78.454236,"
Datia Palace
","
This deserted palace is one of the finest examples of Indo-Islamic architecture in India.
"
https://www.atlasobscura.com/places/cathedral-of-the-most-holy-rosary,22.57862,88.353388,"
Cathedral of the Most Holy Rosary
","
Kolkata’s only Portuguese church has a curious link with chickens.
"
https://www.atlasobscura.com/places/kolkata-pen-hospital,22.563299,88.351407,"
Pen Hospital
","
For more than 70 years, this small shop has been a go-to for Kolkata's fountain pen connoisseurs and collectors.
"
https://www.atlasobscura.com/places/village-of-twins,11.007483,75.908579,"
Village of Twins
","
A village in India with a mysteriously high number of twins.
"
https://www.atlasobscura.com/places/calangute-market-square,15.552825,73.758169,"
Calangute Market Square
","
Known as the ""Queen of Beach Markets,"" Calangute epitomizes Goa's beach flea market scene.
"
https://www.atlasobscura.com/places/athi-varadar-kancheepuram-india,12.819126,79.723874,"
Athi Varadar Idol
","
An effigy of the deity emerges from a temple's water every 40 years.
"
https://www.atlasobscura.com/places/judah-hyam-synagogue,28.603804,77.227525,"
Judah Hyam Synagogue
","
This synagogue is the only place of worship for New Delhi’s small Jewish community.
"
https://www.atlasobscura.com/places/dashrath-manjhi-road,24.877198,85.243035,"
Dashrath Manjhi Road
","
One man single-handedly dug a road right through a mountain after his wife died due to its interference.
"
https://www.atlasobscura.com/places/thiruvalluvar-statue,8.077961,77.554061,"
Thiruvalluvar Statue
","
A towering work of stone and philosophy that was constructed using ancient Hindu science.
"
https://www.atlasobscura.com/places/cherrapunji,25.3,91.7,"
Cherrapunji
","
Known as the wettest place on earth.
"
https://www.atlasobscura.com/places/mukundpura-baoli,27.986742,76.078611,"
Mukundpura Baoli
","
This diminutive yet beautiful local stepwell once yielded enough water to irrigate the lush fields of the village.
"
https://www.atlasobscura.com/places/jama-masjid,23.023893,72.587129,"
Jama Masjid
","
This 15th-century mosque is a beautiful blend of Hindu and Islamic architecture.
"
