,ao_link,lat,lon,itemLabel,ao_description,tier,color,address,url,thingLabel,description,fetched_coordinates,item,articleDE,articleEN,location,distance,sitelinks,thing,to_drop_key
12,,30.728222856783407,76.77133390477367, Tehal Singh Chicken,,wikivoyage,red," 22B Himalaya Marg, Sector 22,", ,Eat_Mid-range,One of the best places to try the famous butter chicken of Punjab.,"(30.728222856783407, 76.77133390477367)",,,,,,,,"(30.728222856783407, 76.77133390477367)"
11,,30.740709,76.783581, Sagar Rathna,,wikivoyage,red," Shopping Plaza, 17D, Sector 17", ,Eat_Mid-range,South Indian vegetarian chain.,"(30.740709, 76.783581)",,,,,,,,"(30.740709, 76.783581)"
9,,30.726273,76.804658,Oven Fresh ,,wikivoyage,red, Sector 26, ,Eat_Mid-range,Also in Sector 35,"(30.726273, 76.804658)",,,,,,,,"(30.726273, 76.804658)"
8,,30.721664,76.76055,Nik Baker's ,,wikivoyage,red,"S.C.O. No. 441-442, Sector-35-C ",https://www.nikbakers.com/ ,Eat_Mid-range,Also in Sector 9.,"(30.721664, 76.76055)",,,,,,,,"(30.721664, 76.76055)"
7,,30.705589,76.800726,Nando's ,,wikivoyage,red,"Elante Mall bbmb Industrial Area Phase 1, ", ,Eat_Mid-range,Afro-Portuguese chain restaurant serving flame-grilled chicken in spicy chilli sauce.,"(30.705589, 76.800726)",,,,,,,,"(30.705589, 76.800726)"
5,,30.738543,76.785174, Hot Millions,,wikivoyage,red,"SCO 196-197, Sector 17-C ",http://www.hotmillions.biz/ ,Eat_Mid-range,"Very popular salad bar. Other locations Sector 35, [[Mohali]], [[Panchkula]].","(30.738543, 76.785174)",,,,,,,,"(30.738543, 76.785174)"
3,,30.727776,76.769766,Chawla Chicken ,,wikivoyage,red,"SCO 2458 B, Sector 22C ", ,Eat_Mid-range,"There is a whole chain of Chawlas, the better ones being in Sector 8 and Sector 22.","(30.727776, 76.769766)",,,,,,,,"(30.727776, 76.769766)"
2,,30.727053,76.803932,Barbeque Nation ,,wikivoyage,red,Sector 26 ,https://www.barbequenation.com/ ,Eat_Mid-range,buffet grill barbeque restaurant near you. Exciting Offers on lunch dinner with our trademark.,"(30.727053, 76.803932)",,,,,,,,"(30.727053, 76.803932)"
2,,30.7026,76.7639,Tiffin Service in Chandigarh ,,wikivoyage,red,Sector 46 ,https://tiffinserviceinchandigarh.com ,Eat_Budget,"Online tiffin and food delivery service in Chandigarh at very reasonable price. Open 7 days with breakfast, lunch and dinner food service. Make enquiries through call, sms, whatsapp, email, for more details visit website.","(30.7026, 76.7639)",,,,,,,,"(30.7026, 76.7639)"
1,,30.740694,76.797075,Tandoori express ,,wikivoyage,red,"Booth No. 5, Sector 8 B ", ,Eat_Budget,"Don't miss this roadside outlet in sector 8. Providing specialised delicacies like kakoris and galoutis from Lucknow, amritsari fish and special waraqi wraps.","(30.740694, 76.797075)",,,,,,,,"(30.740694, 76.797075)"
0,,30.7400652,76.7825889,Indian Coffee House ,,wikivoyage,red,Sector.17 , ,Eat_Budget,,"(30.7400652, 76.7825889)",,,,,,,,"(30.7400652, 76.7825889)"
1,,30.6767354,76.7486214,Mohali,,wikivoyage,red,,,Do_Amusement and water parks,"'''Thunderzone''' – A 30-min drive from Chandigarh, located in Landran, Mohali.","(30.6767354, 76.7486214)",,,,,,,,"(30.6767354, 76.7486214)"
0,,30.7230822,76.83532938228086,Panchkula,,wikivoyage,red,,,Do_Amusement and water parks,'''FunCity''' – 20 km (12&nbsp;mi) from Chandigarh on the Panchkula - Barwalla Nadha Sahib Gurudwara Highway near Ramgarh .,"(30.7230822, 76.83532938228086)",,,,,,,,"(30.7230822, 76.83532938228086)"
17,,30.76115535,76.80215410424178,Bird Park ,,wikivoyage,red,Sector 1 ,https://chandigarhforest.gov.in/wildlife-sanctuary/bird-park/ ,See,"Opened in 2021, the Chandigarh Bird Park features enclosed aviaries containing aquatic and terrestrial birds, walking paths, and gardens. For an additional fee, you can have a parrot sit on your hand in one of the aviaries.","(30.76115535, 76.80215410424178)",,,,,,,,"(30.76115535, 76.80215410424178)"
11,,30.742324,76.818711, Sukhna Lake,,wikivoyage,red, , ,See,"Sukhna Lake is an artificial reservoir. A popular place to hang out, one can expect to find residents of the city jogging or strolling along the banks. There is a walking path, a cafeteria, shops and a mini-amusement park and paddleboats. Shikaras are also available. The Sukhna Lake was created in 1958 by damming the Sukhna Choe, a seasonal stream that flows down from the Shivaliks. Storks and cranes make migratory stops at the lake. The lake, incidentally, has Asia's longest water channel for rowing and yachting. Visiting Sukhna Lake in the evening or early morning is a particularly pleasant experience.","(30.742324, 76.818711)",,,,,,,,"(30.742324, 76.818711)"
10,,30.76122,76.80054,The Secretariat ,,wikivoyage,red, , ,See,"You have to jump through some hoops to visit the Secretariat. First you need to find ‘Reception’, which is just a small building out the back, and show them your letter to get a visitor permit, then you need to see Security, who will let you in, then you need to see the main security officer inside, who will send you up to the Registrar, who will then send you back to the main security office. Thankfully you are escorted through most of this confusing, overly complex procedure, usually by a junior soldier with large machine gun. The whole process takes about 30 min to an hour. Once it’s all clear you can go up to the roof, check out the geranium gardens and take in an expansive view of all of Chandigarh. Then they will let you have a look out the front, which is more interesting.","(30.76122, 76.80054)",,,,,,,,"(30.76122, 76.80054)"
9,,30.745991,76.782064,Rose Garden,,wikivoyage,red,Sector 16 , ,See, The city houses the largest rose garden in Asia. It also hosts an annual rose festival which is quite popular among the local population.,"(30.745991, 76.782064)",,,,,,,,"(30.745991, 76.782064)"
8,,30.752855,76.80651,Rock Garden of Chandigarh ,,wikivoyage,red, ,http://www.nekchand.com ,See,"In 1992, Nek Chand, a humble transport official, began to clear a little patch of jungle to make himself a small garden area. He set stones around the little clearing and before long had sculpted a few figures recycled from materials he found at hand. Gradually Nek Chand's creation developed and grew; before long it covered several acres and comprised hundreds of sculptures set in a series of interlinking courtyards. After his normal working day Chand worked at night, in total secrecy for fear of being discovered. When they did discover the garden, local government officials were thrown into turmoil. The creation was completely illegal, a development in a forbidden area. However, rather than demolishing the garden, they decided to give Nek Chand a salary so that he could concentrate full-time on his work, plus a workforce of fifty labourers.","(30.752855, 76.80651)",,,,,,,,"(30.752855, 76.80651)"
7,,30.79333,76.91169,Pinjore Gardens ,,wikivoyage,red, , ,See,"Also called Yadavindra Gardens, these are 20&nbsp;km (12&nbsp;mi) from Chandigarh and 15&nbsp;km (9&nbsp;mi) from [[Panchkula]], on the Chandigarh-[[Shimla]] road. Taxis and buses ply regularly between Pinjore and Chandigarh. Pinjore lies on the foothills of the lower Shivalik ranges. The fascinating gardens in the Mughal style are one of the most popular picnic spots in the region. A mini zoo, plant nursery, Japanese garden, historic palaces and picnic lawns await visitors.","(30.79333, 76.91169)",,,,,,,,"(30.79333, 76.91169)"
6,,30.7489,76.78745,Museum and Art Gallery ,,wikivoyage,red, , ,See,The museum and the combined art gallery is an interesting place to go to. Artefacts range form [[Harappa]]n period relics to paintings and coins from different areas and time periods. The Art Gallery has good collections of ancient and modern Indian art. Fossils of the local dinosaurs found in the region are on show in the adjacent natural history museum. The buildings that the Museums and Art Gallery are housed in are attractive.,"(30.7489, 76.78745)",,,,,,,,"(30.7489, 76.78745)"
5,,30.761027777778,76.803277777778,The Legislative Assembly ,,wikivoyage,red, , ,See,"This is the Assembly for both Punjab and Haryana. It's easy to run out of time, so make sure you have a whole clear weekday to appreciate all the capitol buildings.","(30.761027777778, 76.803277777778)",,,,,,,,"(30.761027777778, 76.803277777778)"
4,,30.7044,76.78405,The Japanese Garden ,,wikivoyage,red, , ,See,"The Japanese Garden is a park in Sector 31 in union territory of Chandigarh. Built in 2014 in 13 acres of Land, by Indian Government, it was inaugurated by Shivraj Patil on 7th November 2014. It consists of water bodies, pagoda towers, water falls and golden bamboos. This is first ever garden in Chandigarh with Japanese touch and costs around ₹6 crore.","(30.7044, 76.78405)",,,,,,,,"(30.7044, 76.78405)"
3,,30.7573,76.8066,The High Court ,,wikivoyage,red, , ,See,"The letter is fine for looking around the High Court; just show it to security at the entrance, around the back, but if you want to take photos you need to surrender your camera, and head in to fill out some more forms in the protocol office, and then take the forms back to security to get your camera back. It’s worth it as the building is amazing, and extremely photogenic. You can’t take any photos indoors.","(30.7573, 76.8066)",,,,,,,,"(30.7573, 76.8066)"
2,,30.70536,76.8011,Elante Mall ,,wikivoyage,red, , ,See,"Elante Mall at Chandigarh is among the largest malls in North India, covering 20 acres. It is a mixed use development project which includes entertainment, hotels and business. Elante Mall has a retail space of over 1 million square feet. across ""ground level and three upper levels"". In the retail area, Elante Mall hosts various national and some huge internal brands like Heckett London,Apple ( eStore..Powered by Beyond Computers), Marks & Spencer, Brook Brothers, Rolex, Harley Davidson, Promod etc. Elante boasts of a great food court, a wonderful courtyard full of cafes, sports bars and has various clothing brands. In the entertainment section Elante Mall has PVR cinemas for entertaining large crowds.","(30.70536, 76.8011)",,,,,,,,"(30.70536, 76.8011)"
1,,30.74819,76.78689,Chandigarh Museum ,,wikivoyage,red,Sector 10 , ,See,"This provides an interesting aspect on how Chandigarh was founded. It begins with the principles on which Chandigarh was built, selection of the Architects, the design for the people etc. The correspondence between the Punjabi officials overseeing the construction of the city, and the Federal Government in Delhi is fascinating, and well worth taking a few minutes to read. Close by is the Government Museum and Art Gallery as well as the Museum of Science and Natural History Museum.","(30.74819, 76.78689)",,,,,,,,"(30.74819, 76.78689)"
0,,30.72144325,76.75083125825773,New Inter State Bus Terminus ,,wikivoyage,red,in Sector 43 ,https://chdctu.gov.in/about-us/isbt ,Get in_By bus,"It provides connectivity from all major destinations in the neighbouring states [[Himachal Pradesh]], [[Punjab (India)","(30.72144325, 76.75083125825773)",,,,,,,,"(30.72144325, 76.75083125825773)"
0,,30.7024,76.8214,Chandigarh Junction railway station ,,wikivoyage,red, , ,Get in_By train,,"(30.7024, 76.8214)",,,,,,,,"(30.7024, 76.8214)"
0,,30.674722,76.790556,Chandigarh International Airport ,,wikivoyage,red, , ,Get in_By plane,"An attractive and pleasant airport. [http://airindia.in/ Air India] and [http://www.goair.in/ GoAir] fly to the city. GoAir offers direct flights from [[Mumbai]] and [[Delhi]]. Tickets cost around ₹3,000 (from Delhi, including taxes) for most of the airlines. AirAsia has a direct flight from [[Bangalore]].","(30.674722, 76.790556)",,,,,,,,"(30.674722, 76.790556)"
0,,30.735277777778,76.791111111111,Chandigarh,,S,orange,,,planned community,,,http://www.wikidata.org/entity/Q43433,https://de.wikipedia.org/wiki/Chandigarh,https://en.wikipedia.org/wiki/Chandigarh,Point(76.791111111 30.735277777),1.108,114.0,http://www.wikidata.org/entity/Q1074523,"('30.735277777778', '76.791111111111')"
18,,30.719444444444,76.718055555556,Mohali,,S,orange,,,big city,,,http://www.wikidata.org/entity/Q1949069,https://de.wikipedia.org/wiki/Sahibzada_Ajit_Singh_Nagar,https://en.wikipedia.org/wiki/Mohali,Point(76.718055555 30.719444444),6.095,42.0,http://www.wikidata.org/entity/Q1549591,"('30.719444444444', '76.718055555556')"
20,,30.694444444444,76.850277777778,Panchkula,,S,orange,,,planned community,,,http://www.wikidata.org/entity/Q882172,https://de.wikipedia.org/wiki/Panchkula,https://en.wikipedia.org/wiki/Panchkula,Point(76.850277777 30.694444444),8.019,38.0,http://www.wikidata.org/entity/Q1074523,"('30.694444444444', '76.850277777778')"
22,,30.673333333333,76.788611111111,Shaheed Bhagat Singh International Airport,,S,orange,,,international airport,,,http://www.wikidata.org/entity/Q1835533,https://de.wikipedia.org/wiki/Flughafen_Chandigarh,https://en.wikipedia.org/wiki/Chandigarh_Airport,Point(76.788611111 30.673333333),6.737,25.0,http://www.wikidata.org/entity/Q644371,"('30.673333333333', '76.788611111111')"
25,,30.746388888889,76.646944444444,Kharar,,S,orange,,,human settlement,,,http://www.wikidata.org/entity/Q2722011,https://de.wikipedia.org/wiki/Kharar,"https://en.wikipedia.org/wiki/Kharar,_SAS_Nagar",Point(76.65 30.74),12.418,22.0,http://www.wikidata.org/entity/Q486972,"('30.746388888889', '76.646944444444')"
29,,30.798611111111,76.918333333333,Pinjore,,S,orange,,,human settlement,,,http://www.wikidata.org/entity/Q2557889,,https://en.wikipedia.org/wiki/Pinjore,Point(76.9172 30.7972),14.927,21.0,http://www.wikidata.org/entity/Q486972,"('30.798611111111', '76.918333333333')"
31,,30.65,76.82,Zirakpur,,S,orange,,,satellite city,,,http://www.wikidata.org/entity/Q2317411,https://de.wikipedia.org/wiki/Zirakpur,https://en.wikipedia.org/wiki/Zirakpur,Point(76.82 30.65),10.046,21.0,http://www.wikidata.org/entity/Q691960,"('30.65', '76.82')"
33,,30.759166666667,76.804722222222,Chandigarh Capitol Complex,,S,orange,,,architectural ensemble,,,http://www.wikidata.org/entity/Q25931399,https://de.wikipedia.org/wiki/Kapitol-Komplex_in_Chandigarh,https://en.wikipedia.org/wiki/Chandigarh_Capitol_Complex,Point(76.804722222 30.759166666),3.727,21.0,http://www.wikidata.org/entity/Q1497375,"('30.759166666667', '76.804722222222')"
34,,30.752,76.807,Rock Garden of Chandigarh,,A,green,,,sculpture garden,,,http://www.wikidata.org/entity/Q3041915,,https://en.wikipedia.org/wiki/Rock_Garden_of_Chandigarh,Point(76.807 30.752),3.325,18.0,http://www.wikidata.org/entity/Q1759852,"('30.752', '76.807')"
35,,30.759,76.8074,Open Hand Monument,,A,green,,,monument,,,http://www.wikidata.org/entity/Q16854086,,https://en.wikipedia.org/wiki/Open_Hand_Monument,Point(76.8074 30.759),3.883,18.0,http://www.wikidata.org/entity/Q4989906,"('30.759', '76.8074')"
36,,30.757995,76.768208888889,Panjab University,,A,green,,,public university,,,http://www.wikidata.org/entity/Q567899,https://de.wikipedia.org/wiki/Panjab_University,https://en.wikipedia.org/wiki/Panjab_University,Point(76.768208888 30.757995),2.943,17.0,http://www.wikidata.org/entity/Q875538,"('30.757995', '76.768208888889')"
37,,30.6581,76.8076,Bhabat,,A,green,,,human settlement,,,http://www.wikidata.org/entity/Q2444426,,https://en.wikipedia.org/wiki/Bhabat,Point(76.8076 30.6581),8.791,14.0,http://www.wikidata.org/entity/Q486972,"('30.6581', '76.8076')"
38,,30.7573,76.8066,Punjab and Haryana High Court,,A,green,,,appellate court,,,http://www.wikidata.org/entity/Q130502,https://de.wikipedia.org/wiki/Punjab_and_Haryana_High_Court,https://en.wikipedia.org/wiki/Punjab_and_Haryana_High_Court,Point(76.8066 30.7573),3.693,14.0,http://www.wikidata.org/entity/Q4959031,"('30.7573', '76.8066')"
39,,30.799,76.743,Mullanpur Garibdass,,A,green,,,human settlement,,,http://www.wikidata.org/entity/Q2725729,,https://en.wikipedia.org/wiki/Mullanpur_Garibdass,Point(76.743 30.799),8.089,13.0,http://www.wikidata.org/entity/Q486972,"('30.799', '76.743')"
40,,30.7402883,76.8189423,Sukhna Lake,,A,green,,,reservoir,,,http://www.wikidata.org/entity/Q7333197,,https://en.wikipedia.org/wiki/Sukhna_Lake,Point(76.8189423 30.7402883),3.826,13.0,http://www.wikidata.org/entity/Q131681,"('30.7402883', '76.8189423')"
41,,30.8053,76.8204,Karoran,,A,green,,,human settlement,,,http://www.wikidata.org/entity/Q2311239,,https://en.wikipedia.org/wiki/Karoran,Point(76.8204 30.8053),8.885,12.0,http://www.wikidata.org/entity/Q486972,"('30.8053', '76.8204')"
42,,30.748875,76.787425,"Government Museum and Art Gallery, Chandigarh",,A,green,,,art museum,,,http://www.wikidata.org/entity/Q3112812,,"https://en.wikipedia.org/wiki/Government_Museum_and_Art_Gallery,_Chandigarh",Point(76.787425 30.748875),1.868,12.0,http://www.wikidata.org/entity/Q207694,"('30.748875', '76.787425')"
44,,30.690858333333,76.737258333333,Inderjit Singh Bindra Stadium,,A,green,,,cricket field,,,http://www.wikidata.org/entity/Q3522142,https://de.wikipedia.org/wiki/Punjab_Cricket_Association_IS_Bindra_Stadium,https://en.wikipedia.org/wiki/Inderjit_Singh_Bindra_Stadium,Point(76.737258333 30.690858333),6.236,12.0,http://www.wikidata.org/entity/Q682943,"('30.690858333333', '76.737258333333')"
45,,30.761872651759,76.771410495592,Gandhi Bhawan,,A,green,,,auditorium,,,http://www.wikidata.org/entity/Q5520689,,"https://en.wikipedia.org/wiki/Gandhi_Bhawan,_Chandigarh",Point(76.771410495 30.761872651),3.259,11.0,http://www.wikidata.org/entity/Q230752,"('30.761872651759', '76.771410495592')"
46,,30.686416666667,76.664638888889,"Chandigarh Group of Colleges, Landran",,A,green,,,engineering college,,,http://www.wikidata.org/entity/Q5071065,,https://en.wikipedia.org/wiki/Chandigarh_Group_of_Colleges,Point(76.664638888 30.686416666),12.18,10.0,http://www.wikidata.org/entity/Q1663017,"('30.686416666667', '76.664638888889')"
47,,30.761111111111,76.800555555556,Secretariat Building,,A,green,,,architectural structure,,,http://www.wikidata.org/entity/Q7444209,,"https://en.wikipedia.org/wiki/Secretariat_Building,_Chandigarh",Point(76.800555555 30.761111111),3.665,10.0,http://www.wikidata.org/entity/Q811979,"('30.761111111111', '76.800555555556')"
49,,30.748108,76.783739,Zakir Hussain Rose Garden,,A,green,,,rose garden,,,http://www.wikidata.org/entity/Q8065112,,https://en.wikipedia.org/wiki/Zakir_Hussain_Rose_Garden,Point(76.783739 30.748108),1.675,10.0,http://www.wikidata.org/entity/Q291177,"('30.748108', '76.783739')"
50,,30.7925,76.91222222,Yadavindra Gardens,,B,violet,,,garden,,,http://www.wikidata.org/entity/Q3763822,,https://en.wikipedia.org/wiki/Yadavindra_Gardens,Point(76.91222222 30.7925),14.262,9.0,http://www.wikidata.org/entity/Q1107656,"('30.7925', '76.91222222')"
51,,30.761111111111,76.803055555556,Palace of Assembly,,B,violet,,,building,,,http://www.wikidata.org/entity/Q7126217,,https://en.wikipedia.org/wiki/Palace_of_Assembly,Point(76.803055555 30.761111111),3.8,9.0,http://www.wikidata.org/entity/Q41176,"('30.761111111111', '76.803055555556')"
52,,30.7753,76.9146,Kaushalya Dam,,B,violet,,,dam,,,http://www.wikidata.org/entity/Q18126675,,https://en.wikipedia.org/wiki/Kaushalya_Dam,Point(76.9146 30.7753),13.703,9.0,http://www.wikidata.org/entity/Q12323,"('30.7753', '76.9146')"
55,,30.6,76.8,Powadh,,B,violet,,,geographic region,,,http://www.wikidata.org/entity/Q889904,,https://en.wikipedia.org/wiki/Puadh,Point(76.8 30.6),14.964,7.0,http://www.wikidata.org/entity/Q82794,"('30.6', '76.8')"
58,,30.741625,76.77475556,Sector 16 Stadium,,B,violet,,,cricket field,,,http://www.wikidata.org/entity/Q7444709,,https://en.wikipedia.org/wiki/Sector_16_Stadium,Point(76.77475556 30.741625),1.026,7.0,http://www.wikidata.org/entity/Q682943,"('30.741625', '76.77475556')"
59,,30.76666667,76.78333333,Punjab Engineering College,,B,violet,,,engineering college,,,http://www.wikidata.org/entity/Q7118905,,https://en.wikipedia.org/wiki/Punjab_Engineering_College,Point(76.78333333 30.76666667),3.71,6.0,http://www.wikidata.org/entity/Q1663017,"('30.76666667', '76.78333333')"
60,,30.76234,76.77625,Post Graduate Institute of Medical Education and Research,,B,violet,,,medical school,,,http://www.wikidata.org/entity/Q7233637,,https://en.wikipedia.org/wiki/Postgraduate_Institute_of_Medical_Education_and_Research,Point(76.77625 30.76234),3.23,6.0,http://www.wikidata.org/entity/Q494230,"('30.76234', '76.77625')"
80,,30.742262,76.809882,Raj Bhavan,,B,violet,,,building,,,http://www.wikidata.org/entity/Q7285255,,"https://en.wikipedia.org/wiki/Raj_Bhavan,_Haryana",Point(76.809882 30.742262),3.045,6.0,http://www.wikidata.org/entity/Q41176,"('30.742262', '76.809882')"
81,,30.738783,76.81086,Raj Bhavan,,B,violet,,,building,,,http://www.wikidata.org/entity/Q7285274,,"https://en.wikipedia.org/wiki/Raj_Bhavan,_Punjab",Point(76.81086 30.738783),3.035,6.0,http://www.wikidata.org/entity/Q41176,"('30.738783', '76.81086')"
82,,30.7075,76.76111111,Burail Fort,,B,violet,,,fortification,,,http://www.wikidata.org/entity/Q21933307,,https://en.wikipedia.org/wiki/Burail_Fort,Point(76.76111111 30.7075),3.389,6.0,http://www.wikidata.org/entity/Q57821,"('30.7075', '76.76111111')"
83,,30.727777777778,76.777777777778,Chandigarh,,B,violet,,,union territory of India,,,http://www.wikidata.org/entity/Q120971341,,https://en.wikipedia.org/wiki/Union_Territory_of_Chandigarh,Point(76.777777777 30.727777777),0.656,6.0,http://www.wikidata.org/entity/Q467745,"('30.727777777778', '76.777777777778')"
84,,30.6036,76.7928,Chhatbir Zoo,,B,violet,,,zoo,,,http://www.wikidata.org/entity/Q5087827,,https://en.wikipedia.org/wiki/Mahendra_Chaudhary_Zoological_Park,Point(76.7928 30.6036),14.491,5.0,http://www.wikidata.org/entity/Q43501,"('30.6036', '76.7928')"
