,ao_link,lat,lon,itemLabel,ao_description,tier,color,address,url,thingLabel,description,fetched_coordinates,item,articleDE,articleEN,location,distance,sitelinks,thing,to_drop_key
5,,26.928,75.7925,Umaid Bhawan ,,wikivoyage,red,"D1-2A, Behari Marg, Bani Park ",http://www.umaidbhawan.com ,Sleep_Mid-range,"A nicely restored heritage hotel with clean, comfortable rooms, many with balconies. Beautifully decorated, it looks like a mini-palace. It has a roof-top restaurant with views of the rising sun in the morning and the setting sun in the evening. The swimming pool is on the ground floor, and it's cold in the off-season. The friendly and helpful staff will arrange airport/train station pickup. Great value, a great place.","(26.928, 75.7925)",,,,,,,,"(26.928, 75.7925)"
4,,26.9065,75.7962,Sumati Villa ,,wikivoyage,red,"7, Shubham Enclave, Jamnalal Bajaj Marg ", ,Sleep_Mid-range,A budget guest house.,"(26.9065, 75.7962)",,,,,,,,"(26.9065, 75.7962)"
3,,26.9268,75.7898,Milestone 251 ,,wikivoyage,red,"Near Collectorate Circle, D-251, Devi Marg, Bani Park ",http://www.milestone251.com/ ,Sleep_Mid-range,Near the railway station in Bani Park area.,"(26.9268, 75.7898)",,,,,,,,"(26.9268, 75.7898)"
2,,26.9063,75.7833,Loharu House ,,wikivoyage,red,Civil Lines , ,Sleep_Mid-range,This property belongs to the Royal Family of Loharu and they rent out a few rooms. The place is quaint and beautiful and the rooms are well appointed. The service also has the touch of personal care and warmth. A plus side is the cooks are excellent and put together some fine dinners.,"(26.9063, 75.7833)",,,,,,,,"(26.9063, 75.7833)"
1,,26.9373,75.7965,Hotel Sarang Palace ,,wikivoyage,red,"A- 40, Subhash Nagar Rd, Near Peetal Factory ",http://www.hotelsarangpalace.com ,Sleep_Mid-range,"3-star heritage hotel, offers free pick up from train and bus station.","(26.9373, 75.7965)",,,,,,,,"(26.9373, 75.7965)"
0,,26.9299,75.7881,Hotel Meghniwas ,,wikivoyage,red,"C-9, Sawai Jai Singh Highway, Bani Park ",http://www.meghniwas.com/ ,Sleep_Mid-range,"It also has a garden and a swimming pool, which is free for guests and open to non-guests for a charge.","(26.9299, 75.7881)",,,,,,,,"(26.9299, 75.7881)"
4,,26.9225,75.8047,Hotel Mandakini Castle ,,wikivoyage,red,Sansar Chandra Rd , ,Sleep_Mid-range,"3-star hotel. 12 superior rooms and 26 suites. All are fitted with a private bath with hot & cold water, cable/sat TV, and broadband internet connection. The travel desk, 50-capacity conference area, complimentary transfer services. It is not easy to find current room rates, but the hotel gets mixed reviews from guests.","(26.9225, 75.8047)",,,,,,,,"(26.9225, 75.8047)"
3,,26.8912,75.7663,Hotel Classic Holidays ,,wikivoyage,red,"A-79, Shyam Nagar, Sodala, Ajmer Rd ",http://www.hotelclassicholidays.com ,Sleep_Mid-range,"In a residential area with peaceful, clean, green surroundings.","(26.8912, 75.7663)",,,,,,,,"(26.8912, 75.7663)"
2,,26.84444,75.74722,Colonel's Homestead Jaipur ,,wikivoyage,red,"10 & 11 Cosmo Colony, Ram Marg, Amrapali Rd, Vaishali Nagar ",http://www.colonelsbnb.com ,Sleep_Mid-range,"Run by a retired army colonel and his wife, who hails from a royal family of Rajasthan, a peaceful place to stay adjoining 50 acres of bird-filled nature. Home-cooked meals available, and good advice on attractions and shopping.","(26.84444, 75.74722)",,,,,,,,"(26.84444, 75.74722)"
1,,26.9217,75.8046,Arya Niwas ,,wikivoyage,red,Sansar Chandra Rd ,http://www.hotelaryaniwas.com/ ,Sleep_Mid-range," A feudal lord's mansion converted into a hotel with the ambience of a stately home. Centrally located, family managed, cafeteria serving decent vegetarian food and a garden to relax in during the evenings.","(26.9217, 75.8046)",,,,,,,,"(26.9217, 75.8046)"
0,,26.9274,75.7892,Anuraag Villa ,,wikivoyage,red,"D-249, Near Collectorate Circle ",http://www.anuraagvilla.com/index.htm ,Sleep_Mid-range,"3-star hotel 15 min by rickshaw from the city centre. Peaceful place to relax with clean, comfortable rooms and free Wi-Fi Onsite restaurant offers very good vegetarian options Rajasthani style.","(26.9274, 75.7892)",,,,,,,,"(26.9274, 75.7892)"
4,,26.9174,75.7952,Sunder Palace Guest House ,,wikivoyage,red,"No. 46, Sanjay Marg ",http://www.sunderpalace.com ,Sleep_Budget,"Clean rooms, great service, convenient location, a rooftop restaurant, a lovely garden area and a terrace. Tiled double room with cable TV, big bathroom with hot water and a Persian carpet area with a small table where you can sip tea and read. Internet available, but there was a charge for this service a few years ago, so enquire.","(26.9174, 75.7952)",,,,,,,,"(26.9174, 75.7952)"
3,,26.9238,75.7905,Satkar Hotel ,,wikivoyage,red,"187, Barodia Scheme, Banipark ",http://satkarhotel.com ,Sleep_Budget,"Family run budget hotel, free pick up from railway station, bus stand, free Wi-Fi. Air-con and non-air-con rooms with attached bathrooms and TV. Hot shower, food, travel desk, laundry, 5 min walk from railway station. Not especially clean, ceiling fan noisy. Laundry is available for a charge. Walking distance to the bus station in a seedy neighbourhood.","(26.9238, 75.7905)",,,,,,,,"(26.9238, 75.7905)"
2,,26.9209,75.7973,Pink City Guest House ,,wikivoyage,red,18 Motilal Atal Rd , ,Sleep_Budget,"Clean rooms and good value with reliable hot water, TV and Wi-Fi - just ask the guy at the reception. Steps away from bus station and few min walk from old town and/or rail station. Five stores down the road south on that side of the street is an amazing vegetarian restaurant Mohal's which does great cheapish food. Make sure you get one of the rooms facing the quiet backstreet. The hotel lacks its own website, and current tariffs seem to be impossible to find online. As of 2012 or so, they charged ₹400-700 for a double room, with off season rates of ₹250 for a very basic room without attached bathroom.","(26.9209, 75.7973)",,,,,,,,"(26.9209, 75.7973)"
1,,26.9127,75.7781,Moon Light Palace ,,wikivoyage,red,"S-34, Shanti Nagar, Near Labour Court ",http://www.hotelmoonlightpalace.com/ ,Sleep_Budget,It's clean with solid Wi-Fi. Free pick up from station. Restaurant has a wide range of food.,"(26.9127, 75.7781)",,,,,,,,"(26.9127, 75.7781)"
0,,26.928,75.7861,Krishna Palace ,,wikivoyage,red,"E-26, Durga Marg, Bani Park ",http://www.krishnapalace.com ,Sleep_Budget,"Heritage property which looks like a palace. Nice garden, quiet and very clean. Traditional-style spacious rooms with private bath and hot shower. 24-hr service. Comfortable beds, each room comes with TV with all channels. Rooftop and garden restaurant available. Walking distance to the train station. Managed by a friendly family. Very quiet and relaxing neighbourhood surrounded by greenery. Pickup service from the train and central bus station is free of charge.","(26.928, 75.7861)",,,,,,,,"(26.928, 75.7861)"
10,,26.91958611458579,75.79778428274552,Moustache Jaipur,,wikivoyage,red,"Park House 7, Mirza Ismail Rd",https://moustachescapes.com/accommodation/Hostel/jaipur,Sleep_Budget,"Recommended by many travellers, this hostel is the headquarters of the Moustache chain. The street food tour is recommended by many. Afterwards, you can relax in the rooftop restaurant and pool.","(26.91958611458579, 75.79778428274552)",,,,,,,,"(26.91958611458579, 75.79778428274552)"
9,,26.9203,75.7973,Karni Niwas ,,wikivoyage,red,C-5 Motilal Atal Road ,http://www.hotelkarniniwas.com/ ,Sleep_Budget,"Good budget hotel. Very clean with hot water, quiet room. Restaurant, includes continental breakfast.","(26.9203, 75.7973)",,,,,,,,"(26.9203, 75.7973)"
8,,26.928307,75.798092,Jaipur Inn ,,wikivoyage,red,"B-17, Shiv Marg, Bani Park ",http://www.jaipurinn.com/ ,Sleep_Budget,"Hot water, air-con, TV, heater, and telephone in every room. The hotel also has a backup power generator and a lift. Nice rooftop bar with great views over the city. All room rates include rooftop Wi-Fi and free cancellation. They can also serve food. During low season (April/May/June), 50% discount if you stay 2 days or more.","(26.928307, 75.798092)",,,,,,,,"(26.928307, 75.798092)"
7,,26.9061,75.7971,Hotel Shikha ,,wikivoyage,red,"R-14, Yudhishthir Marg, C-Scheme ",https://www.hotelshikha.com ,Sleep_Budget,The only hotel in Jaipur that is opposite to the deer park in c-scheme. Coffee & wine lounge in premises with Rock Pub and discotheque. Special offers on website.,"(26.9061, 75.7971)",,,,,,,,"(26.9061, 75.7971)"
6,,26.921,75.7979,Hotel Sangam ,,wikivoyage,red,17 Motilal Atal Rd ,http://www.hotelsangamjaipur.com/ ,Sleep_Budget,"Good mattress, TV, restaurant, includes breakfast toast.","(26.921, 75.7979)",,,,,,,,"(26.921, 75.7979)"
5,,26.9236,75.7988,Hotel Ramsingh Palace ,,wikivoyage,red,"B-2, Hathi Babu Ka Bagh, Kanti Nagar ",http://hotelramsinghpalace.com/ ,Sleep_Budget,"Comfortable beds, each room comes with LCDTV with multiple channels. Walking distance to the train station and central bus stand. Airport/rail station/bus station pick up available, multi-cuisine restaurant.","(26.9236, 75.7988)",,,,,,,,"(26.9236, 75.7988)"
4,,26.9162,75.7956,Hotel Pearl Palace ,,wikivoyage,red,"51 Hathroi Fort, Hari Kishan Somani Marg, Ajmer Road ",http://www.hotelpearlpalace.com ,Sleep_Budget,The place is designed as an art museum. Wonderful roof top patio restaurant. The owners are nice but the front desk clerk is very moody. They do not always honor reservations made from their website.,"(26.9162, 75.7956)",,,,,,,,"(26.9162, 75.7956)"
3,,26.98095,75.85066,Hotel Malak Mahal ,,wikivoyage,red,"54, Near Jal Mahal, Amer Rd ", ,Sleep_Budget,"This hotel, which opened in 2012, has 45 rooms, an in-house restaurant and reserved parking spaces. It also provides free Wi-Fi, air-con rooms with attached washrooms and a nice guest service system. Their reservation phone number is covered 24/7.","(26.98095, 75.85066)",,,,,,,,"(26.98095, 75.85066)"
2,,26.912416,75.787288,Hotel Kalyan ,,wikivoyage,red,"Hathroi Fort, Ajmer Rd ",https://www.hotelkalyan.com/ ,Sleep_Budget,2-star hotel with a quiet and relaxing atmosphere. Free parking and pickup is available from the train station and central bus stand. Tasty restaurant and good service.,"(26.912416, 75.787288)",,,,,,,,"(26.912416, 75.787288)"
1,,26.9255,75.7908,Chit Chat Palace ,,wikivoyage,red,"D-160 Kabir Marg, Bani Park ",http://www.chitchatrestaurantandguesthouse.com/ ,Sleep_Budget,"Airport/rail station/bus station pick up available, nice restaurant.","(26.9255, 75.7908)",,,,,,,,"(26.9255, 75.7908)"
0,,26.9202,75.7976,Atithi Guest House ,,wikivoyage,red,1 Park House Scheme ,http://www.atithijaipur.com/ ,Sleep_Budget,"A nice, modern and very clean hotel a few minutes from the Pink City. Has a simple restaurant, laundry service, Wi-Fi (check on current rates, which are not posted on their site). Be careful of rickshaw/taxi drivers as they don't get a commission here so may try to bring you somewhere else.","(26.9202, 75.7976)",,,,,,,,"(26.9202, 75.7976)"
2,,26.8918,75.7576,Club Seven ,,wikivoyage,red,"The Byke Grassfield Resort, Kishan Nagar , Near Bansal Hospital ",https://www.facebook.com/pages/CLUB-SEVEN/395634490599614 ,Drink_Night clubs,"A nightclub with electronic music and different events every few weeks at the Byke Grassfield Resort, some 6-7 km southwest of the city centre.","(26.8918, 75.7576)",,,,,,,,"(26.8918, 75.7576)"
1,,26.9139,75.8056,Blackout ,,wikivoyage,red,"9th floor, Golden Oak Hotel, Landmark Building, Ahinsa Circle, C Scheme ",https://www.facebook.com/blackoutjaipur ,Drink_Night clubs,"Bar and nightclub popular with the party crowd, though their food is apparently not very good. Great views of the city from the rooftop lounge.","(26.9139, 75.8056)",,,,,,,,"(26.9139, 75.8056)"
0,,26.8432,75.8025,3D's Restro Lounge ,,wikivoyage,red,"A2 Corporate Tower, Near Jawahar Circle ",https://www.facebook.com/3DSRestroLounge/ ,Drink_Night clubs,"A lounge bar with two restaurants (fine dining and casual). A good place to hang out with your friends, and fairly popular among students.","(26.8432, 75.8025)",,,,,,,,"(26.8432, 75.8025)"
3,,26.89262,75.80701,Skyfall By Replay ,,wikivoyage,red,"SB-57, Riddhi Tower, 5th Floor ",https://www.facebook.com/skyfalljaipur/ ,Drink_Alcohol,"Bar, restaurant and lounge with Mexican and Italian cuisine. Different sitting areas, which makes it a good place for private events.","(26.89262, 75.80701)",,,,,,,,"(26.89262, 75.80701)"
2,,26.9052,75.8124,Henry’s – The Pub ,,wikivoyage,red,"Park Prime Hotel, Prithviraj road, Near Statue Circle ",https://www.facebook.com/pages/Henrys-Park-Prime-Jaipur/147076938737915 ,Drink_Alcohol,"Cozy pub in the basement of the Prime Park Hotel, reportedly great for an evening out with your friends. Many different snacks and cocktails. On the downside some guests find the service is a bit slow.","(26.9052, 75.8124)",,,,,,,,"(26.9052, 75.8124)"
1,,26.8496,75.8093,Drop Zone Lounge Bar ,,wikivoyage,red,"14/82 & 83, Niti Nagar, Opposite Capt Amit Bhardwaj Petrol Pump, Malviya Nagar ", ,Drink_Alcohol,"A bar with a pleasant rooftop seating with fantastic views, and they serve food as well.","(26.8496, 75.8093)",,,,,,,,"(26.8496, 75.8093)"
0,,26.8493,75.8078,District 9 Lounge ,,wikivoyage,red,"E-20, Prem Plaza, Girdhar Marg, Opposite Reliance Fresh ",https://www.facebook.com/District9lounge/ ,Drink_Alcohol,"Rooftop and indoor seating. More of a restaurant than a bar, with dishes from all over the world ranging from spring rolls to pizzas and fajitas to burritos.","(26.8493, 75.8078)",,,,,,,,"(26.8493, 75.8078)"
1,,26.8518,75.7956,Colorbar ,,wikivoyage,red,"Radisson Blu, Plot 5 & 6, Airport Plaza,Tonk Road, Durgapura ",https://www.radissonhotels.com/en-us/hotels/radisson-blu-jaipur/restaurant-bar ,Drink_Alcohol,"On the top of the roof of Radission Blu Airport hotel, with nice views of the planes landing and taking off. Barbecue, pool and interesting luminescent chairs and tables.","(26.8518, 75.7956)",,,,,,,,"(26.8518, 75.7956)"
0,,26.9179,75.8,Amigos Bar & Discoteque ,,wikivoyage,red,"Church Road, MI Road ", ,Drink_Alcohol,"Mexico-themed bar at the 9th floor of the OM Tower hotel, in the adjoining room there's a dance floor. Apparently a wider range of beverages and cocktails than at restaurants.","(26.9179, 75.8)",,,,,,,,"(26.9179, 75.8)"
3,,26.896,75.8077,Steam ,,wikivoyage,red, , ,Eat_Splurge,"A train turned into an Italian restaurant, on the grounds of the Taj Rambagh palace. Popular among the upper class of Jaipur, they are also famous for their pizzas.","(26.896, 75.8077)",,,,,,,,"(26.896, 75.8077)"
2,,26.9165,75.8112,Niros ,,wikivoyage,red,"319, MI Rd, Ashok Nagar ",http://www.nirosindia.com/ ,Eat_Splurge,Niros is a 60-year-old restaurant serving mostly Indian and Indo-Chinese dishes. Opinions are divided between those who laud the restaurant and others who consider it overpriced and more hype than quality.,"(26.9165, 75.8112)",,,,,,,,"(26.9165, 75.8112)"
1,,26.9117,75.7851,Cinnamon ,,wikivoyage,red,"Jacob Road, Civil Lines, ",http://www.tajhotels.com/food-and-wine/jai-mahal-palace-jaipur/cinnamon/default.html ,Eat_Splurge,"Northern Indian cuisine in a romantic setting, however they are reportedly a bit overpriced.","(26.9117, 75.7851)",,,,,,,,"(26.9117, 75.7851)"
0,,26.9857,75.8506,1135 AD Amber ,,wikivoyage,red,Amer Road ,https://www.facebook.com/1135adamber/ ,Eat_Splurge,Upscale restaurant in the Amber Fort complex. They serve traditional Rajasthani cuisine in royally decorated dining rooms.,"(26.9857, 75.8506)",,,,,,,,"(26.9857, 75.8506)"
9,,26.90237,75.79386,Zodiac ,,wikivoyage,red,"Fortune Park Bella Casa, Cityplex, 1, Ashram Marg, Tonk Road ", ,Eat_Mid-range,A buffet restaurant with North Indian dishes.,"(26.90237, 75.79386)",,,,,,,,"(26.90237, 75.79386)"
8,,26.8496,75.7951,Okra ,,wikivoyage,red,"Ashram Marg, Jawahar Circle ", ,Eat_Mid-range,Both a large buffet and a la carte. Reservations are required.,"(26.8496, 75.7951)",,,,,,,,"(26.8496, 75.7951)"
7,,26.91625,75.81126,Natraj ,,wikivoyage,red,"Panch Batti, M.I. Road ",https://www.facebook.com/Natraj-Restaurant-Jaipur-943481692408153/ ,Eat_Mid-range,"Vegetarian, speciality is the Rajasthani thali. Credit cards are accepted and they do not serve alcohol. They also have a mithai (sweets) shop.","(26.91625, 75.81126)",,,,,,,,"(26.91625, 75.81126)"
6,,26.9098,75.7957,Mamu's Infusion ,,wikivoyage,red,"101, 1st Floor, Mangalam Ambition Tower, Subhash Marg, C Scheme ", ,Eat_Mid-range,"Serves Indian, Italian, Mexican, Chinese, Thai and Middle Eastern dishes. Quirky decor, large servings and friendly staff.","(26.9098, 75.7957)",,,,,,,,"(26.9098, 75.7957)"
5,,26.907,75.7831,Loharu House ,,wikivoyage,red, , ,Eat_Mid-range,"This is the house of a Royal Family in Civil Lines. Primarily a hotel, but they also serve food. You can call in advance and request a special dinner. Otherwise, dinners are served for in-house guests.","(26.907, 75.7831)",,,,,,,,"(26.907, 75.7831)"
4,,26.9196,75.8256,LMB ,,wikivoyage,red,"LMB Hotel & Restaurant, 100 Johari Bazaar ",http://www.hotellmb.com/restaurant.aspx ,Eat_Mid-range,"Good mid-range north Indian vegetarian restaurant. The restaurant sells good sweets and chat, Indian sweet and savory snacks, and is most famous for its Aloo ki Tikiya and Paneer Ghewar.","(26.9196, 75.8256)",,,,,,,,"(26.9196, 75.8256)"
3,,26.9107,75.7986,Little Italy ,,wikivoyage,red,"C/11, K.K. Square, Prithviraj Marg, C-Scheme ",http://littleitaly.in/restaurant/jaipur_main.html ,Eat_Mid-range,"Part of a chain with restaurants around India and some other Asian countries, as the name reveals, this is a place to go to for Italian food. Wide selection of pizza, pasta and other typical Italian food, also some Mexican dishes. Large range of wines.","(26.9107, 75.7986)",,,,,,,,"(26.9107, 75.7986)"
2,,26.917,75.8134,Handi Restaurant ,,wikivoyage,red,"Maya Mansion, Opp GPO, MI Rd ",http://handirestaurant.com/ ,Eat_Mid-range,"Specialising in meat dishes; chicken, mutton, kebab, tandoori and the super spicy Rajasthani speciality lal maas.","(26.917, 75.8134)",,,,,,,,"(26.917, 75.8134)"
1,,26.9116,75.8016,Four Seasons Restaurant ,,wikivoyage,red,"D-43A, Subhash Marg, C Scheme ",https://www.facebook.com/fourseasonsjaipur?rf,Eat_Mid-range,"Indian and Chinese food, among the most popular vegetarian restaurants in Jaipur.","(26.9116, 75.8016)",,,,,,,,"(26.9116, 75.8016)"
0,,27.0092,75.7633,Apno Gaon ,,wikivoyage,red,"14, New Loha Mandi, Sikar Road, Vishwakarma Industrial Area ", ,Eat_Mid-range,"Vegetarian food, including fresh vegetables and fruits. Slightly away from the main city: One has to go on a bumpy ride to reach there.","(27.0092, 75.7633)",,,,,,,,"(27.0092, 75.7633)"
4,,26.9213,75.7952,Rawat Mishthan Bhandar ,,wikivoyage,red,"Opposite Polo Victory Cinema, Station Road, Sindhi Camp ", ,Eat_Budget_Savoury,"Do not miss the famous Pyaz ki Kachori, a spicy onion dish. Also, the ghewar and mawa kachori is famous.","(26.9213, 75.7952)",,,,,,,,"(26.9213, 75.7952)"
3,,26.916,75.7956,Peacock Rooftop Restaurant ,,wikivoyage,red,"51, Hari Kishan Somani Marg ",https://hotelpearlpalace.com/wordpress/peacock-rooftop-restaurant ,Eat_Budget_Savoury,"A rooftop restaurant serving Indian, Western and Chinese food. Fast service and good value.","(26.916, 75.7956)",,,,,,,,"(26.916, 75.7956)"
2,,26.9162,75.8081,Old Take Away ,,wikivoyage,red,"146, Subhash Corner, MI Roa ", ,Eat_Budget_Savoury,Various chicken and mutton dishes for take-away.,"(26.9162, 75.8081)",,,,,,,,"(26.9162, 75.8081)"
1,,26.9231,75.7986,Ambrosia ,,wikivoyage,red,"In the Hotel Ramsingh Palace, B 2, Hathi Babau Ka Bagh, Kanti Nagar, Banipark ",https://www.facebook.com/pages/Ambrosia/212615442121032 ,Eat_Budget_Savoury,"Serving vegetarian and vegan, Chinese food and barbecue atop a 100-foot-high building providing a breathtaking view of the city.","(26.9231, 75.7986)",,,,,,,,"(26.9231, 75.7986)"
0,,26.911,75.798,Anokhi Cafe ,,wikivoyage,red," 2nd Floor, KK Square, C-11 Prithviraj Road ",https://www.facebook.com/AnokhiCafe ,Eat_Budget_Savoury,"Mostly organic non-Indian-style (""international flavour"") home-style cakes, freshly prepared sandwiches, pastries, savoury snacks plus organic coffee and a selection of good teas. Quiet, relaxing, good value for money, situated outside the Anokhi shop (see Anokhi Museum of Hand Printing listing in ""See"").","(26.911, 75.798)",,,,,,,,"(26.911, 75.798)"
1,,26.916,75.8102,Jal Mahal ,,wikivoyage,red,"85, MI Road ",https://www.facebook.com/jalmahal.icecreamcreations/ ,Eat_Budget_Sweet,"A popular ice-cream parlor on MI Rd. An assortment of ice cream shakes, and some indigenous ice cream flavours. Excellent after a hearty meal at one of the MI Rd restaurants.","(26.916, 75.8102)",,,,,,,,"(26.916, 75.8102)"
0,,26.9077,75.799,Gangaur Sweets ,,wikivoyage,red,"J-32, Subash Marg, C-Scheme ", ,Eat_Budget_Sweet," Sweets for chamcham, also baked sweets and crispy samosas.","(26.9077, 75.799)",,,,,,,,"(26.9077, 75.799)"
2,,26.9154576,75.8189817,--,,wikivoyage,red,,,Buy,,"(26.9154576, 75.8189817)",,,,,,,,"(26.9154576, 75.8189817)"
