,itemLabel,lat,lon,address,url,thingLabel,description,fetched_coordinates,tier,color
0,--,49.4938975,0.1079732,,,Do_Events,,"(49.4938975, 0.1079732)",wikivoyage,red
1,--,49.4938975,0.1079732,,,Do_Events,,"(49.4938975, 0.1079732)",wikivoyage,red
2,--,49.4938975,0.1079732,,,Do_Events,,"(49.4938975, 0.1079732)",wikivoyage,red
3,--,49.4938975,0.1079732,,,Do_Events,,"(49.4938975, 0.1079732)",wikivoyage,red
4,--,49.4938975,0.1079732,,,Do_Events,,"(49.4938975, 0.1079732)",wikivoyage,red
5,--,49.4938975,0.1079732,,,Do_Events,,"(49.4938975, 0.1079732)",wikivoyage,red
0,"""[https://www.leshallescentrales-lehavre.fr/ Les Halles]""",0.0,0.0,,,Buy,,"(0, 0)",wikivoyage,red
1,--,49.4938975,0.1079732,,,Buy,,"(49.4938975, 0.1079732)",wikivoyage,red
2,[https://auzou-chocolat.fr/ Chocolaterie Auzou],0.0,0.0,,,Buy,,"(0, 0)",wikivoyage,red
3,--,49.4938975,0.1079732,,,Buy,,"(49.4938975, 0.1079732)",wikivoyage,red
4,Docks Vauban ,49.49028,0.12948,Quai Frissard ,http://www.docksvauban.com/ ,Buy,"Shopping centre inside a 19th-century building - Adidas Originals, Amazon Locker, Brice, Carnet de vol, Eram, Esprit, Footlocker, H&M, Jules, La Grande Récré, La Halle, Levi's, Mango, Marionnaud, Micromania, New Yorker, Plein Ciel, Quiksilver, and Zara.","(49.49028, 0.12948)",wikivoyage,red
5,Espace Coty ,49.49567,0.11169,22 Rue Casimir Périer ,https://espace-coty.klepierre.fr/ ,Buy,,"(49.49567, 0.11169)",wikivoyage,red
0,Whoopies Diner ,49.488688,0.1038484,16 Rue Emile Zola , ,Eat,,"(49.488688, 0.1038484)",wikivoyage,red
1,Le Lafayette ,49.4949207,0.1096819,6 Av. René Coty , ,Eat,Brasserie,"(49.4949207, 0.1096819)",wikivoyage,red
2,Le Chiquito ,49.4951916,0.1036593,47 Rue Raymond Guénot , ,Eat,,"(49.4951916, 0.1036593)",wikivoyage,red
3,Chez Sophie ,49.4875326,0.113328,51 Rue du Général Faidherbe , ,Eat,,"(49.4875326, 0.113328)",wikivoyage,red
4,Crêperie Maryvonne ,49.4879858,0.1128452,13 Rue Jean de la Fontaine , ,Eat,Savory crêpes.,"(49.4879858, 0.1128452)",wikivoyage,red
5,Le Gavroche Le Havre ,49.4950056,0.1219218,9 Pl. Danton , ,Eat,Brasserie,"(49.4950056, 0.1219218)",wikivoyage,red
6,Dai Duong ,49.4893361,0.106018,67 Rue Richelieu , ,Eat,Vietnamese,"(49.4893361, 0.106018)",wikivoyage,red
0,Whoopies Diner ,49.488688,0.1038484,16 Rue Emile Zola , ,Eat_Budget,,"(49.488688, 0.1038484)",wikivoyage,red
1,Le Lafayette ,49.4949207,0.1096819,6 Av. René Coty , ,Eat_Budget,Brasserie,"(49.4949207, 0.1096819)",wikivoyage,red
2,Le Chiquito ,49.4951916,0.1036593,47 Rue Raymond Guénot , ,Eat_Budget,,"(49.4951916, 0.1036593)",wikivoyage,red
3,Chez Sophie ,49.4875326,0.113328,51 Rue du Général Faidherbe , ,Eat_Budget,,"(49.4875326, 0.113328)",wikivoyage,red
4,Crêperie Maryvonne ,49.4879858,0.1128452,13 Rue Jean de la Fontaine , ,Eat_Budget,Savory crêpes.,"(49.4879858, 0.1128452)",wikivoyage,red
5,Le Gavroche Le Havre ,49.4950056,0.1219218,9 Pl. Danton , ,Eat_Budget,Brasserie,"(49.4950056, 0.1219218)",wikivoyage,red
6,Dai Duong ,49.4893361,0.106018,67 Rue Richelieu , ,Eat_Budget,Vietnamese,"(49.4893361, 0.106018)",wikivoyage,red
0,La Taverne Paillette ,49.495388,0.10319,22 rue Georges Braque ,https://taverne-paillette.com/ ,Eat_Mid-range,,"(49.495388, 0.10319)",wikivoyage,red
1,La Papillotte ,49.4915327,0.1109922,38 Pl. du Chillou , ,Eat_Mid-range,French cuisine,"(49.4915327, 0.1109922)",wikivoyage,red
2,Restaurant La Sirène ,49.4956199,0.0967456,48 Rue Dr Cousture , ,Eat_Mid-range,,"(49.4956199, 0.0967456)",wikivoyage,red
3,La Petite Gourmandise ,49.4877164,0.1101925,68 Rue des Drapiers , ,Eat_Mid-range,,"(49.4877164, 0.1101925)",wikivoyage,red
0,Restaurant Jean-Luc Tartarin ,49.49425,0.103276,73 avenue Foch ,http://www.jeanluc-tartarin.com/ ,Eat_Splurge,two Michelin stars.,"(49.49425, 0.103276)",wikivoyage,red
1,Restaurant Les Enfants Sages ,49.4888409,0.108201,20 Rue Gustave Lennier , ,Eat_Splurge,,"(49.4888409, 0.108201)",wikivoyage,red
0,Chocolate Passion ,49.49198,0.10852, , ,Eat_Sweet,Amazing Chocolate store and tea salon where one can go to drink the best hot chocolate in the world.,"(49.49198, 0.10852)",wikivoyage,red
0,--,49.4938975,0.1079732,,,Drink,,"(49.4938975, 0.1079732)",wikivoyage,red
1,--,49.4938975,0.1079732,,,Drink,,"(49.4938975, 0.1079732)",wikivoyage,red
0,Hotel Carmin ,49.49483,0.10541,"15, rue Georges Braque ",http://www.hotelcarmin.com/ ,Sleep,Decent and clean budget option near Hotel de Ville. Very friendly staff. Free Wi-Fi. Breakfast costs extra.,"(49.49483, 0.10541)",wikivoyage,red
1,ibis budget Le Havre Les Docks ,49.49423,0.14289,38 Rue Dr Piasceki ,https://all.accor.com/hotel/3492/index.en.shtml ,Sleep,,"(49.49423, 0.14289)",wikivoyage,red
0,Hotel Carmin ,49.49483,0.10541,"15, rue Georges Braque ",http://www.hotelcarmin.com/ ,Sleep_Budget,Decent and clean budget option near Hotel de Ville. Very friendly staff. Free Wi-Fi. Breakfast costs extra.,"(49.49483, 0.10541)",wikivoyage,red
1,ibis budget Le Havre Les Docks ,49.49423,0.14289,38 Rue Dr Piasceki ,https://all.accor.com/hotel/3492/index.en.shtml ,Sleep_Budget,,"(49.49423, 0.14289)",wikivoyage,red
0,Pasino du Havre ,49.49147,0.11243,Place Jules Ferry ,https://casino-lehavre.partouche.com/ ,Sleep_Splurge,4 stars with nice spa.,"(49.49147, 0.11243)",wikivoyage,red
1,Vent d'Ouest ,49.49139,0.10081,4 rue Caligny ,https://www.ventdouest.fr/ ,Sleep_Splurge,,"(49.49139, 0.10081)",wikivoyage,red
2,Novotel ,49.49149,0.12504,"20 cours La Fayette, Quai Colbert ", ,Sleep_Splurge,,"(49.49149, 0.12504)",wikivoyage,red
3,Mercure ,49.4903,0.11698,Chaussée Georges Pompidou , ,Sleep_Splurge,,"(49.4903, 0.11698)",wikivoyage,red
4,Art Hotel ,49.49124,0.10654,147 rue Louis Brindeau ,https://www.art-hotel.fr/ ,Sleep_Splurge,,"(49.49124, 0.10654)",wikivoyage,red
5,Nomad ,49.493179,0.125546,5 rue Magellan ,http://www.nomad-hotels.com/16-NOMAD-LE-HAVRE.htm ,Sleep_Splurge,,"(49.493179, 0.125546)",wikivoyage,red
6,Novotel ,49.491393,0.123865,20 cours La Fayette - Quai Colbert ,https://all.accor.com/hotel/5650/index.en.shtml ,Sleep_Splurge,,"(49.491393, 0.123865)",wikivoyage,red
0,Greece ,0.0,0.0,"28 Rue de General de Gaulle, 76310 Sainte-Adresse ", ,Cope,,"(0, 0)",wikivoyage,red
0,Greece ,0.0,0.0,"28 Rue de General de Gaulle, 76310 Sainte-Adresse ", ,Cope_Consulates,,"(0, 0)",wikivoyage,red
0,--,49.4938975,0.1079732,,,Go next,,"(49.4938975, 0.1079732)",wikivoyage,red
1,--,49.4938975,0.1079732,,,Go next,,"(49.4938975, 0.1079732)",wikivoyage,red
2,--,49.4938975,0.1079732,,,Go next,,"(49.4938975, 0.1079732)",wikivoyage,red
3,--,49.4938975,0.1079732,,,Go next,,"(49.4938975, 0.1079732)",wikivoyage,red
