,itemLabel,lat,lon,address,url,thingLabel,description,fetched_coordinates,tier,color
0,El Paso Los Angeles Limousine Express ,39.7513,-104.98493,(bus station) 2215 E California St ,http://www.eplalimo.com ,Get in_By bus,"Travels along I-25 between Greeley, Denver, Colorado Springs, Pueblo, Santa Fe, Albuquerque, Deming, Las Cruces and El Paso. The depot in Greeley is at 2410 8th Ave.","(39.7513, -104.98493)",wikivoyage,red
1,Los Paisanos ,39.7517,-104.98764,(bus station) 2147 Broadway ,http://lospaisanosautobuses.com/ ,Get in_By bus,"Travels between Caldwell (near Boise) and El Paso via Salt Lake City, Greely, Denver and Roswell.","(39.7517, -104.98764)",wikivoyage,red
0,--,39.7392364,-104.984862,,,Get around,,"(39.7392364, -104.984862)",wikivoyage,red
1,--,39.7392364,-104.984862,,,Get around,,"(39.7392364, -104.984862)",wikivoyage,red
2,--,39.7392364,-104.984862,,,Get around,,"(39.7392364, -104.984862)",wikivoyage,red
0,--,39.7392364,-104.984862,,,See,,"(39.7392364, -104.984862)",wikivoyage,red
1,Center for Colorado Women's History ,39.73713,-104.98982,1310 Bannock St ,https://www.historycolorado.org/center-colorado-womens-history ,See,"One of Denver's great historic homes, built in 1883 by ''Rocky Mountain News'' publisher Williams Byers and elegantly furnished with original turn of the (20th) century pieces. Tour the house or catch featured exhibitions in the gallery.","(39.73713, -104.98982)",wikivoyage,red
2,Chamberlin Observatory ,39.67605,-104.95297,2930 E Warren Ave ,http://mysite.du.edu/~rstencel/Chamberlin/ ,See,"Built in 1890, this working observatory is a historic landmark and a pride of the University of Denver. Star Parties and other events are open to the public.","(39.67605, -104.95297)",wikivoyage,red
3,Children's Museum of Denver ,39.749,-105.017,2121 Children's Museum Dr ,http://www.mychildsmuseum.org/ ,See,"This educational museum takes a fun, hands-on approach to learning. Note: No adults are allowed in the Museum without a child, and no children without an adult.","(39.749, -105.017)",wikivoyage,red
4,Colorado State Capitol ,39.739232,-104.984868,200 E Colfax Ave ,https://capitol.colorado.gov/ ,See,"A gorgeous domed building at the southern edge of Downtown. Tours are available, though the big attraction for tourists is standing above the words ""One Mile Above Sea Level"" engraved into one of the steps out front. Free tours start at the visitor information desk every hour M-F 10AM-3PM.","(39.739232, -104.984868)",wikivoyage,red
0,Denver Art Museum ,39.737222,-104.989722,100 W 14th Ave Pkwy ,http://www.denverartmuseum.org/ ,See,A huge museum with art from all over the world. You'll want to give yourself several hours to properly explore the place.,"(39.737222, -104.989722)",wikivoyage,red
1,Denver Firefighters Museum ,39.74039,-104.99269,1326 Tremont Pl ,http://www.denverfirefightersmuseum.org ,See,"Historical and interactive exhibits, activities and special events celebrating Denver's firefighters.","(39.74039, -104.99269)",wikivoyage,red
2,Denver Mint ,39.73978,-104.99225,320 W Colfax Ave ,https://www.usmint.gov/about/tours-and-locations/denver/tour-denver-mint ,See,"Thanks to this place, more U.S. money is made in Denver than anywhere else in the world. Fish a coin out of your pocket and look for the ""D"" on the face side (usually in the bottom right quadrant). That means the money was minted in Denver. Tour times vary by day. Each day, tickets are available starting at 7AM until they run out. Check the website for closures and for the list of permitted/forbidden items before your visit.","(39.73978, -104.99225)",wikivoyage,red
3,Denver Museum of Nature & Science ,39.7475,-104.942,2001 Colorado Blvd ,http://www.dmns.org ,See,"Exhibitions, planetarium and IMAX. Highlights include extensive geological specimens and a lovely view of the mountains with a diagram identifying which peaks are which.","(39.7475, -104.942)",wikivoyage,red
4,Forney Transportation Museum ,39.77779,-104.97073,4303 Brighton Blvd ,http://forneymuseum.org ,See,,"(39.77779, -104.97073)",wikivoyage,red
5,History Colorado Center ,39.7361,-104.987,1200 Broadway ,http://www.historycoloradocenter.org ,See,"The center has many displays and exhibits focusing on historical sites throughout Colorado (prairie settlement, mine, Native American life, etc.) Great for families with kids and even adults; only takes 1-1½ hours to take in.","(39.7361, -104.987)",wikivoyage,red
6,Molly Brown House Museum ,39.73749,-104.98073,1340 Pennsylvania St ,http://www.mollybrown.org ,See,"This restored Victorian was once home to labor reformist, actress and ''Titanic'' survivor Margaret Brown. It now showcases that era of Colorado history through exhibits and special events. Museum is limited to 16 visitors at a time, so purchasing tickets in advance is highly recommended.","(39.73749, -104.98073)",wikivoyage,red
7,Museo de las Americas ,39.73,-104.999,861 Santa Fe Dr ,http://museo.org/ ,See,"Denver is home to a large and growing Latino population, and this museum focuses on their art and heritage.","(39.73, -104.999)",wikivoyage,red
8,Museum of Contemporary Art Denver ,39.7523,-105.0042,1485 Delgany St ,http://www.mcadenver.org ,See,"Housed in an ultra-modern building downtown, this innovative museum seeks to engage the community with workshops, films, lectures, and a relaxing, open environment. Visit the rooftop deck for 360-degree views of Denver, grab a quick bite in the cafe, and check out the functional public performance space called The Lane.","(39.7523, -105.0042)",wikivoyage,red
9,National Ballpark Museum ,39.75383,-104.99462,1940 Blake St ,http://www.ballparkmuseum.com/ ,See,"A family-run museum that contains one of the best private baseball collections in the country, this museum holds a stunning collection of artifacts from ballparks all over the country, including signs, bricks, and seats from the classic ballparks of old, as well as a section of Fenway Park's ""Green Monster"".","(39.75383, -104.99462)",wikivoyage,red
10,Kirkland Museum ,39.7356,-104.9905,1201 Bannock St ,http://www.kirklandmuseum.org/ ,See,"Fine and Decorative art museum featuring over 30,000 works by more than 1,500 artists and designers. Building was moved in 2016. ","(39.7356, -104.9905)",wikivoyage,red
11,Wings Over the Rockies Air & Space Museum ,39.7210515,-104.8954657,7711 East Academy Blvd ,https://wingsmuseum.org/ ,See,An air museum at the former Lowry Air Force Base with large aircraft and spacecraft collection.,"(39.7210515, -104.8954657)",wikivoyage,red
12,Clyfford Still Museum ,39.73645,-104.98992,1250 Bannock Street ,https://clyffordstillmuseum.org/ ,See,"Clyfford Still was in the first generation of US abstract expressionist artist of the early-mid 20th century. He pioneered the path which Rothko, Pollock, and others followed. But Still was not concerned with fame or sales, which is why you have heard of the others but not Still. And so he kept most of his works, and his will called for a city to create a museum to exhibit the whole collection, intact, which was a very Still move. Denver rose to the challenge, and the result is this museum: fascinating architecture with fascinating contents. The curators are interested not just in Still's work but in the questions it raises, such as how to preserve forever drawings which fade with light and paintings which darken with time.","(39.73645, -104.98992)",wikivoyage,red
0,City Park ,39.7477,-104.9501, , ,See,"Enjoy the Denver sunshine at this 330-acre urban park east of downtown. Two lakes, numerous fields, playgrounds, and a golf course, as well as the Denver Zoo and the Museum of Nature and Science are all within its expansive bounds.","(39.7477, -104.9501)",wikivoyage,red
1,Denver Botanic Gardens ,39.7325,-104.960833,1005 York St ,http://www.botanicgardens.org ,See,"Come for the array of flowers and plants from around the world, stay for the peace and quiet (and the free WiFi), then check out the bonus attractions. Above the gardens' bistro, you'll find Denver's first public green roof, a living example of the benefits of green design. Space and science buffs won't want to miss the OmniGlobe exhibit, a spherical simulation of the Earth from space.","(39.7325, -104.960833)",wikivoyage,red
2,Washington Park ,39.7,-104.971,S Downing St and E Louisiana Ave ,https://www.denver.org/listing/washington-park/6828/ ,See,"Beautiful and lush Denver park, with lakes, flower gardens, a recreation center, soccer fields and tennis courts. Over 160 acres of natural beauty, surrounded by turn-of-the-19th-century homes. A favorite jogging, volleyball, and drinking destination. This used to be the favorite hang-out of young residents during the summer months, but regulations requiring permits for many common activities have reduced park usage and transferred it to City Park.","(39.7, -104.971)",wikivoyage,red
3,Cheesman Park ,39.733,-104.9663,12th Ave at High St , ,See,The Acropolis-inspired pavilion has a commanding view of the Denver skyline.,"(39.733, -104.9663)",wikivoyage,red
4,Confluence Park ,39.754,-105.0085,15th Street at the Platte River , ,See,"Named for the confluence of Cherry Creek and the South Platte River, Confluence Park is a summertime spot for many of Denver's residents. Cool off in the river, or bring a kayak or inner tube for the purpose built rapids near the REI store. The park is also accessible via the Cherry Creek or Platte bike trails.","(39.754, -105.0085)",wikivoyage,red
5,Denver Animal Shelter dog sculpture ,39.71521,-105.00308,1241 W. Bayaud Ave , ,See,"A 20-foot-high sculpture of a dog, made out of metal dog tags.","(39.71521, -105.00308)",wikivoyage,red
0,--,39.7392364,-104.984862,,,See_Museums and architecture,,"(39.7392364, -104.984862)",wikivoyage,red
1,Center for Colorado Women's History ,39.73713,-104.98982,1310 Bannock St ,https://www.historycolorado.org/center-colorado-womens-history ,See_Museums and architecture,"One of Denver's great historic homes, built in 1883 by ''Rocky Mountain News'' publisher Williams Byers and elegantly furnished with original turn of the (20th) century pieces. Tour the house or catch featured exhibitions in the gallery.","(39.73713, -104.98982)",wikivoyage,red
2,Chamberlin Observatory ,39.67605,-104.95297,2930 E Warren Ave ,http://mysite.du.edu/~rstencel/Chamberlin/ ,See_Museums and architecture,"Built in 1890, this working observatory is a historic landmark and a pride of the University of Denver. Star Parties and other events are open to the public.","(39.67605, -104.95297)",wikivoyage,red
3,Children's Museum of Denver ,39.749,-105.017,2121 Children's Museum Dr ,http://www.mychildsmuseum.org/ ,See_Museums and architecture,"This educational museum takes a fun, hands-on approach to learning. Note: No adults are allowed in the Museum without a child, and no children without an adult.","(39.749, -105.017)",wikivoyage,red
4,Colorado State Capitol ,39.739232,-104.984868,200 E Colfax Ave ,https://capitol.colorado.gov/ ,See_Museums and architecture,"A gorgeous domed building at the southern edge of Downtown. Tours are available, though the big attraction for tourists is standing above the words ""One Mile Above Sea Level"" engraved into one of the steps out front. Free tours start at the visitor information desk every hour M-F 10AM-3PM.","(39.739232, -104.984868)",wikivoyage,red
0,Denver Art Museum ,39.737222,-104.989722,100 W 14th Ave Pkwy ,http://www.denverartmuseum.org/ ,See_Museums and architecture,A huge museum with art from all over the world. You'll want to give yourself several hours to properly explore the place.,"(39.737222, -104.989722)",wikivoyage,red
1,Denver Firefighters Museum ,39.74039,-104.99269,1326 Tremont Pl ,http://www.denverfirefightersmuseum.org ,See_Museums and architecture,"Historical and interactive exhibits, activities and special events celebrating Denver's firefighters.","(39.74039, -104.99269)",wikivoyage,red
2,Denver Mint ,39.73978,-104.99225,320 W Colfax Ave ,https://www.usmint.gov/about/tours-and-locations/denver/tour-denver-mint ,See_Museums and architecture,"Thanks to this place, more U.S. money is made in Denver than anywhere else in the world. Fish a coin out of your pocket and look for the ""D"" on the face side (usually in the bottom right quadrant). That means the money was minted in Denver. Tour times vary by day. Each day, tickets are available starting at 7AM until they run out. Check the website for closures and for the list of permitted/forbidden items before your visit.","(39.73978, -104.99225)",wikivoyage,red
3,Denver Museum of Nature & Science ,39.7475,-104.942,2001 Colorado Blvd ,http://www.dmns.org ,See_Museums and architecture,"Exhibitions, planetarium and IMAX. Highlights include extensive geological specimens and a lovely view of the mountains with a diagram identifying which peaks are which.","(39.7475, -104.942)",wikivoyage,red
4,Forney Transportation Museum ,39.77779,-104.97073,4303 Brighton Blvd ,http://forneymuseum.org ,See_Museums and architecture,,"(39.77779, -104.97073)",wikivoyage,red
5,History Colorado Center ,39.7361,-104.987,1200 Broadway ,http://www.historycoloradocenter.org ,See_Museums and architecture,"The center has many displays and exhibits focusing on historical sites throughout Colorado (prairie settlement, mine, Native American life, etc.) Great for families with kids and even adults; only takes 1-1½ hours to take in.","(39.7361, -104.987)",wikivoyage,red
6,Molly Brown House Museum ,39.73749,-104.98073,1340 Pennsylvania St ,http://www.mollybrown.org ,See_Museums and architecture,"This restored Victorian was once home to labor reformist, actress and ''Titanic'' survivor Margaret Brown. It now showcases that era of Colorado history through exhibits and special events. Museum is limited to 16 visitors at a time, so purchasing tickets in advance is highly recommended.","(39.73749, -104.98073)",wikivoyage,red
7,Museo de las Americas ,39.73,-104.999,861 Santa Fe Dr ,http://museo.org/ ,See_Museums and architecture,"Denver is home to a large and growing Latino population, and this museum focuses on their art and heritage.","(39.73, -104.999)",wikivoyage,red
8,Museum of Contemporary Art Denver ,39.7523,-105.0042,1485 Delgany St ,http://www.mcadenver.org ,See_Museums and architecture,"Housed in an ultra-modern building downtown, this innovative museum seeks to engage the community with workshops, films, lectures, and a relaxing, open environment. Visit the rooftop deck for 360-degree views of Denver, grab a quick bite in the cafe, and check out the functional public performance space called The Lane.","(39.7523, -105.0042)",wikivoyage,red
9,National Ballpark Museum ,39.75383,-104.99462,1940 Blake St ,http://www.ballparkmuseum.com/ ,See_Museums and architecture,"A family-run museum that contains one of the best private baseball collections in the country, this museum holds a stunning collection of artifacts from ballparks all over the country, including signs, bricks, and seats from the classic ballparks of old, as well as a section of Fenway Park's ""Green Monster"".","(39.75383, -104.99462)",wikivoyage,red
10,Kirkland Museum ,39.7356,-104.9905,1201 Bannock St ,http://www.kirklandmuseum.org/ ,See_Museums and architecture,"Fine and Decorative art museum featuring over 30,000 works by more than 1,500 artists and designers. Building was moved in 2016. ","(39.7356, -104.9905)",wikivoyage,red
11,Wings Over the Rockies Air & Space Museum ,39.7210515,-104.8954657,7711 East Academy Blvd ,https://wingsmuseum.org/ ,See_Museums and architecture,An air museum at the former Lowry Air Force Base with large aircraft and spacecraft collection.,"(39.7210515, -104.8954657)",wikivoyage,red
12,Clyfford Still Museum ,39.73645,-104.98992,1250 Bannock Street ,https://clyffordstillmuseum.org/ ,See_Museums and architecture,"Clyfford Still was in the first generation of US abstract expressionist artist of the early-mid 20th century. He pioneered the path which Rothko, Pollock, and others followed. But Still was not concerned with fame or sales, which is why you have heard of the others but not Still. And so he kept most of his works, and his will called for a city to create a museum to exhibit the whole collection, intact, which was a very Still move. Denver rose to the challenge, and the result is this museum: fascinating architecture with fascinating contents. The curators are interested not just in Still's work but in the questions it raises, such as how to preserve forever drawings which fade with light and paintings which darken with time.","(39.73645, -104.98992)",wikivoyage,red
0,City Park ,39.7477,-104.9501, , ,See_Parks and gardens,"Enjoy the Denver sunshine at this 330-acre urban park east of downtown. Two lakes, numerous fields, playgrounds, and a golf course, as well as the Denver Zoo and the Museum of Nature and Science are all within its expansive bounds.","(39.7477, -104.9501)",wikivoyage,red
1,Denver Botanic Gardens ,39.7325,-104.960833,1005 York St ,http://www.botanicgardens.org ,See_Parks and gardens,"Come for the array of flowers and plants from around the world, stay for the peace and quiet (and the free WiFi), then check out the bonus attractions. Above the gardens' bistro, you'll find Denver's first public green roof, a living example of the benefits of green design. Space and science buffs won't want to miss the OmniGlobe exhibit, a spherical simulation of the Earth from space.","(39.7325, -104.960833)",wikivoyage,red
2,Washington Park ,39.7,-104.971,S Downing St and E Louisiana Ave ,https://www.denver.org/listing/washington-park/6828/ ,See_Parks and gardens,"Beautiful and lush Denver park, with lakes, flower gardens, a recreation center, soccer fields and tennis courts. Over 160 acres of natural beauty, surrounded by turn-of-the-19th-century homes. A favorite jogging, volleyball, and drinking destination. This used to be the favorite hang-out of young residents during the summer months, but regulations requiring permits for many common activities have reduced park usage and transferred it to City Park.","(39.7, -104.971)",wikivoyage,red
3,Cheesman Park ,39.733,-104.9663,12th Ave at High St , ,See_Parks and gardens,The Acropolis-inspired pavilion has a commanding view of the Denver skyline.,"(39.733, -104.9663)",wikivoyage,red
4,Confluence Park ,39.754,-105.0085,15th Street at the Platte River , ,See_Parks and gardens,"Named for the confluence of Cherry Creek and the South Platte River, Confluence Park is a summertime spot for many of Denver's residents. Cool off in the river, or bring a kayak or inner tube for the purpose built rapids near the REI store. The park is also accessible via the Cherry Creek or Platte bike trails.","(39.754, -105.0085)",wikivoyage,red
5,Denver Animal Shelter dog sculpture ,39.71521,-105.00308,1241 W. Bayaud Ave , ,See_Parks and gardens,"A 20-foot-high sculpture of a dog, made out of metal dog tags.","(39.71521, -105.00308)",wikivoyage,red
0,Convergence Station ,39.74078,-105.01588,1338 1st St ,https://meowwolf.com/visit/denver ,Do,"A labrynthine, immersive, surreal, confusing explosion of creativity in this  five-floor installation by the Meow Wolf art team. ""Convergence Station"" is the official name for this location at Denver, but it is often referred to as ""Meow Wolf"". The narrative is that this is a station transporting you to other worlds.  Your ""tram"" drops you off at an upper floor, and you percolate down to the ground floor and exit. There is a restaurant off the lobby, and a bar tucked away in one of the astral planes. General admission is for a specific date and time, but paying more buys flexibility. Be aware you will need to wait outside, in the weather, until that time arrives.","(39.74078, -105.01588)",wikivoyage,red
1,The Southwest Rink at Skyline Park ,39.74868,-104.99505,511 16th St ,http://www.downtowndenverrink.com/ ,Do,Skating rink in downtown Denver open from late November to mid February.,"(39.74868, -104.99505)",wikivoyage,red
2,Archery Games Denver ,39.8005,-105.0553,"5405 W 56th Ave, Unit D ",https://www.archerygamesdenver.com/ ,Do,Play archery dodgeball with bows and foam-tipped arrows at this indoor arena.,"(39.8005, -105.0553)",wikivoyage,red
0,Elitch Gardens ,39.750556,-105.011111,2000 Elitch Cir ,https://www.elitchgardens.com ,Do,A huge amusement park with rides and family entertainment.,"(39.750556, -105.011111)",wikivoyage,red
1,Lakeside ,39.78034,-105.05408,4601 Sheridan Blvd ,http://www.lakesideamusementpark.com/ ,Do,"A throwback from Denver's past, Lakeside is an amusement park like they used to make; without all the corporate branding and commercialism. While it may have a somewhat seedy exterior, Lakeside is still a staple of local kids' upbringings, and remains a fixture of Denver culture as well as a much cheaper alternative to Elitch Gardens. Coaster buffs will squeal with glee over the Cyclone, the park's original 1940 Edward Vettel-designed wood coaster.","(39.78034, -105.05408)",wikivoyage,red
0,Bovine Metropolis Theater ,39.7461,-104.995,1527 Champa St ,http://www.bovinemetropolis.com/ ,Do,"Nope, no cows on stage. Just exciting and surprising improv comedy shows five nights a week. All ages.","(39.7461, -104.995)",wikivoyage,red
1,Comedy Works ,39.747,-104.9968,1226 15th St ,http://www.comedyworks.com/ ,Do,Laugh it up with local comedians and big name acts. 21 and up.,"(39.747, -104.9968)",wikivoyage,red
0,--,39.7392364,-104.984862,,,Do,,"(39.7392364, -104.984862)",wikivoyage,red
1,--,39.7392364,-104.984862,,,Do,,"(39.7392364, -104.984862)",wikivoyage,red
2,--,39.7392364,-104.984862,,,Do,,"(39.7392364, -104.984862)",wikivoyage,red
3,--,39.7392364,-104.984862,,,Do,,"(39.7392364, -104.984862)",wikivoyage,red
4,--,39.7392364,-104.984862,,,Do,,"(39.7392364, -104.984862)",wikivoyage,red
5,--,39.7392364,-104.984862,,,Do,,"(39.7392364, -104.984862)",wikivoyage,red
6,--,39.7392364,-104.984862,,,Do,,"(39.7392364, -104.984862)",wikivoyage,red
7,--,39.7392364,-104.984862,,,Do,,"(39.7392364, -104.984862)",wikivoyage,red
8,--,39.7392364,-104.984862,,,Do,,"(39.7392364, -104.984862)",wikivoyage,red
9,--,39.7392364,-104.984862,,,Do,,"(39.7392364, -104.984862)",wikivoyage,red
10,--,39.7392364,-104.984862,,,Do,,"(39.7392364, -104.984862)",wikivoyage,red
0,Colorado Ballet ,39.7454,-104.9982,Ellie Caulkins Opera House ,http://www.coloradoballet.org/ ,Do,"Founded in 1951, this internationally acclaimed company presents classical and contemporary ballets.","(39.7454, -104.9982)",wikivoyage,red
1,Colorado Symphony ,39.7448,-104.99735,Boettcher Concert Hall ,http://www.coloradosymphony.org ,Do,"The Colorado Symphony Orchestra is an American orchestra established in 1989, as the successor to the Denver Symphony.","(39.7448, -104.99735)",wikivoyage,red
2,Denver Center for the Performing Arts ,39.74446,-104.9991,The Buell Theatre ,http://www.denvercenter.org ,Do,"Spend an evening at the theater watching anything from revivals to world premieres. The center hosts a Tony Award-winning professional resident company, and touring productions.","(39.74446, -104.9991)",wikivoyage,red
3,Opera Colorado ,39.7452,-104.9978,Ellie Caulkins Opera House ,http://www.operacolorado.org/ ,Do,This young company performs classic operas in their downtown venue.,"(39.7452, -104.9978)",wikivoyage,red
0,Mercury Cafe ,39.75076,-104.98533,2199 California St ,http://www.mercurycafe.com/ ,Do,"Highly recommended. This popular restaurant/cafe/event center is a must for any lovers of poetry, theater, or counterculture. Live music almost every night, salsa classes, and more. Particularly recommended Sundays nights, when it hosts Denver's best poetry slam. Often, you might run into well-known names like Andrea Gibson. Check out their schedule for more information.","(39.75076, -104.98533)",wikivoyage,red
0,Bluebird Theater ,39.74036,-104.94835,3317 E Colfax Ave ,http://www.bluebirdtheater.net/ ,Do,"A beautiful old World War I-era silent movie palace on Colfax Avenue, now repurposed as a music hall where concerts in a variety of genres (primarily rock, but also blues, country, bluegrass and the like) are presented in an intimate setting.","(39.74036, -104.94835)",wikivoyage,red
1,Fillmore Auditorium ,39.74038,-104.97724,1510 Clarkson St , ,Do,"Capitol Hill is where you'll find what may be the epicenter of Denver's live music scene. This cavernous space is famous for its dual Minors with Adults Liquor License, so if you're underage, you're not necessarily segregated into crappy seats.","(39.74038, -104.97724)",wikivoyage,red
2,hi-dive ,39.71632,-104.98774,7 S Broadway ,http://www.hi-dive.com/ ,Do,"A small, scruffy bar with character to the hilt, hi-dive is mostly a place to go if you want to check out Denver's local music scene. But it's also made a name for itself as a place rising stars play just before they make it big, so come out to a show here and maybe you can say you ""saw them when....""","(39.71632, -104.98774)",wikivoyage,red
3,Larimer Lounge ,39.75992,-104.98381,2721 Larimer St ,http://larimerlounge.com/ ,Do,"You can't miss this hipster-friendly club and concert hall in RiNo, with huge, brightly painted Op Art murals covering the whole front of the building. Catch mostly local rock, country, and electronica acts, with a few national touring artists to mix things up, in an ambience that's a lot cleaner and less skeevy than some of the dives around town.","(39.75992, -104.98381)",wikivoyage,red
4,Lion's Lair ,39.73983,-104.96244,2022 E. Colfax Ave ,http://lionslairco.com/ ,Do,"Famous, or should we say ''in''famous, dive bar in Colfax that's been a gathering place for Denver-area punk, hardcore, and thrash fans since the 80s. The drinks are cheap, the lights are dim, and the ambience is grungy - and that's meant in a good way.","(39.73983, -104.96244)",wikivoyage,red
5,Ogden Theatre ,39.74018,-104.97529,935 E Colfax Ave ,https://www.ogdentheatre.com/ ,Do,"Like the smaller Bluebird, the Ogden Theatre is another old silent movie house and vaudeville hall that's been repurposed as a music venue. Whatever your favorite genre - rock, hip-hop, R&B, electronica, country - you can probably find a show you like at this affable midsize venue.","(39.74018, -104.97529)",wikivoyage,red
