,itemLabel,lat,lon,address,url,thingLabel,description,fetched_coordinates,tier,color
3,--,0.0,0.0,,,Get in_By plane_Airport to central business district,,"(0, 0)",wikivoyage,red
4,--,0.0,0.0,,,Get in_By plane_Airport to central business district,,"(0, 0)",wikivoyage,red
0,Krantivira Sangolli Rayanna ,12.977595,77.568083,"Railway Station Rd, Kempegowda, Sevashrama ", ,Get in_By train,Most local and long-distance trains arrive and depart from here. Platforms: #1 to 7 connect to [[Chennai]] ({{km,"(12.977595, 77.568083)",wikivoyage,red
1,Yesvantpur Junction ,13.022839,77.551174,Tumkur Rd , ,Get in_By train,"The other main railway terminal of Bangalore. A few (mostly long-distance) trains arrive and depart from here. All trains towards Hubli stop here. Services: retiring rooms and dormitories, AC VIP Lounge, essential stalls and ATM.","(13.022839, 77.551174)",wikivoyage,red
2,Bangalore East ,13.00148,77.61847,Pottery Rd , ,Get in_By train,A smaller one.,"(13.00148, 77.61847)",wikivoyage,red
3,Bangalore Cantonment ,12.993673,77.599327,"Cantonment Railway Station Rd, Kaverappa Layout, Vasanth Nagar ", ,Get in_By train,"A smaller one. Services: Passenger Reservation Centre, AC VIP lounge, inquiry counters, essential stalls, Food plaza, ATM. PF-1A (Dead end side of Platform 1) is used for terminating trains like 12509/10 Guwahati Tri-weekly Express, 12503/04 Agartala Humsafar Weekly Express, 18635/36 Hatia Weekly Express, 56503/04 Vijayawada Passenger and 2 DMU services operating from Kolar via Bangarpet. The main platforms are used for halting by all the trains passing through this station except 12007/08 Chennai Mysore shatabdi Express.","(12.993673, 77.599327)",wikivoyage,red
4,Krishnarajapuram railway station ,13.000534,77.674016,"Outer Ring Rd, Jyothi Puram, Krishnarajapura ", ,Get in_By train,An important stop owing to proximity of IT companies and the ring road just passing close to the station and well connected by buses to major parts. It also forms the 1st stop for majority of trains leaving Yesvantpur towards Jolarpettai.,"(13.000534, 77.674016)",wikivoyage,red
5,Kengeri railway station ,12.918047,77.48431,Kengeri , ,Get in_By train,"An important stop owing to proximity of residential areas in the proximity. Its a major stop for all train coming from Mysore side. Kengeri Bus stand on Mysore road is 5 min walk from Railway station, having access to major Ring Road services of 401K (Yelahanka via Vijayanagar), 401M (Yeshvantapur via Ring Road), 502F (Peenya), 375 (Banashankari via Uttarahalli), 378 (Electronic City via Uttarahalli) and 222A/226N towards Majestic and Market. Global Tech Park is about {{km","(12.918047, 77.48431)",wikivoyage,red
0,Kempegowda Bus Station ,12.976792,77.572597,"Gandhi Nagar, City Bus Rd ", ,Get in_By bus,"One of the largest bus stands in the city, this bus stand caters to major buses on Karnataka (except Mysore Road side buses), Andhra Pradesh, Telangana, Maharashtra and Goa routes. it is also the largest intersecting point for [http://www.bmtcinfo.com/ Bangalore Metropolitan Transport Corporation] (BMTC), which maintains bus services within Bangalore. The bus stand is opposite the City railway station.","(12.976792, 77.572597)",wikivoyage,red
1,Mysore Road Satellite Bus Stand ,12.95371,77.543661,"Bapuji Nagar, Mysore Rd ", ,Get in_By bus,"One of the important bus stands of Bangalore, aimed at decongesting Majestic Bus Stand, this bus stand caters to all ordinary and Luxury services towards Mysore, as well as Interstate ordinary and Luxury services to Kerala, via Mysore, operated by Karnataka and Kerala state governments. Ordinary and Deluxe uses bound to Ooty, Coimbatore via Mysore/Kollegal also start from this place. All ordinary services operated by Tamil Nadu State Road Transport Corporation to Vellore, Tiruvannamalai, Salem, Vriddachalam, Kanchipuram, Coimbatore and Trichy use this Bus stand for terminating their bus services.","(12.95371, 77.543661)",wikivoyage,red
2,City Market ,12.9642,77.57773, , ,Get in_By bus,Around {{km,"(12.9642, 77.57773)",wikivoyage,red
3,Shantinagar ,12.95475,77.59198,K.H.Road , ,Get in_By bus,"One of the important bus stands of Bangalore, aimed at decongesting Majestic bus stand, this bus stand caters to all Luxury services towards Tamil Nadu operated by KSRTC as well as SETC of Tamil Nadu. Some Kerala State Transport Corporation buses running via Salem to Kerala go through this terminal.","(12.95475, 77.59198)",wikivoyage,red
4,Shivajinagar ,12.98343,77.60308, , ,Get in_By bus,"In the north. It is neatly organised, and there is an inquiry window to find out about buses. If you are changing buses, you may have to get down on the street and walk into the bus stand to catch your next bus. You can find a large map on display here too, which you can use to find the bus number you need to take if you know the area you are going to. Route maps are also sold on the platforms.","(12.98343, 77.60308)",wikivoyage,red
0,--,0.0,0.0,,,Get in_By bus_Bus companies,,"(0, 0)",wikivoyage,red
1,--,0.0,0.0,,,Get in_By bus_Bus companies,,"(0, 0)",wikivoyage,red
2,--,0.0,0.0,,,Get in_By bus_Bus companies,,"(0, 0)",wikivoyage,red
3,--,0.0,0.0,,,Get in_By bus_Bus companies,,"(0, 0)",wikivoyage,red
4,--,0.0,0.0,,,Get in_By bus_Bus companies,,"(0, 0)",wikivoyage,red
0,--,0.0,0.0,,,Get in_By car,,"(0, 0)",wikivoyage,red
0,--,0.0,0.0,,,Get around,,"(0, 0)",wikivoyage,red
1,--,0.0,0.0,,,Get around,,"(0, 0)",wikivoyage,red
0,--,0.0,0.0,,,Get around_By metro,,"(0, 0)",wikivoyage,red
1,--,0.0,0.0,,,Get around_By metro,,"(0, 0)",wikivoyage,red
0,--,0.0,0.0,,,Get around_By bus,,"(0, 0)",wikivoyage,red
0,--,0.0,0.0,,,Get around_By train,,"(0, 0)",wikivoyage,red
0,--,0.0,0.0,,,Get around_By auto-rickshaw,,"(0, 0)",wikivoyage,red
0,--,0.0,0.0,,,Get around_By car taxi or bike taxi,,"(0, 0)",wikivoyage,red
0,--,0.0,0.0,,,Get around_By private car,,"(0, 0)",wikivoyage,red
0,--,0.0,0.0,,,Get around_By bicycle,,"(0, 0)",wikivoyage,red
0,--,0.0,0.0,,,Get around_By rental scooter,,"(0, 0)",wikivoyage,red
0,Attara Kacheri ,12.978056,77.5925,Dr Ambedkar Rd ,http://hck.gov.in/ ,See,"A two-storey neoclassical red-painted stone and brick building, hosting the High Court of Karnataka. It was previously a secretariat of eighteen departments, built under the reign of king Devaraja Wadiyar II in 1701. The main structure of the building is surrounded on all sides by porticoes and verandahs. The entire building is surfaced with plaster and painted with red ochre.","(12.978056, 77.5925)",wikivoyage,red
1,Government Museum ,12.9747,77.5958,Kasturba Rd , ,See,"Established in 1865, the museum is flanked by the Visvesvaraya Industrial & Technological Museum and the Venkatappa Art Gallery. It is an archaeological museum with a rare collection of archaeological and geological artefacts, including old jewellery, sculpture, coins and inscriptions. The museum is also home to the Halmidi inscription, the earliest writing in Kannada (450 CE).","(12.9747, 77.5958)",wikivoyage,red
2,Museum of Art & Photography ,12.974549,77.596832,"22, Kasturba Rd ",https://map-india.org/ ,See,"This museum presents 4 exhibitions (2 free and 2 paid, ₹150) and contains a café, restaurant and library over 5 stories. It's well worth a visit and takes about 2 hours.","(12.974549, 77.596832)",wikivoyage,red
3,Seshadari Iyer Memorial ,12.9746,77.5907,Kasturba Rd , ,See,"A distinctive red sandstone building, hosting the State Central Library.","(12.9746, 77.5907)",wikivoyage,red
4,Venkatappa Art Gallery ,12.974236,77.595302,Kasturba Rd , ,See,,"(12.974236, 77.595302)",wikivoyage,red
5,Vidhana Soudha ,12.979693,77.590658,Dr Ambedkar Rd , ,See,"This granite building houses the Legislative Assembly of Karnataka. It was built during the tenure of K. Hanumanthaiya, Chief Minister of Mysore State (1951–1956). A marvel of neo-Dravidian architecture, and one of the most imposing buildings in India. One of the interesting features of this building are the grand stairs in its front. The steps of the grand stairs are {{m","(12.979693, 77.590658)",wikivoyage,red
6,Vikasa Soudha ,12.978318,77.589297, , ,See,"Located next to Vidhana Soudha, built in the same classic style. It was inaugurated in 2005. General public and tourists are not allowed to enter the premises. It can only be viewed from outside the boundary walls.","(12.978318, 77.589297)",wikivoyage,red
7,Visvesvaraya Centre ,12.982425,77.595785, , ,See,"A government office complex, built on the site of the house of Sir M. Visvesvaraya after his death. Initially constructed for the Life Insurance Corporation (LIC), it was later bought by the state government to house government offices. The brutalist architecture of this high-rise building at Cubbon Park area stands in sharp contrast to the neoclassical architecture of Vidhana Soudha, Attara Kacheri and the General Post Office. The general public is not allowed into the premises, unless they have an appointment at one of the offices.","(12.982425, 77.595785)",wikivoyage,red
8,Visvesvaraya Industrial & Technological Museum ,12.9751,77.5964, ,https://www.vismuseum.gov.in/ ,See,"Contains many fun learning activities and exhibitions that can be enjoyed by adults and children. Most exhibits are based on simple science, but some have industrial applications. For general visitors entry fee is ₹40. Some groups receive discounts (organised school groups, BPL Category when showing valid BPL card, etc). Entry is free for military and police personnel in uniform, the physically challenged, and children below 5 years of age. There is also a 3D show costing an extra ₹25 (for general public).","(12.9751, 77.5964)",wikivoyage,red
0,Attara Kacheri ,12.978056,77.5925,Dr Ambedkar Rd ,http://hck.gov.in/ ,See_Cubbon Park area,"A two-storey neoclassical red-painted stone and brick building, hosting the High Court of Karnataka. It was previously a secretariat of eighteen departments, built under the reign of king Devaraja Wadiyar II in 1701. The main structure of the building is surrounded on all sides by porticoes and verandahs. The entire building is surfaced with plaster and painted with red ochre.","(12.978056, 77.5925)",wikivoyage,red
1,Government Museum ,12.9747,77.5958,Kasturba Rd , ,See_Cubbon Park area,"Established in 1865, the museum is flanked by the Visvesvaraya Industrial & Technological Museum and the Venkatappa Art Gallery. It is an archaeological museum with a rare collection of archaeological and geological artefacts, including old jewellery, sculpture, coins and inscriptions. The museum is also home to the Halmidi inscription, the earliest writing in Kannada (450 CE).","(12.9747, 77.5958)",wikivoyage,red
2,Museum of Art & Photography ,12.974549,77.596832,"22, Kasturba Rd ",https://map-india.org/ ,See_Cubbon Park area,"This museum presents 4 exhibitions (2 free and 2 paid, ₹150) and contains a café, restaurant and library over 5 stories. It's well worth a visit and takes about 2 hours.","(12.974549, 77.596832)",wikivoyage,red
3,Seshadari Iyer Memorial ,12.9746,77.5907,Kasturba Rd , ,See_Cubbon Park area,"A distinctive red sandstone building, hosting the State Central Library.","(12.9746, 77.5907)",wikivoyage,red
4,Venkatappa Art Gallery ,12.974236,77.595302,Kasturba Rd , ,See_Cubbon Park area,,"(12.974236, 77.595302)",wikivoyage,red
5,Vidhana Soudha ,12.979693,77.590658,Dr Ambedkar Rd , ,See_Cubbon Park area,"This granite building houses the Legislative Assembly of Karnataka. It was built during the tenure of K. Hanumanthaiya, Chief Minister of Mysore State (1951–1956). A marvel of neo-Dravidian architecture, and one of the most imposing buildings in India. One of the interesting features of this building are the grand stairs in its front. The steps of the grand stairs are {{m","(12.979693, 77.590658)",wikivoyage,red
6,Vikasa Soudha ,12.978318,77.589297, , ,See_Cubbon Park area,"Located next to Vidhana Soudha, built in the same classic style. It was inaugurated in 2005. General public and tourists are not allowed to enter the premises. It can only be viewed from outside the boundary walls.","(12.978318, 77.589297)",wikivoyage,red
7,Visvesvaraya Centre ,12.982425,77.595785, , ,See_Cubbon Park area,"A government office complex, built on the site of the house of Sir M. Visvesvaraya after his death. Initially constructed for the Life Insurance Corporation (LIC), it was later bought by the state government to house government offices. The brutalist architecture of this high-rise building at Cubbon Park area stands in sharp contrast to the neoclassical architecture of Vidhana Soudha, Attara Kacheri and the General Post Office. The general public is not allowed into the premises, unless they have an appointment at one of the offices.","(12.982425, 77.595785)",wikivoyage,red
8,Visvesvaraya Industrial & Technological Museum ,12.9751,77.5964, ,https://www.vismuseum.gov.in/ ,See_Cubbon Park area,"Contains many fun learning activities and exhibitions that can be enjoyed by adults and children. Most exhibits are based on simple science, but some have industrial applications. For general visitors entry fee is ₹40. Some groups receive discounts (organised school groups, BPL Category when showing valid BPL card, etc). Entry is free for military and police personnel in uniform, the physically challenged, and children below 5 years of age. There is also a 3D show costing an extra ₹25 (for general public).","(12.9751, 77.5964)",wikivoyage,red
0,Bangalore Fort ,12.962875,77.575956, , ,See_Forts and palaces,"Built in 1537. A small part with massive granite walls, big gates, a dungeon and a small Ganesha temple is still intact. Check out the stone carving high up on the wall to your left after entering the massive wooden door.","(12.962875, 77.575956)",wikivoyage,red
1,Bangalore Palace ,12.998529,77.592103,"Palace Rd, Vasanth Nagar ", ,See_Forts and palaces,Built by the Maharajas of Mysore. For many years the building was neglected as a tourist attraction but is now open to the public. This is a run-down building with paint peeling on the interior and is generally a tourist trap to be avoided.,"(12.998529, 77.592103)",wikivoyage,red
2,Tipu Sultan's Summer Palace ,12.959494,77.573572,Albert Victor Rd , ,See_Forts and palaces,"Dating to about 1790, it was the summer retreat for Tipu Sultan. The two-storey structure is made mostly out of wood with finely embellished balconies, pillars and arches. It contains a small museum with information on Tipu Sultan.","(12.959494, 77.573572)",wikivoyage,red
0,Gandhi Bhavan ,12.988117,77.579826,Kumara Park E , ,See_Museums and art galleries,"The museum consists of a gallery with rare photographs of Mahatma Gandhi and letters written by him, a library and an auditorium. It serves as a venue for meetings organised on Gandhian values in Bangalore.","(12.988117, 77.579826)",wikivoyage,red
1,HAL Aerospace Museum ,12.95522,77.68077,Airport-Varthur Rd , ,See_Museums and art galleries,"India's first aerospace museum. Run by Hindustan Aeronautics Limited (HAL), a large aerospace company. It showcases the growth of the Indian aviation industry and HAL for six decades. The museum houses displays of various aircraft and helicopters, aircraft engine models, flight simulators, a mock Air Traffic Control Tower and exhibit of Indian aviation history.","(12.95522, 77.68077)",wikivoyage,red
2,Indian Music Experience Museum ,12.89177,77.58372,"Brigade Millenium Ave, 7th Phase, JP Nagar ",https://www.indianmusicexperience.org/ ,See_Museums and art galleries,The only interactive music museum in India with exhibits on traditional and contemporary Indian music. The museum also hosts a learning centre to learn music.,"(12.89177, 77.58372)",wikivoyage,red
3,Karnataka Chitrakala Parishath ,12.989167,77.578367, ,http://www.karnatakachitrakalaparishath.com/index.php#gallery ,See_Museums and art galleries,"a visual art complex with 18 galleries, 13 of which carry a permanent collection of paintings, sculptures and folk art. The folk art collection showcases Mysore paintings and leather puppets.","(12.989167, 77.578367)",wikivoyage,red
4,Kempegowda Museum ,12.974092,77.610754, , ,See_Museums and art galleries,"A government museum dedicated to Bangalore's founder Kempe Gowda. It is housed in the Mayo Hall, which was built in memory of Lord Mayo, the 4th Viceroy of India. This two-storey building is known for its ornate furniture and architecture. It is adorned by chandeliers, Greek cornices, Tuscan columns, stone arches, wooden floors and beautiful furnishings. The building itself offers a panoramic view of the city's Parade Grounds and Ulsoor Lake on one side, and the Bangalore Race Course and Brigade Grounds on the south.","(12.974092, 77.610754)",wikivoyage,red
5,National Gallery of Modern Art ,12.989705,77.58815,"49, Manikyavelu Mansion, Palace Rd ",http://ngmaindia.gov.in/ngma_bangaluru.asp ,See_Museums and art galleries,"The National Gallery of Modern Art houses an auditorium, café, shop and exhibitions of modern and contemporary art in a beautiful building. The gallery organises and hosts talks on art and culture by speakers, seminars, film screenings as well as workshops and guided walks throughout the year.","(12.989705, 77.58815)",wikivoyage,red
6,National Military Memorial ,12.985521,77.590458, , ,See_Museums and art galleries,"A memorial-cum-museum dedicated to the personnel and families of martyrs who have died in the service of the nation. The collection in the museum include mockups of missiles like AKASH, Prithvi and BrahMos and space launch vehicles like PSLV.","(12.985521, 77.590458)",wikivoyage,red
7,NIMHANS Brain Museum ,12.940639,77.598778,Hosur Rd ,http://www.nimhans.ac.in/neurobiology-research-centre-nrc/ ,See_Museums and art galleries,A rather unusual museum with a collection of several different human brains.,"(12.940639, 77.598778)",wikivoyage,red
0,Art of Living Temple ,12.825845,77.508759,Double Rd ,http://www.artofliving.org/ ,See_Places of worship,The ashrama is the international headquarters of the Art of Living Foundation. The ashram is spread over 65 acres and was established in 1986. They conduct frequent yoga and Ayurveda programs.,"(12.825845, 77.508759)",wikivoyage,red
1,Banaswadi Hanuman Temple ,13.0136,77.6521, , ,See_Places of worship,"Constructed in Dravidian style, attracts a large number of devotees, especially on weekends. It has smaller temples dedicated to Lord Rama, Shiva and Ganapathi within the walled compound.","(13.0136, 77.6521)",wikivoyage,red
2,Chokkanathaswamy Temple ,12.96229,77.63522, , ,See_Places of worship,A 10th-century Chola temple with inscriptions in Kannada and Tamil.,"(12.96229, 77.63522)",wikivoyage,red
3,Dodda Ganeshana Gudi ,12.942894,77.568208,"Bull Temple Rd, NR Colony, Basavanagudi ", ,See_Places of worship,"A typical Dravidian-style temple, famous for its mammoth bull statue that was carved from a single boulder. Legend has it that the temple was built to appease a marauding bull that stole local crops and that the offering was effective with the bull subsequently leaving the area. Since then, local farmers have held an annual festival to express their gratitude.","(12.942894, 77.568208)",wikivoyage,red
4,Dharmaraya Swamy Draupadi Devi Temple ,12.96574,77.58285, , ,See_Places of worship,"One of the oldest temples of Bangalore and also the smallest, the Temple is in existence since the times of Kempe Gowda. It is on S.P. Road close to Corporation Circle, behind the LIC building. This temple is famous for the Annual Karaga Festival held every summer. The Presiding Deity is Dharmaraya (Yudishtra) & Consort Draupadi making it a unique one of its kind.","(12.96574, 77.58285)",wikivoyage,red
5,Dodda Ganapathi ,12.94289,77.56823, , ,See_Places of worship,"One of the oldest temples in Bangalore, it is adjacent to the Bull Temple. The temple is famous for the huge monolith structure of Lord Ganesha, who was worshipped by the villagers to save them from the Bull that was damaging their crops in the area. The Bull Temple is a few metres away from this temple.","(12.94289, 77.56823)",wikivoyage,red
6,Gavi Gangadeshwara Cave Temple ,12.94829,77.56322,"Gavipuram, Kempegowda Nagar ", ,See_Places of worship,"Built by Kempe Gowda, this temple with four remarkable monolithic pillars is dedicated to Lord Shiva. The temple also has a rare idol of ''Agni'' god of fire. The annual festival is on ''Makara Sankranti'' and thousands of devotees flock to see the sun's rays fall on the ''Shivlinga''.","(12.94829, 77.56322)",wikivoyage,red
7,ISKCON Hare Krishna Temple ,13.009444,77.550833,"Hare Krishna Hill, Chord Rd ",https://www.iskconbangalore.org ,See_Places of worship,"Temple built on a hillock in Rajajinagar atop scenic surroundings, is a perfect blend of modern technology and spiritual harmony. The huge cultural complex was built to promote Vedic culture and spiritual learning and abounds with shops selling devotional items and souvenirs. The annual Krishna and Balarama ''Rath Yatra'' is attended by thousands.","(13.009444, 77.550833)",wikivoyage,red
8,Maha Bodhi Society Temple ,12.97817,77.58069,"No. 14, Kalidas Road, Gandhi Nagar ", ,See_Places of worship,"A relatively new structure, with the main shrine built as a replica of the historic stupa at [[Bodh Gaya]]. The temple grounds are very peaceful, and visitors are welcome to stroll around. In addition, the temple houses an excellent library of books on Buddhism, many of which are in English.","(12.97817, 77.58069)",wikivoyage,red
9,"Maruthi Mandir, Mahakalshmi Layout ",0.0,0.0, , ,See_Places of worship,"A Hanuman Temple is opposite, in the gate of Mahalakshmi Layout. This is a rock hill with huge idols of Hanuman and Mahalakshmi temples. The annual festival of Hanumad Jayanthi during December is very attractive.","(0, 0)",wikivoyage,red
10,Meenakshi Sundareshwarar Temple ,12.87495,77.59435,Bannerghatta Rd , ,See_Places of worship,"Beautiful, spacious temple devoted to Sri Meenakshi Amma. Built in ancient style with stone structures, this place is very cool and mind refreshing place to see. You will feel that you are in a temple at Tamilnadu, when in this temple.","(12.87495, 77.59435)",wikivoyage,red
11,Mukti Naga Temple ,12.91465,77.42299, ,http://www.karnatakavision.com/mukti-naga-temple.php ,See_Places of worship,"Contains the world's largest monolithic statue of Lord Naaga, about 16 feet tall and weighing 36 tons. The Mukti Naga Temple, which is run by Shri Subrahmanya Seva Trust, is in a serene ambience of Ramohalli, a village on the outskirts of the city.","(12.91465, 77.42299)",wikivoyage,red
12,Ragi Gudda ,12.91482,77.5933,Jayanagar 9th block , ,See_Places of worship,"This is a famous Hanuman temple abode. The temple is on a mammoth rocky hill, and has very attractive chain of temples like Spathika Shiva, Ganesha and scenery within the premises. This is a very crowd attracting place during the period of Hanumad Jayanthi in December. You get mahaprasadam meals on Saturday noon-1PM.","(12.91482, 77.5933)",wikivoyage,red
13,Someshwara Temple ,12.9778793,77.6246697,Halasuru , ,See_Places of worship,"Temple dedicated to Lord Shiva, is one of the oldest temples of the City. The inner sanctum santorum is said to have been built in the 8th century by the Cholas who ruled this place, the outer Praharam during the Hoysalas of the 11th century while the front hall construction and the Gopuram during the Vijayanagar Empire of the 15th century. The structure resembles the various changes the temple has gone through during the period with major additions and renovations done for preserving the temple.","(12.9778793, 77.6246697)",wikivoyage,red
14,Shiva Temple ,12.9581,77.65664,Old Airport Rd ,http://shivmandir.org.in ,See_Places of worship,"This temple has a massive monolith of Lord Shiva in the middle of an artificial pool. There is a cave-like walkthrough behind the statue. It is extremely crowded on the festival of Maha Shivaratri. One can't see or feel any kind of Bhakti in this temple, because at each move inside the temple there will be a person collecting money which creates such a disturbance for the concentration on Bhakti. On each step the devotees will be concentrating on the money boxes (Hundi in Kannada), and people standing to ask money as offerings.","(12.9581, 77.65664)",wikivoyage,red
15,Shree Guruvayurappan Temple ,0.0,0.0, , ,See_Places of worship,A Kerala style temple located in Kanakapura Road. A small and nice temple which gives a great vibration of peace and tranquility. Only traditional attire is allowed to enter the sanctum (dhotis for men and sarees for women).,"(0, 0)",wikivoyage,red
16,Sri Raja Rajeshwari Temple ,0.0,0.0, , ,See_Places of worship,"A famous temple dedicated to Goddess Parvathi (RajaRajeshwari). It was built by a renowned spiritual guru, Sri Sri Sri Tiruchi Mahaswaigal. Built in the ancient style with stones, the temple is very spacious. One can feel the peace and satisfaction when visited. Week ends are very crowded.","(0, 0)",wikivoyage,red
0,Art of Living Temple ,12.825845,77.508759,Double Rd ,http://www.artofliving.org/ ,See_Places of worship_Temples,The ashrama is the international headquarters of the Art of Living Foundation. The ashram is spread over 65 acres and was established in 1986. They conduct frequent yoga and Ayurveda programs.,"(12.825845, 77.508759)",wikivoyage,red
1,Banaswadi Hanuman Temple ,13.0136,77.6521, , ,See_Places of worship_Temples,"Constructed in Dravidian style, attracts a large number of devotees, especially on weekends. It has smaller temples dedicated to Lord Rama, Shiva and Ganapathi within the walled compound.","(13.0136, 77.6521)",wikivoyage,red
2,Chokkanathaswamy Temple ,12.96229,77.63522, , ,See_Places of worship_Temples,A 10th-century Chola temple with inscriptions in Kannada and Tamil.,"(12.96229, 77.63522)",wikivoyage,red
3,Dodda Ganeshana Gudi ,12.942894,77.568208,"Bull Temple Rd, NR Colony, Basavanagudi ", ,See_Places of worship_Temples,"A typical Dravidian-style temple, famous for its mammoth bull statue that was carved from a single boulder. Legend has it that the temple was built to appease a marauding bull that stole local crops and that the offering was effective with the bull subsequently leaving the area. Since then, local farmers have held an annual festival to express their gratitude.","(12.942894, 77.568208)",wikivoyage,red
4,Dharmaraya Swamy Draupadi Devi Temple ,12.96574,77.58285, , ,See_Places of worship_Temples,"One of the oldest temples of Bangalore and also the smallest, the Temple is in existence since the times of Kempe Gowda. It is on S.P. Road close to Corporation Circle, behind the LIC building. This temple is famous for the Annual Karaga Festival held every summer. The Presiding Deity is Dharmaraya (Yudishtra) & Consort Draupadi making it a unique one of its kind.","(12.96574, 77.58285)",wikivoyage,red
5,Dodda Ganapathi ,12.94289,77.56823, , ,See_Places of worship_Temples,"One of the oldest temples in Bangalore, it is adjacent to the Bull Temple. The temple is famous for the huge monolith structure of Lord Ganesha, who was worshipped by the villagers to save them from the Bull that was damaging their crops in the area. The Bull Temple is a few metres away from this temple.","(12.94289, 77.56823)",wikivoyage,red
6,Gavi Gangadeshwara Cave Temple ,12.94829,77.56322,"Gavipuram, Kempegowda Nagar ", ,See_Places of worship_Temples,"Built by Kempe Gowda, this temple with four remarkable monolithic pillars is dedicated to Lord Shiva. The temple also has a rare idol of ''Agni'' god of fire. The annual festival is on ''Makara Sankranti'' and thousands of devotees flock to see the sun's rays fall on the ''Shivlinga''.","(12.94829, 77.56322)",wikivoyage,red
7,ISKCON Hare Krishna Temple ,13.009444,77.550833,"Hare Krishna Hill, Chord Rd ",https://www.iskconbangalore.org ,See_Places of worship_Temples,"Temple built on a hillock in Rajajinagar atop scenic surroundings, is a perfect blend of modern technology and spiritual harmony. The huge cultural complex was built to promote Vedic culture and spiritual learning and abounds with shops selling devotional items and souvenirs. The annual Krishna and Balarama ''Rath Yatra'' is attended by thousands.","(13.009444, 77.550833)",wikivoyage,red
8,Maha Bodhi Society Temple ,12.97817,77.58069,"No. 14, Kalidas Road, Gandhi Nagar ", ,See_Places of worship_Temples,"A relatively new structure, with the main shrine built as a replica of the historic stupa at [[Bodh Gaya]]. The temple grounds are very peaceful, and visitors are welcome to stroll around. In addition, the temple houses an excellent library of books on Buddhism, many of which are in English.","(12.97817, 77.58069)",wikivoyage,red
9,"Maruthi Mandir, Mahakalshmi Layout ",0.0,0.0, , ,See_Places of worship_Temples,"A Hanuman Temple is opposite, in the gate of Mahalakshmi Layout. This is a rock hill with huge idols of Hanuman and Mahalakshmi temples. The annual festival of Hanumad Jayanthi during December is very attractive.","(0, 0)",wikivoyage,red
10,Meenakshi Sundareshwarar Temple ,12.87495,77.59435,Bannerghatta Rd , ,See_Places of worship_Temples,"Beautiful, spacious temple devoted to Sri Meenakshi Amma. Built in ancient style with stone structures, this place is very cool and mind refreshing place to see. You will feel that you are in a temple at Tamilnadu, when in this temple.","(12.87495, 77.59435)",wikivoyage,red
11,Mukti Naga Temple ,12.91465,77.42299, ,http://www.karnatakavision.com/mukti-naga-temple.php ,See_Places of worship_Temples,"Contains the world's largest monolithic statue of Lord Naaga, about 16 feet tall and weighing 36 tons. The Mukti Naga Temple, which is run by Shri Subrahmanya Seva Trust, is in a serene ambience of Ramohalli, a village on the outskirts of the city.","(12.91465, 77.42299)",wikivoyage,red
12,Ragi Gudda ,12.91482,77.5933,Jayanagar 9th block , ,See_Places of worship_Temples,"This is a famous Hanuman temple abode. The temple is on a mammoth rocky hill, and has very attractive chain of temples like Spathika Shiva, Ganesha and scenery within the premises. This is a very crowd attracting place during the period of Hanumad Jayanthi in December. You get mahaprasadam meals on Saturday noon-1PM.","(12.91482, 77.5933)",wikivoyage,red
