,item,articleDE,articleEN,location,distance,lat,lon,sitelinks,thing,itemLabel,thingLabel,tier,color,ao_link,name,ao_description,address,url,description,fetched_coordinates
16,http://www.wikidata.org/entity/Q128429958,,,Point(0.0 0.0),0.0,0.0,0.0,1.0,http://www.wikidata.org/entity/Q15069452,Q128429958,Natura 2000 protected area,D,blue,,,,,,,
17,http://www.wikidata.org/entity/Q128429969,,,Point(0.0 0.0),0.0,0.0,0.0,1.0,http://www.wikidata.org/entity/Q15069452,Q128429969,Natura 2000 protected area,D,blue,,,,,,,
18,http://www.wikidata.org/entity/Q128429980,,,Point(0.0 0.0),0.0,0.0,0.0,1.0,http://www.wikidata.org/entity/Q15069452,Q128429980,Natura 2000 protected area,D,blue,,,,,,,
19,http://www.wikidata.org/entity/Q128429990,,,Point(0.0 0.0),0.0,0.0,0.0,1.0,http://www.wikidata.org/entity/Q15069452,Q128429990,Natura 2000 protected area,D,blue,,,,,,,
20,http://www.wikidata.org/entity/Q128430001,,,Point(0.0 0.0),0.0,0.0,0.0,1.0,http://www.wikidata.org/entity/Q15069452,Q128430001,Natura 2000 protected area,D,blue,,,,,,,
21,http://www.wikidata.org/entity/Q128430012,,,Point(0.0 0.0),0.0,0.0,0.0,1.0,http://www.wikidata.org/entity/Q15069452,Q128430012,Natura 2000 protected area,D,blue,,,,,,,
22,http://www.wikidata.org/entity/Q128430022,,,Point(0.0 0.0),0.0,0.0,0.0,1.0,http://www.wikidata.org/entity/Q15069452,Q128430022,Natura 2000 protected area,D,blue,,,,,,,
23,http://www.wikidata.org/entity/Q128430032,,,Point(0.0 0.0),0.0,0.0,0.0,1.0,http://www.wikidata.org/entity/Q15069452,Q128430032,Natura 2000 protected area,D,blue,,,,,,,
24,http://www.wikidata.org/entity/Q128430043,,,Point(0.0 0.0),0.0,0.0,0.0,1.0,http://www.wikidata.org/entity/Q15069452,Q128430043,Natura 2000 protected area,D,blue,,,,,,,
25,http://www.wikidata.org/entity/Q128430053,,,Point(0.0 0.0),0.0,0.0,0.0,1.0,http://www.wikidata.org/entity/Q15069452,Q128430053,Natura 2000 protected area,D,blue,,,,,,,
26,http://www.wikidata.org/entity/Q128430063,,,Point(0.0 0.0),0.0,0.0,0.0,1.0,http://www.wikidata.org/entity/Q15069452,Q128430063,Natura 2000 protected area,D,blue,,,,,,,
27,http://www.wikidata.org/entity/Q128430074,,,Point(0.0 0.0),0.0,0.0,0.0,1.0,http://www.wikidata.org/entity/Q15069452,Q128430074,Natura 2000 protected area,D,blue,,,,,,,
28,http://www.wikidata.org/entity/Q128430084,,,Point(0.0 0.0),0.0,0.0,0.0,1.0,http://www.wikidata.org/entity/Q15069452,Q128430084,Natura 2000 protected area,D,blue,,,,,,,
29,http://www.wikidata.org/entity/Q128430095,,,Point(0.0 0.0),0.0,0.0,0.0,1.0,http://www.wikidata.org/entity/Q15069452,Q128430095,Natura 2000 protected area,D,blue,,,,,,,
30,http://www.wikidata.org/entity/Q128430108,,,Point(0.0 0.0),0.0,0.0,0.0,1.0,http://www.wikidata.org/entity/Q15069452,Q128430108,Natura 2000 protected area,D,blue,,,,,,,
31,http://www.wikidata.org/entity/Q128430125,,,Point(0.0 0.0),0.0,0.0,0.0,1.0,http://www.wikidata.org/entity/Q15069452,Q128430125,Natura 2000 protected area,D,blue,,,,,,,
32,http://www.wikidata.org/entity/Q128430141,,,Point(0.0 0.0),0.0,0.0,0.0,1.0,http://www.wikidata.org/entity/Q15069452,Q128430141,Natura 2000 protected area,D,blue,,,,,,,
33,http://www.wikidata.org/entity/Q128430151,,,Point(0.0 0.0),0.0,0.0,0.0,1.0,http://www.wikidata.org/entity/Q15069452,Q128430151,Natura 2000 protected area,D,blue,,,,,,,
34,http://www.wikidata.org/entity/Q128430190,,,Point(0.0 0.0),0.0,0.0,0.0,1.0,http://www.wikidata.org/entity/Q15069452,Q128430190,Natura 2000 protected area,D,blue,,,,,,,
35,http://www.wikidata.org/entity/Q128430203,,,Point(0.0 0.0),0.0,0.0,0.0,1.0,http://www.wikidata.org/entity/Q15069452,Q128430203,Natura 2000 protected area,D,blue,,,,,,,
36,http://www.wikidata.org/entity/Q128430213,,,Point(0.0 0.0),0.0,0.0,0.0,1.0,http://www.wikidata.org/entity/Q15069452,Q128430213,Natura 2000 protected area,D,blue,,,,,,,
37,http://www.wikidata.org/entity/Q128430223,,,Point(0.0 0.0),0.0,0.0,0.0,1.0,http://www.wikidata.org/entity/Q15069452,Q128430223,Natura 2000 protected area,D,blue,,,,,,,
38,http://www.wikidata.org/entity/Q128430234,,,Point(0.0 0.0),0.0,0.0,0.0,1.0,http://www.wikidata.org/entity/Q15069452,Q128430234,Natura 2000 protected area,D,blue,,,,,,,
39,http://www.wikidata.org/entity/Q128430244,,,Point(0.0 0.0),0.0,0.0,0.0,1.0,http://www.wikidata.org/entity/Q15069452,Q128430244,Natura 2000 protected area,D,blue,,,,,,,
40,http://www.wikidata.org/entity/Q128430254,,,Point(0.0 0.0),0.0,0.0,0.0,1.0,http://www.wikidata.org/entity/Q15069452,Q128430254,Natura 2000 protected area,D,blue,,,,,,,
41,http://www.wikidata.org/entity/Q128430264,,,Point(0.0 0.0),0.0,0.0,0.0,1.0,http://www.wikidata.org/entity/Q15069452,Q128430264,Natura 2000 protected area,D,blue,,,,,,,
42,http://www.wikidata.org/entity/Q128430275,,,Point(0.0 0.0),0.0,0.0,0.0,1.0,http://www.wikidata.org/entity/Q15069452,Q128430275,Natura 2000 protected area,D,blue,,,,,,,
43,http://www.wikidata.org/entity/Q128430285,,,Point(0.0 0.0),0.0,0.0,0.0,1.0,http://www.wikidata.org/entity/Q15069452,Q128430285,Natura 2000 protected area,D,blue,,,,,,,
81,,,,,,12.94047,77.598779,,,"
Neuropathology Brain Museum
",,atlas_obscura,gold,https://www.atlasobscura.com/places/neuropathology-brain-museum,"
Neuropathology Brain Museum
","
India’s only Brain Museum displays over 200 fascinating ways that your brain might kill you.
",,,,
0,,,,,,0.0,0.0,,,--,Understand,wikivoyage,red,,,,,,,"(0, 0)"
1,,,,,,0.0,0.0,,,--,Understand,wikivoyage,red,,,,,,,"(0, 0)"
2,,,,,,0.0,0.0,,,--,Understand,wikivoyage,red,,,,,,,"(0, 0)"
0,,,,,,0.0,0.0,,,--,Understand_History,wikivoyage,red,,,,,,,"(0, 0)"
0,,,,,,0.0,0.0,,,--,Understand_Climate,wikivoyage,red,,,,,,,"(0, 0)"
1,,,,,,0.0,0.0,,,--,Understand_Climate,wikivoyage,red,,,,,,,"(0, 0)"
2,,,,,,0.0,0.0,,,--,Understand_Climate,wikivoyage,red,,,,,,,"(0, 0)"
0,,,,,,0.0,0.0,,,--,Talk,wikivoyage,red,,,,,,,"(0, 0)"
0,,,,,,13.2004,77.709,,,[[Kempegowda International Airport]] ,Get in,wikivoyage,red,,,,Devanahalli ,http://www.bengaluruairport.com/ ,"The airport is among India's busiest and most modern. The airport is host to 10 domestic airlines and 21 international airlines connecting the city to about 50 destinations.<br />The airport has an international and a domestic terminal. They share the same building, but are on different sides. When departing from the airport, make sure to check restrictions on times for baggage check-in, and make sure to bring a printout of your boarding pass with you to the airport. For flights leaving in the early hours of the morning (such as 3AM), you may need to check in your bags as much as ''2½ hours in advance''.","(13.2004, 77.709)"
0,,,,,,13.2004,77.709,,,[[Kempegowda International Airport]] ,Get in_By plane,wikivoyage,red,,,,Devanahalli ,http://www.bengaluruairport.com/ ,"The airport is among India's busiest and most modern. The airport is host to 10 domestic airlines and 21 international airlines connecting the city to about 50 destinations.<br />The airport has an international and a domestic terminal. They share the same building, but are on different sides. When departing from the airport, make sure to check restrictions on times for baggage check-in, and make sure to bring a printout of your boarding pass with you to the airport. For flights leaving in the early hours of the morning (such as 3AM), you may need to check in your bags as much as ''2½ hours in advance''.","(13.2004, 77.709)"
0,,,,,,0.0,0.0,,,--,Get in_By plane_Airport to central business district,wikivoyage,red,,,,,,,"(0, 0)"
1,,,,,,0.0,0.0,,,--,Get in_By plane_Airport to central business district,wikivoyage,red,,,,,,,"(0, 0)"
2,,,,,,0.0,0.0,,,--,Get in_By plane_Airport to central business district,wikivoyage,red,,,,,,,"(0, 0)"
3,,,,,,0.0,0.0,,,--,Get in_By plane_Airport to central business district,wikivoyage,red,,,,,,,"(0, 0)"
4,,,,,,0.0,0.0,,,--,Get in_By plane_Airport to central business district,wikivoyage,red,,,,,,,"(0, 0)"
0,,,,,,12.977595,77.568083,,,Krantivira Sangolli Rayanna ,Get in_By train,wikivoyage,red,,,,"Railway Station Rd, Kempegowda, Sevashrama ", ,Most local and long-distance trains arrive and depart from here. Platforms: #1 to 7 connect to [[Chennai]] ({{km,"(12.977595, 77.568083)"
1,,,,,,13.022839,77.551174,,,Yesvantpur Junction ,Get in_By train,wikivoyage,red,,,,Tumkur Rd , ,"The other main railway terminal of Bangalore. A few (mostly long-distance) trains arrive and depart from here. All trains towards Hubli stop here. Services: retiring rooms and dormitories, AC VIP Lounge, essential stalls and ATM.","(13.022839, 77.551174)"
2,,,,,,13.00148,77.61847,,,Bangalore East ,Get in_By train,wikivoyage,red,,,,Pottery Rd , ,A smaller one.,"(13.00148, 77.61847)"
3,,,,,,12.993673,77.599327,,,Bangalore Cantonment ,Get in_By train,wikivoyage,red,,,,"Cantonment Railway Station Rd, Kaverappa Layout, Vasanth Nagar ", ,"A smaller one. Services: Passenger Reservation Centre, AC VIP lounge, inquiry counters, essential stalls, Food plaza, ATM. PF-1A (Dead end side of Platform 1) is used for terminating trains like 12509/10 Guwahati Tri-weekly Express, 12503/04 Agartala Humsafar Weekly Express, 18635/36 Hatia Weekly Express, 56503/04 Vijayawada Passenger and 2 DMU services operating from Kolar via Bangarpet. The main platforms are used for halting by all the trains passing through this station except 12007/08 Chennai Mysore shatabdi Express.","(12.993673, 77.599327)"
4,,,,,,13.000534,77.674016,,,Krishnarajapuram railway station ,Get in_By train,wikivoyage,red,,,,"Outer Ring Rd, Jyothi Puram, Krishnarajapura ", ,An important stop owing to proximity of IT companies and the ring road just passing close to the station and well connected by buses to major parts. It also forms the 1st stop for majority of trains leaving Yesvantpur towards Jolarpettai.,"(13.000534, 77.674016)"
5,,,,,,12.918047,77.48431,,,Kengeri railway station ,Get in_By train,wikivoyage,red,,,,Kengeri , ,"An important stop owing to proximity of residential areas in the proximity. Its a major stop for all train coming from Mysore side. Kengeri Bus stand on Mysore road is 5 min walk from Railway station, having access to major Ring Road services of 401K (Yelahanka via Vijayanagar), 401M (Yeshvantapur via Ring Road), 502F (Peenya), 375 (Banashankari via Uttarahalli), 378 (Electronic City via Uttarahalli) and 222A/226N towards Majestic and Market. Global Tech Park is about {{km","(12.918047, 77.48431)"
0,,,,,,12.976792,77.572597,,,Kempegowda Bus Station ,Get in_By bus,wikivoyage,red,,,,"Gandhi Nagar, City Bus Rd ", ,"One of the largest bus stands in the city, this bus stand caters to major buses on Karnataka (except Mysore Road side buses), Andhra Pradesh, Telangana, Maharashtra and Goa routes. it is also the largest intersecting point for [http://www.bmtcinfo.com/ Bangalore Metropolitan Transport Corporation] (BMTC), which maintains bus services within Bangalore. The bus stand is opposite the City railway station.","(12.976792, 77.572597)"
1,,,,,,12.95371,77.543661,,,Mysore Road Satellite Bus Stand ,Get in_By bus,wikivoyage,red,,,,"Bapuji Nagar, Mysore Rd ", ,"One of the important bus stands of Bangalore, aimed at decongesting Majestic Bus Stand, this bus stand caters to all ordinary and Luxury services towards Mysore, as well as Interstate ordinary and Luxury services to Kerala, via Mysore, operated by Karnataka and Kerala state governments. Ordinary and Deluxe uses bound to Ooty, Coimbatore via Mysore/Kollegal also start from this place. All ordinary services operated by Tamil Nadu State Road Transport Corporation to Vellore, Tiruvannamalai, Salem, Vriddachalam, Kanchipuram, Coimbatore and Trichy use this Bus stand for terminating their bus services.","(12.95371, 77.543661)"
2,,,,,,12.9642,77.57773,,,City Market ,Get in_By bus,wikivoyage,red,,,, , ,Around {{km,"(12.9642, 77.57773)"
3,,,,,,12.95475,77.59198,,,Shantinagar ,Get in_By bus,wikivoyage,red,,,,K.H.Road , ,"One of the important bus stands of Bangalore, aimed at decongesting Majestic bus stand, this bus stand caters to all Luxury services towards Tamil Nadu operated by KSRTC as well as SETC of Tamil Nadu. Some Kerala State Transport Corporation buses running via Salem to Kerala go through this terminal.","(12.95475, 77.59198)"
4,,,,,,12.98343,77.60308,,,Shivajinagar ,Get in_By bus,wikivoyage,red,,,, , ,"In the north. It is neatly organised, and there is an inquiry window to find out about buses. If you are changing buses, you may have to get down on the street and walk into the bus stand to catch your next bus. You can find a large map on display here too, which you can use to find the bus number you need to take if you know the area you are going to. Route maps are also sold on the platforms.","(12.98343, 77.60308)"
0,,,,,,0.0,0.0,,,--,Get in_By bus_Bus companies,wikivoyage,red,,,,,,,"(0, 0)"
1,,,,,,0.0,0.0,,,--,Get in_By bus_Bus companies,wikivoyage,red,,,,,,,"(0, 0)"
2,,,,,,0.0,0.0,,,--,Get in_By bus_Bus companies,wikivoyage,red,,,,,,,"(0, 0)"
3,,,,,,0.0,0.0,,,--,Get in_By bus_Bus companies,wikivoyage,red,,,,,,,"(0, 0)"
4,,,,,,0.0,0.0,,,--,Get in_By bus_Bus companies,wikivoyage,red,,,,,,,"(0, 0)"
0,,,,,,0.0,0.0,,,--,Get in_By car,wikivoyage,red,,,,,,,"(0, 0)"
0,,,,,,0.0,0.0,,,--,Get around,wikivoyage,red,,,,,,,"(0, 0)"
1,,,,,,0.0,0.0,,,--,Get around,wikivoyage,red,,,,,,,"(0, 0)"
0,,,,,,0.0,0.0,,,--,Get around_By metro,wikivoyage,red,,,,,,,"(0, 0)"
1,,,,,,0.0,0.0,,,--,Get around_By metro,wikivoyage,red,,,,,,,"(0, 0)"
0,,,,,,0.0,0.0,,,--,Get around_By bus,wikivoyage,red,,,,,,,"(0, 0)"
0,,,,,,0.0,0.0,,,--,Get around_By train,wikivoyage,red,,,,,,,"(0, 0)"
0,,,,,,0.0,0.0,,,--,Get around_By auto-rickshaw,wikivoyage,red,,,,,,,"(0, 0)"
0,,,,,,0.0,0.0,,,--,Get around_By car taxi or bike taxi,wikivoyage,red,,,,,,,"(0, 0)"
0,,,,,,0.0,0.0,,,--,Get around_By private car,wikivoyage,red,,,,,,,"(0, 0)"
0,,,,,,0.0,0.0,,,--,Get around_By bicycle,wikivoyage,red,,,,,,,"(0, 0)"
0,,,,,,0.0,0.0,,,--,Get around_By rental scooter,wikivoyage,red,,,,,,,"(0, 0)"
0,,,,,,12.978056,77.5925,,,Attara Kacheri ,See,wikivoyage,red,,,,Dr Ambedkar Rd ,http://hck.gov.in/ ,"A two-storey neoclassical red-painted stone and brick building, hosting the High Court of Karnataka. It was previously a secretariat of eighteen departments, built under the reign of king Devaraja Wadiyar II in 1701. The main structure of the building is surrounded on all sides by porticoes and verandahs. The entire building is surfaced with plaster and painted with red ochre.","(12.978056, 77.5925)"
1,,,,,,12.9747,77.5958,,,Government Museum ,See,wikivoyage,red,,,,Kasturba Rd , ,"Established in 1865, the museum is flanked by the Visvesvaraya Industrial & Technological Museum and the Venkatappa Art Gallery. It is an archaeological museum with a rare collection of archaeological and geological artefacts, including old jewellery, sculpture, coins and inscriptions. The museum is also home to the Halmidi inscription, the earliest writing in Kannada (450 CE).","(12.9747, 77.5958)"
2,,,,,,12.974549,77.596832,,,Museum of Art & Photography ,See,wikivoyage,red,,,,"22, Kasturba Rd ",https://map-india.org/ ,"This museum presents 4 exhibitions (2 free and 2 paid, ₹150) and contains a café, restaurant and library over 5 stories. It's well worth a visit and takes about 2 hours.","(12.974549, 77.596832)"
3,,,,,,12.9746,77.5907,,,Seshadari Iyer Memorial ,See,wikivoyage,red,,,,Kasturba Rd , ,"A distinctive red sandstone building, hosting the State Central Library.","(12.9746, 77.5907)"
4,,,,,,12.974236,77.595302,,,Venkatappa Art Gallery ,See,wikivoyage,red,,,,Kasturba Rd , ,,"(12.974236, 77.595302)"
5,,,,,,12.979693,77.590658,,,Vidhana Soudha ,See,wikivoyage,red,,,,Dr Ambedkar Rd , ,"This granite building houses the Legislative Assembly of Karnataka. It was built during the tenure of K. Hanumanthaiya, Chief Minister of Mysore State (1951–1956). A marvel of neo-Dravidian architecture, and one of the most imposing buildings in India. One of the interesting features of this building are the grand stairs in its front. The steps of the grand stairs are {{m","(12.979693, 77.590658)"
6,,,,,,12.978318,77.589297,,,Vikasa Soudha ,See,wikivoyage,red,,,, , ,"Located next to Vidhana Soudha, built in the same classic style. It was inaugurated in 2005. General public and tourists are not allowed to enter the premises. It can only be viewed from outside the boundary walls.","(12.978318, 77.589297)"
7,,,,,,12.982425,77.595785,,,Visvesvaraya Centre ,See,wikivoyage,red,,,, , ,"A government office complex, built on the site of the house of Sir M. Visvesvaraya after his death. Initially constructed for the Life Insurance Corporation (LIC), it was later bought by the state government to house government offices. The brutalist architecture of this high-rise building at Cubbon Park area stands in sharp contrast to the neoclassical architecture of Vidhana Soudha, Attara Kacheri and the General Post Office. The general public is not allowed into the premises, unless they have an appointment at one of the offices.","(12.982425, 77.595785)"
8,,,,,,12.9751,77.5964,,,Visvesvaraya Industrial & Technological Museum ,See,wikivoyage,red,,,, ,https://www.vismuseum.gov.in/ ,"Contains many fun learning activities and exhibitions that can be enjoyed by adults and children. Most exhibits are based on simple science, but some have industrial applications. For general visitors entry fee is ₹40. Some groups receive discounts (organised school groups, BPL Category when showing valid BPL card, etc). Entry is free for military and police personnel in uniform, the physically challenged, and children below 5 years of age. There is also a 3D show costing an extra ₹25 (for general public).","(12.9751, 77.5964)"
0,,,,,,12.978056,77.5925,,,Attara Kacheri ,See_Cubbon Park area,wikivoyage,red,,,,Dr Ambedkar Rd ,http://hck.gov.in/ ,"A two-storey neoclassical red-painted stone and brick building, hosting the High Court of Karnataka. It was previously a secretariat of eighteen departments, built under the reign of king Devaraja Wadiyar II in 1701. The main structure of the building is surrounded on all sides by porticoes and verandahs. The entire building is surfaced with plaster and painted with red ochre.","(12.978056, 77.5925)"
1,,,,,,12.9747,77.5958,,,Government Museum ,See_Cubbon Park area,wikivoyage,red,,,,Kasturba Rd , ,"Established in 1865, the museum is flanked by the Visvesvaraya Industrial & Technological Museum and the Venkatappa Art Gallery. It is an archaeological museum with a rare collection of archaeological and geological artefacts, including old jewellery, sculpture, coins and inscriptions. The museum is also home to the Halmidi inscription, the earliest writing in Kannada (450 CE).","(12.9747, 77.5958)"
2,,,,,,12.974549,77.596832,,,Museum of Art & Photography ,See_Cubbon Park area,wikivoyage,red,,,,"22, Kasturba Rd ",https://map-india.org/ ,"This museum presents 4 exhibitions (2 free and 2 paid, ₹150) and contains a café, restaurant and library over 5 stories. It's well worth a visit and takes about 2 hours.","(12.974549, 77.596832)"
3,,,,,,12.9746,77.5907,,,Seshadari Iyer Memorial ,See_Cubbon Park area,wikivoyage,red,,,,Kasturba Rd , ,"A distinctive red sandstone building, hosting the State Central Library.","(12.9746, 77.5907)"
4,,,,,,12.974236,77.595302,,,Venkatappa Art Gallery ,See_Cubbon Park area,wikivoyage,red,,,,Kasturba Rd , ,,"(12.974236, 77.595302)"
5,,,,,,12.979693,77.590658,,,Vidhana Soudha ,See_Cubbon Park area,wikivoyage,red,,,,Dr Ambedkar Rd , ,"This granite building houses the Legislative Assembly of Karnataka. It was built during the tenure of K. Hanumanthaiya, Chief Minister of Mysore State (1951–1956). A marvel of neo-Dravidian architecture, and one of the most imposing buildings in India. One of the interesting features of this building are the grand stairs in its front. The steps of the grand stairs are {{m","(12.979693, 77.590658)"
6,,,,,,12.978318,77.589297,,,Vikasa Soudha ,See_Cubbon Park area,wikivoyage,red,,,, , ,"Located next to Vidhana Soudha, built in the same classic style. It was inaugurated in 2005. General public and tourists are not allowed to enter the premises. It can only be viewed from outside the boundary walls.","(12.978318, 77.589297)"
7,,,,,,12.982425,77.595785,,,Visvesvaraya Centre ,See_Cubbon Park area,wikivoyage,red,,,, , ,"A government office complex, built on the site of the house of Sir M. Visvesvaraya after his death. Initially constructed for the Life Insurance Corporation (LIC), it was later bought by the state government to house government offices. The brutalist architecture of this high-rise building at Cubbon Park area stands in sharp contrast to the neoclassical architecture of Vidhana Soudha, Attara Kacheri and the General Post Office. The general public is not allowed into the premises, unless they have an appointment at one of the offices.","(12.982425, 77.595785)"
8,,,,,,12.9751,77.5964,,,Visvesvaraya Industrial & Technological Museum ,See_Cubbon Park area,wikivoyage,red,,,, ,https://www.vismuseum.gov.in/ ,"Contains many fun learning activities and exhibitions that can be enjoyed by adults and children. Most exhibits are based on simple science, but some have industrial applications. For general visitors entry fee is ₹40. Some groups receive discounts (organised school groups, BPL Category when showing valid BPL card, etc). Entry is free for military and police personnel in uniform, the physically challenged, and children below 5 years of age. There is also a 3D show costing an extra ₹25 (for general public).","(12.9751, 77.5964)"
0,,,,,,12.962875,77.575956,,,Bangalore Fort ,See_Forts and palaces,wikivoyage,red,,,, , ,"Built in 1537. A small part with massive granite walls, big gates, a dungeon and a small Ganesha temple is still intact. Check out the stone carving high up on the wall to your left after entering the massive wooden door.","(12.962875, 77.575956)"
1,,,,,,12.998529,77.592103,,,Bangalore Palace ,See_Forts and palaces,wikivoyage,red,,,,"Palace Rd, Vasanth Nagar ", ,Built by the Maharajas of Mysore. For many years the building was neglected as a tourist attraction but is now open to the public. This is a run-down building with paint peeling on the interior and is generally a tourist trap to be avoided.,"(12.998529, 77.592103)"
2,,,,,,12.959494,77.573572,,,Tipu Sultan's Summer Palace ,See_Forts and palaces,wikivoyage,red,,,,Albert Victor Rd , ,"Dating to about 1790, it was the summer retreat for Tipu Sultan. The two-storey structure is made mostly out of wood with finely embellished balconies, pillars and arches. It contains a small museum with information on Tipu Sultan.","(12.959494, 77.573572)"
0,,,,,,12.988117,77.579826,,,Gandhi Bhavan ,See_Museums and art galleries,wikivoyage,red,,,,Kumara Park E , ,"The museum consists of a gallery with rare photographs of Mahatma Gandhi and letters written by him, a library and an auditorium. It serves as a venue for meetings organised on Gandhian values in Bangalore.","(12.988117, 77.579826)"
1,,,,,,12.95522,77.68077,,,HAL Aerospace Museum ,See_Museums and art galleries,wikivoyage,red,,,,Airport-Varthur Rd , ,"India's first aerospace museum. Run by Hindustan Aeronautics Limited (HAL), a large aerospace company. It showcases the growth of the Indian aviation industry and HAL for six decades. The museum houses displays of various aircraft and helicopters, aircraft engine models, flight simulators, a mock Air Traffic Control Tower and exhibit of Indian aviation history.","(12.95522, 77.68077)"
2,,,,,,12.89177,77.58372,,,Indian Music Experience Museum ,See_Museums and art galleries,wikivoyage,red,,,,"Brigade Millenium Ave, 7th Phase, JP Nagar ",https://www.indianmusicexperience.org/ ,The only interactive music museum in India with exhibits on traditional and contemporary Indian music. The museum also hosts a learning centre to learn music.,"(12.89177, 77.58372)"
3,,,,,,12.989167,77.578367,,,Karnataka Chitrakala Parishath ,See_Museums and art galleries,wikivoyage,red,,,, ,http://www.karnatakachitrakalaparishath.com/index.php#gallery ,"a visual art complex with 18 galleries, 13 of which carry a permanent collection of paintings, sculptures and folk art. The folk art collection showcases Mysore paintings and leather puppets.","(12.989167, 77.578367)"
4,,,,,,12.974092,77.610754,,,Kempegowda Museum ,See_Museums and art galleries,wikivoyage,red,,,, , ,"A government museum dedicated to Bangalore's founder Kempe Gowda. It is housed in the Mayo Hall, which was built in memory of Lord Mayo, the 4th Viceroy of India. This two-storey building is known for its ornate furniture and architecture. It is adorned by chandeliers, Greek cornices, Tuscan columns, stone arches, wooden floors and beautiful furnishings. The building itself offers a panoramic view of the city's Parade Grounds and Ulsoor Lake on one side, and the Bangalore Race Course and Brigade Grounds on the south.","(12.974092, 77.610754)"
5,,,,,,12.989705,77.58815,,,National Gallery of Modern Art ,See_Museums and art galleries,wikivoyage,red,,,,"49, Manikyavelu Mansion, Palace Rd ",http://ngmaindia.gov.in/ngma_bangaluru.asp ,"The National Gallery of Modern Art houses an auditorium, café, shop and exhibitions of modern and contemporary art in a beautiful building. The gallery organises and hosts talks on art and culture by speakers, seminars, film screenings as well as workshops and guided walks throughout the year.","(12.989705, 77.58815)"
6,,,,,,12.985521,77.590458,,,National Military Memorial ,See_Museums and art galleries,wikivoyage,red,,,, , ,"A memorial-cum-museum dedicated to the personnel and families of martyrs who have died in the service of the nation. The collection in the museum include mockups of missiles like AKASH, Prithvi and BrahMos and space launch vehicles like PSLV.","(12.985521, 77.590458)"
