,itemLabel,lat,lon,address,url,thingLabel,description,fetched_coordinates,tier,color
0,Istanbul#Stay safe,0.0,0.0,,,Stay safe,And see Istanbul#Stay safe. Istanbul#Tourism Police | Tourist police  are based north end of Sultanahmet Square and outside Sirkeci station.,"(0, 0)",wikivoyage,red
0,--,0.0,0.0,,,Stay safe,,"(0, 0)",wikivoyage,red
1,--,0.0,0.0,,,Stay safe,,"(0, 0)",wikivoyage,red
2,--,0.0,0.0,,,Stay safe,,"(0, 0)",wikivoyage,red
3,scams,0.0,0.0,,,Stay safe,"The city has the usual scams, nightclubs being the worst offenders. The sex trade is run by organised crime, who coerce and mistreat their workers.","(0, 0)",wikivoyage,red
4,pickpockets,0.0,0.0,,,Stay safe,Beware pickpockets in any crowded area.,"(0, 0)",wikivoyage,red
0,--,0.0,0.0,,,Cope,,"(0, 0)",wikivoyage,red
0,Istanbul/Galata | Galata,41.0183004,28.9731036,,,Go next,"Istanbul/Galata | Galata, reached by the bridge over the Golden Horn, is the city's downtown.","(41.0183004, 28.9731036)",wikivoyage,red
1,Istanbul/Asian Side | Asian Side,0.0,0.0,,,Go next,"Üsküdar is the most interesting district on the Istanbul/Asian Side | Asian Side. You can quickly get there by Marmaray train but don't miss a trip on the Bosphorus ferries, for breezy city views.","(0, 0)",wikivoyage,red
2,Istanbul/Western Suburbs | Western Suburbs,0.0,0.0,,,Go next,"Limited attractions in the sprawling Istanbul/Western Suburbs | Western Suburbs but the European-side airport, railway terminal and inter-city bus station are all out here.","(0, 0)",wikivoyage,red
0,Karaköy Pier ,0.0,0.0,Rıhtım Cd. , ,Get in,,"(0, 0)",wikivoyage,red
1,Kabataş Pier ,40.9928996,29.0231657, , ,Get in,,"(40.9928996, 29.0231657)",wikivoyage,red
2,Kasımpaşa Pier ,0.0,0.0, , ,Get in,,"(0, 0)",wikivoyage,red
3,Hasköy Pier ,0.0,0.0, , ,Get in,,"(0, 0)",wikivoyage,red
4,Sütlüce Pier ,0.0,0.0,Karaağaç Cd. , ,Get in,,"(0, 0)",wikivoyage,red
0,Karaköy Pier ,0.0,0.0,Rıhtım Cd. , ,Get in_By ferry,,"(0, 0)",wikivoyage,red
1,Kabataş Pier ,40.9928996,29.0231657, , ,Get in_By ferry,,"(40.9928996, 29.0231657)",wikivoyage,red
2,Kasımpaşa Pier ,0.0,0.0, , ,Get in_By ferry,,"(0, 0)",wikivoyage,red
3,Hasköy Pier ,0.0,0.0, , ,Get in_By ferry,,"(0, 0)",wikivoyage,red
4,Sütlüce Pier ,0.0,0.0,Karaağaç Cd. , ,Get in_By ferry,,"(0, 0)",wikivoyage,red
0,Galata Tower ,41.025556,28.974167, ,https://muze.gov.tr/muze-detay?SectionId,See,"It was built by the Genoese in the 14th century on the city walls of Galata, marking the highest point of their territory. Ride an elevator and take two flights of stairs to the top, then walk the parapet for a 360°-view of Istanbul, including the entire Sultanahmet peninsula: crowned by Topkapı Palace, the Blue Mosque and Hagia Sophia. A beautiful spot worthy of a lot of pictures.","(41.025556, 28.974167)",wikivoyage,red
0,Galata Convent of Whirling Dervishes ,41.028028,28.975125,"Galip Dede Cd 15, Tünel ",https://muze.gov.tr/muze-detay?sectionId,See,"A ritual dancing hall of the mystical Mevlevi order, the followers of the teachings of Mewlānā Rumi. The quiet and peaceful garden is a welcome escape from the hustle and bustle of Beyoğlu. The oldest Mevlevi lodge in Istanbul, the convent was started in 1491, when the surrounding area was, hard to believe today but, pure wilderness beyond the city walls of Galata, although the current building dates back to 1855, as the older versions succumbed to repairs, rebuildings, and fires. However, the lodge was shut down in the early years of the republic (in 1925) along with all other 'reactionary' movements in Turkey, and the building has been serving as a museum dedicated to the Mevlevi order since 2010. Downstairs is a series of rooms dealing with the daily life of an average dervish, with informational signs in Turkish and English about the history of Islam and the Mevlevi order (also notice the original wooden pillars that support the building on this floor). On the upper floor is a dancing hall, a perfect example of 19th century Ottoman Baroque. Pre-Covid, this was where the ''sema'' whirling ceremonies were held every weekend evenings (admission by an extra ticket costing around 100 TL); check if they resumed. On the third floor is a display of various traditional Turkish/Islamic arts, including paper marbling (''ebru''), and calligraphy. After exiting the building, check out the small graveyard (or the ""silent house"" as the sign at its entrance says) on one side of the building, shaded by a number of hackberry trees, which Ottomans favoured to plant in the yards of mosques and graves to sign holiness. Here, the carved fez, or the basket of flowers in case of women, perched upon the highly detailed marble gravestone indicates the occupant's rank in the dervish hierarchy. At one corner of the necropolis is the grave of '''İbrahim Müteferrika''', a converted Hungarian who was the first to start automated publishing in Ottoman Turkish in the 18th century, and served as the translator of Hungarian revolutionaries who sought asylum in Turkey, such as Kossuth, who stayed for a year in [[Kütahya]], or Ferenc Rakoczi, who lived his last years in [[Tekirdağ]].","(41.028028, 28.975125)",wikivoyage,red
1,Kasimpaşa Mevlevihanesi ,41.036213,28.97069,Keramet Sk. No: 17 ,https://kasimpasamevlevihanesi.com/ ,See,"a Mevlevi cultural center opened in 2024 which regularly offers Dervish sema ceremonies. There are also some posters with information in Turkish about the Mevlevi movement and a gift shop, but not much else to be seen.","(41.036213, 28.97069)",wikivoyage,red
2,Crimean Memorial Church ,41.0277,28.9771,Kumbaracıbaşı Yokuşu ,http://anglicansistanbul.blogspot.com ,See,"A neo-gothic Anglican cathedral which would not be out of place in northwestern Europe, the Crimean Memorial Church was built for the Protestant community of the city by [[United Kingdom","(41.0277, 28.9771)",wikivoyage,red
0,Arap Camii ,41.024444,28.970833,Galata Mahkemesi Sk , ,See,"The building was erected as a Roman Catholic church in 1325 by the friars of the Dominican Order, near or above an earlier chapel dedicated to Saint Paul (Italian: San Paolo) in 1233. In 1299, the Dominican Friar Guillaume Bernard de Sévérac bought a house near the church, where he established a monastery with 12 friars. A new, much larger church was built near or above the chapel of San Paolo in 1325. Thereafter the church was officially dedicated to San Domenico. After the Fall of Constantinople, according to the Capitulations of the Ottoman Empire with the Republic of Genoa, the church, which by that time was known by the Turks under the name of Mesa Domenico, remained in Genoese hands, but between 1475 and 1478 it was transformed, with minor modifications, into a mosque by the Ottoman Sultan Mehmed II and became known as Galata Camii (""Galata Mosque"") or Cami-i Kebir (""Great Mosque""). Towards the end of the century Sultan Bayezid II assigned the building to those Muslims of Spain (Andalusia) who had fled the Spanish Inquisition and migrated to Istanbul; hence the present name Arap Camii (Arab Mosque). Today, Arap Camii is the largest mosque on the Galata side of the Golden Horn. It is one of the most interesting mosques in the city due to its early Italian [[Gothic architecture","(41.024444, 28.970833)",wikivoyage,red
0,Neve Shalom Synagogue ,41.026694,28.972417, ,http://www.nevesalom.org/ ,See,"The most beautiful and the largest in the city where most of the religious ceremonies like bar-mitzvahs, weddings and funerals are held.","(41.026694, 28.972417)",wikivoyage,red
1,Ashkenazi Synagogue ,41.0244956,28.975083, , ,See,The only active Ashkenazi Synagogue open to visits and prayers.,"(41.0244956, 28.975083)",wikivoyage,red
2,The Jewish Museum of Turkey ,41.0267866,28.9727283,"Bereketzade Mh, Büyük Hendek Cd 39, Beyoğlu ",http://www.muze500.com/ ,See,"A former synagogue, the museum's exhibit details how the cultures mixed with and influenced each other in the past 500+ years since the Spanish expulsion.","(41.0267866, 28.9727283)",wikivoyage,red
3,Camondo Stairs ,41.02397,28.97378, , ,See,"An attractive stairway mixing the Neo-Baroque and early Art Nouveau styles, climbing up from Bankalar St towards the Galata Tower. It was built in the 1870s by Abraham Salomon Camondo, who belonged to a prominent Ottoman-Venetian Jewish family of financiers and philanthropists.","(41.02397, 28.97378)",wikivoyage,red
4,Schneidertempel ,41.02411637715728,28.974002326991922,"Bereketzade, Bankalar Cad./felek Sok. No:1 ",http://www.schneidertempel.org/,See,"This former synagogue of Ashkenazi Jews (many of German or French origin) now hosts an art gallery downstairs. Upstairs, there is an exhibition about the arrival and the lives of Ashkenazi Jews in Istanbul, with many original exhibits, including a letter from Albert Einstein. All explanations are in both Turkish and English.","(41.02411637715728, 28.974002326991922)",wikivoyage,red
0,Pera Museum ,41.031833,28.975139,Meşrutiyet Cd 65 ,http://en.peramuzesi.org.tr/ ,See,A private museum with a large painting collection and archaeological collections of measurement units and tools used in Asia Minor since antiquity and faiences of [[Kütahya]].,"(41.031833, 28.975139)",wikivoyage,red
1,French Institute ,41.0362358,28.9839866,İstiklal Cd 4 ,http://www.ifturquie.org/ ,See,They have good art exhibits for free and sometimes have French films in the cinema.,"(41.0362358, 28.9839866)",wikivoyage,red
2,Hagia Triada Greek Orthodox Church ,41.0355,28.9842,Taksim Square , ,See,"A charming domed church built in 1880 at the side of Taksim Square, now uneasily contesting with Taksim Mosque for being the main landmark of the southern edge of the square.<!---->[[Image:Istanbul asv2021-11 img71 StAnthony of Padua Church.jpg","(41.0355, 28.9842)",wikivoyage,red
3,S. Antonio di Padova Catholic Church ,41.032317,28.977234,Istiklal Cd 171 A , ,See,Although not at the size of [[Istanbul/Sultanahmet-Old_City#See,"(41.032317, 28.977234)",wikivoyage,red
4,Cezayir Street ,41.03135,28.97917, , ,See,"Better known as '''Fransız Sokağı''' or ''La Rue Française'', i.e. ""French Street"", is an alley of statues and geraniums hanging from windows, featuring [[France]]-themed restaurants, cafes, and pubs housed in renovated and brightly-painted neo-classical buildings. Upon its inauguration in its present form in 2005, there was a brief debate on how politically correct it would be to rename the street from ''Cezayir'' ([[Algeria]]) to ''Fransız'', who fought a bitter war against Algerian independence in the 1960s, which led the city council to abandon the idea of renaming the street.","(41.03135, 28.97917)",wikivoyage,red
5,Museum of Innocence ,41.030931,28.979822,"Çukurcuma Cd, Dalgıç Çıkmazı, 2 ",http://en.masumiyetmuzesi.org/ ,See,"Opened in 2012, this museum is unique and a must-see when you are in the Beyoğlu area. It was created by Turkish Nobel laureate Orhan Pamuk alongside a novel of the same name. It tells the love story of the two main characters from the novel, and represents life in Istanbul during the late 1970s to early 1980s, as it exhibits thousands of objects from that era.","(41.030931, 28.979822)",wikivoyage,red
6,Madame Tussauds ,0.0,0.0,İstiklal Cd 56 ,https://www.madametussauds.com/istanbul/en/ ,See,Wax museum with figures of Turkish and international celebrities.,"(0, 0)",wikivoyage,red
0,İstanbul Modern ,0.0,0.0,"İskele Cd 1, Tophane ",https://www.istanbulmodern.org/en ,See,"A nice, organized museum with contemporary installations. It may be seen as overpriced given its small size. It also has a simple cafe.","(0, 0)",wikivoyage,red
1,Orhan Kemal Museum ,41.03055,28.98357,"Akarsu Cd 30, Cihangir ",http://www.orhankemal.org/ ,See,Tiny house museum on the life of Turkish novelist Orhan Kemal (1914–1970).,"(41.03055, 28.98357)",wikivoyage,red
2,Adam Mickiewicz Museum ,41.038777,28.9771,"Tatlı Badem Sk 23, Tarlabaşı ",https://muze.gov.tr/muze-detay?sectionId,See,"A historic house museum dedicated to the life of Adam Mickiewicz, renowned Polish poet. This is where he lived while in Turkey from September 1855 to 26 November 1855, when he died of illness.","(41.038777, 28.9771)",wikivoyage,red
3,Miniaturk ,41.06,28.948611,"İmrahor Cd 7, Sütlüce ",https://www.miniaturk.com.tr/en/ ,See,"It was built in 2001 and is the first miniature park in Istanbul (the world's largest miniature park in respect to its model area). The park hosts icons of many cultures and civilizations. Models vary from the Hagia Sophia to Galata Tower, from Safranbolu Houses to the Sumela Monastery in Trabzon, from Qubbat As-Sakhrah to the ruins of Mount Nemrut. In addition, some works that have not survived into the present, such as the Temple of Artemis, the Halicarnassus Mausoleum and Ajyad Castle, were recreated. All former Ottoman Empire in one place.<!---->[[File:Aynalikavak Pavilion DSCF3310.jpg","(41.06, 28.948611)",wikivoyage,red
4,Aynalıkavak Pavilion ,41.037917,28.955319,"Aynalıkavak Cd, Hasköy ",https://www.millisaraylar.gov.tr/Lokasyon/9/Aynalikavak-Pavilions ,See,"Started in 1613 by the Ottoman sultan Ahmet I (r. 1603–1617, who also had the Blue Mosque in the [[Istanbul/Sultanahmet-Old City","(41.037917, 28.955319)",wikivoyage,red
5,Rahmi M. Koç Industrial Museum ,41.04227,28.94926,"Hasköy Cd 5, Hasköy ",https://rmk-museum.org.tr/istanbul/en ,See,"This is an industry museum showcasing the evolution of machines. Many transport related items including a submarine, classic cars, railway carriages, an out-of-service Bosphorus ferry and a Douglas DC-3 aircraft (possible to board) are on display, among others. Also houses a typical Istanbul streetscape with its shops and all as how it would look in the past.","(41.04227, 28.94926)",wikivoyage,red
6,Arter ,0.0,0.0,Irmak Cd No: 13 ,https://www.arter.org.tr ,See,A contemporary art museum.,"(0, 0)",wikivoyage,red
7,Beyoglu Hagia Constantine Greek Orthodox Church ,0.0,0.0, , ,See,Greek Orthodox Church built in 1861.,"(0, 0)",wikivoyage,red
0,Galata Tower ,41.025556,28.974167, ,https://muze.gov.tr/muze-detay?SectionId,See_Around Galata Tower,"It was built by the Genoese in the 14th century on the city walls of Galata, marking the highest point of their territory. Ride an elevator and take two flights of stairs to the top, then walk the parapet for a 360°-view of Istanbul, including the entire Sultanahmet peninsula: crowned by Topkapı Palace, the Blue Mosque and Hagia Sophia. A beautiful spot worthy of a lot of pictures.","(41.025556, 28.974167)",wikivoyage,red
0,Galata Convent of Whirling Dervishes ,41.028028,28.975125,"Galip Dede Cd 15, Tünel ",https://muze.gov.tr/muze-detay?sectionId,See_Around Galata Tower,"A ritual dancing hall of the mystical Mevlevi order, the followers of the teachings of Mewlānā Rumi. The quiet and peaceful garden is a welcome escape from the hustle and bustle of Beyoğlu. The oldest Mevlevi lodge in Istanbul, the convent was started in 1491, when the surrounding area was, hard to believe today but, pure wilderness beyond the city walls of Galata, although the current building dates back to 1855, as the older versions succumbed to repairs, rebuildings, and fires. However, the lodge was shut down in the early years of the republic (in 1925) along with all other 'reactionary' movements in Turkey, and the building has been serving as a museum dedicated to the Mevlevi order since 2010. Downstairs is a series of rooms dealing with the daily life of an average dervish, with informational signs in Turkish and English about the history of Islam and the Mevlevi order (also notice the original wooden pillars that support the building on this floor). On the upper floor is a dancing hall, a perfect example of 19th century Ottoman Baroque. Pre-Covid, this was where the ''sema'' whirling ceremonies were held every weekend evenings (admission by an extra ticket costing around 100 TL); check if they resumed. On the third floor is a display of various traditional Turkish/Islamic arts, including paper marbling (''ebru''), and calligraphy. After exiting the building, check out the small graveyard (or the ""silent house"" as the sign at its entrance says) on one side of the building, shaded by a number of hackberry trees, which Ottomans favoured to plant in the yards of mosques and graves to sign holiness. Here, the carved fez, or the basket of flowers in case of women, perched upon the highly detailed marble gravestone indicates the occupant's rank in the dervish hierarchy. At one corner of the necropolis is the grave of '''İbrahim Müteferrika''', a converted Hungarian who was the first to start automated publishing in Ottoman Turkish in the 18th century, and served as the translator of Hungarian revolutionaries who sought asylum in Turkey, such as Kossuth, who stayed for a year in [[Kütahya]], or Ferenc Rakoczi, who lived his last years in [[Tekirdağ]].","(41.028028, 28.975125)",wikivoyage,red
1,Kasimpaşa Mevlevihanesi ,41.036213,28.97069,Keramet Sk. No: 17 ,https://kasimpasamevlevihanesi.com/ ,See_Around Galata Tower,"a Mevlevi cultural center opened in 2024 which regularly offers Dervish sema ceremonies. There are also some posters with information in Turkish about the Mevlevi movement and a gift shop, but not much else to be seen.","(41.036213, 28.97069)",wikivoyage,red
2,Crimean Memorial Church ,41.0277,28.9771,Kumbaracıbaşı Yokuşu ,http://anglicansistanbul.blogspot.com ,See_Around Galata Tower,"A neo-gothic Anglican cathedral which would not be out of place in northwestern Europe, the Crimean Memorial Church was built for the Protestant community of the city by [[United Kingdom","(41.0277, 28.9771)",wikivoyage,red
0,Arap Camii ,41.024444,28.970833,Galata Mahkemesi Sk , ,See_Around Galata Tower,"The building was erected as a Roman Catholic church in 1325 by the friars of the Dominican Order, near or above an earlier chapel dedicated to Saint Paul (Italian: San Paolo) in 1233. In 1299, the Dominican Friar Guillaume Bernard de Sévérac bought a house near the church, where he established a monastery with 12 friars. A new, much larger church was built near or above the chapel of San Paolo in 1325. Thereafter the church was officially dedicated to San Domenico. After the Fall of Constantinople, according to the Capitulations of the Ottoman Empire with the Republic of Genoa, the church, which by that time was known by the Turks under the name of Mesa Domenico, remained in Genoese hands, but between 1475 and 1478 it was transformed, with minor modifications, into a mosque by the Ottoman Sultan Mehmed II and became known as Galata Camii (""Galata Mosque"") or Cami-i Kebir (""Great Mosque""). Towards the end of the century Sultan Bayezid II assigned the building to those Muslims of Spain (Andalusia) who had fled the Spanish Inquisition and migrated to Istanbul; hence the present name Arap Camii (Arab Mosque). Today, Arap Camii is the largest mosque on the Galata side of the Golden Horn. It is one of the most interesting mosques in the city due to its early Italian [[Gothic architecture","(41.024444, 28.970833)",wikivoyage,red
0,Neve Shalom Synagogue ,41.026694,28.972417, ,http://www.nevesalom.org/ ,See_Around Galata Tower,"The most beautiful and the largest in the city where most of the religious ceremonies like bar-mitzvahs, weddings and funerals are held.","(41.026694, 28.972417)",wikivoyage,red
1,Ashkenazi Synagogue ,41.0244956,28.975083, , ,See_Around Galata Tower,The only active Ashkenazi Synagogue open to visits and prayers.,"(41.0244956, 28.975083)",wikivoyage,red
2,The Jewish Museum of Turkey ,41.0267866,28.9727283,"Bereketzade Mh, Büyük Hendek Cd 39, Beyoğlu ",http://www.muze500.com/ ,See_Around Galata Tower,"A former synagogue, the museum's exhibit details how the cultures mixed with and influenced each other in the past 500+ years since the Spanish expulsion.","(41.0267866, 28.9727283)",wikivoyage,red
3,Camondo Stairs ,41.02397,28.97378, , ,See_Around Galata Tower,"An attractive stairway mixing the Neo-Baroque and early Art Nouveau styles, climbing up from Bankalar St towards the Galata Tower. It was built in the 1870s by Abraham Salomon Camondo, who belonged to a prominent Ottoman-Venetian Jewish family of financiers and philanthropists.","(41.02397, 28.97378)",wikivoyage,red
4,Schneidertempel ,41.02411637715728,28.974002326991922,"Bereketzade, Bankalar Cad./felek Sok. No:1 ",http://www.schneidertempel.org/,See_Around Galata Tower,"This former synagogue of Ashkenazi Jews (many of German or French origin) now hosts an art gallery downstairs. Upstairs, there is an exhibition about the arrival and the lives of Ashkenazi Jews in Istanbul, with many original exhibits, including a letter from Albert Einstein. All explanations are in both Turkish and English.","(41.02411637715728, 28.974002326991922)",wikivoyage,red
0,Neve Shalom Synagogue ,41.026694,28.972417, ,http://www.nevesalom.org/ ,See_Around Galata Tower_Jewish heritage,"The most beautiful and the largest in the city where most of the religious ceremonies like bar-mitzvahs, weddings and funerals are held.","(41.026694, 28.972417)",wikivoyage,red
1,Ashkenazi Synagogue ,41.0244956,28.975083, , ,See_Around Galata Tower_Jewish heritage,The only active Ashkenazi Synagogue open to visits and prayers.,"(41.0244956, 28.975083)",wikivoyage,red
2,The Jewish Museum of Turkey ,41.0267866,28.9727283,"Bereketzade Mh, Büyük Hendek Cd 39, Beyoğlu ",http://www.muze500.com/ ,See_Around Galata Tower_Jewish heritage,"A former synagogue, the museum's exhibit details how the cultures mixed with and influenced each other in the past 500+ years since the Spanish expulsion.","(41.0267866, 28.9727283)",wikivoyage,red
3,Camondo Stairs ,41.02397,28.97378, , ,See_Around Galata Tower_Jewish heritage,"An attractive stairway mixing the Neo-Baroque and early Art Nouveau styles, climbing up from Bankalar St towards the Galata Tower. It was built in the 1870s by Abraham Salomon Camondo, who belonged to a prominent Ottoman-Venetian Jewish family of financiers and philanthropists.","(41.02397, 28.97378)",wikivoyage,red
4,Schneidertempel ,41.02411637715728,28.974002326991922,"Bereketzade, Bankalar Cad./felek Sok. No:1 ",http://www.schneidertempel.org/,See_Around Galata Tower_Jewish heritage,"This former synagogue of Ashkenazi Jews (many of German or French origin) now hosts an art gallery downstairs. Upstairs, there is an exhibition about the arrival and the lives of Ashkenazi Jews in Istanbul, with many original exhibits, including a letter from Albert Einstein. All explanations are in both Turkish and English.","(41.02411637715728, 28.974002326991922)",wikivoyage,red
0,Pera Museum ,41.031833,28.975139,Meşrutiyet Cd 65 ,http://en.peramuzesi.org.tr/ ,See_Along İstiklal Caddesi,A private museum with a large painting collection and archaeological collections of measurement units and tools used in Asia Minor since antiquity and faiences of [[Kütahya]].,"(41.031833, 28.975139)",wikivoyage,red
1,French Institute ,41.0362358,28.9839866,İstiklal Cd 4 ,http://www.ifturquie.org/ ,See_Along İstiklal Caddesi,They have good art exhibits for free and sometimes have French films in the cinema.,"(41.0362358, 28.9839866)",wikivoyage,red
2,Hagia Triada Greek Orthodox Church ,41.0355,28.9842,Taksim Square , ,See_Along İstiklal Caddesi,"A charming domed church built in 1880 at the side of Taksim Square, now uneasily contesting with Taksim Mosque for being the main landmark of the southern edge of the square.<!---->[[Image:Istanbul asv2021-11 img71 StAnthony of Padua Church.jpg","(41.0355, 28.9842)",wikivoyage,red
3,S. Antonio di Padova Catholic Church ,41.032317,28.977234,Istiklal Cd 171 A , ,See_Along İstiklal Caddesi,Although not at the size of [[Istanbul/Sultanahmet-Old_City#See,"(41.032317, 28.977234)",wikivoyage,red
4,Cezayir Street ,41.03135,28.97917, , ,See_Along İstiklal Caddesi,"Better known as '''Fransız Sokağı''' or ''La Rue Française'', i.e. ""French Street"", is an alley of statues and geraniums hanging from windows, featuring [[France]]-themed restaurants, cafes, and pubs housed in renovated and brightly-painted neo-classical buildings. Upon its inauguration in its present form in 2005, there was a brief debate on how politically correct it would be to rename the street from ''Cezayir'' ([[Algeria]]) to ''Fransız'', who fought a bitter war against Algerian independence in the 1960s, which led the city council to abandon the idea of renaming the street.","(41.03135, 28.97917)",wikivoyage,red
5,Museum of Innocence ,41.030931,28.979822,"Çukurcuma Cd, Dalgıç Çıkmazı, 2 ",http://en.masumiyetmuzesi.org/ ,See_Along İstiklal Caddesi,"Opened in 2012, this museum is unique and a must-see when you are in the Beyoğlu area. It was created by Turkish Nobel laureate Orhan Pamuk alongside a novel of the same name. It tells the love story of the two main characters from the novel, and represents life in Istanbul during the late 1970s to early 1980s, as it exhibits thousands of objects from that era.","(41.030931, 28.979822)",wikivoyage,red
6,Madame Tussauds ,0.0,0.0,İstiklal Cd 56 ,https://www.madametussauds.com/istanbul/en/ ,See_Along İstiklal Caddesi,Wax museum with figures of Turkish and international celebrities.,"(0, 0)",wikivoyage,red
0,İstanbul Modern ,0.0,0.0,"İskele Cd 1, Tophane ",https://www.istanbulmodern.org/en ,See_Elsewhere,"A nice, organized museum with contemporary installations. It may be seen as overpriced given its small size. It also has a simple cafe.","(0, 0)",wikivoyage,red
1,Orhan Kemal Museum ,41.03055,28.98357,"Akarsu Cd 30, Cihangir ",http://www.orhankemal.org/ ,See_Elsewhere,Tiny house museum on the life of Turkish novelist Orhan Kemal (1914–1970).,"(41.03055, 28.98357)",wikivoyage,red
2,Adam Mickiewicz Museum ,41.038777,28.9771,"Tatlı Badem Sk 23, Tarlabaşı ",https://muze.gov.tr/muze-detay?sectionId,See_Elsewhere,"A historic house museum dedicated to the life of Adam Mickiewicz, renowned Polish poet. This is where he lived while in Turkey from September 1855 to 26 November 1855, when he died of illness.","(41.038777, 28.9771)",wikivoyage,red
3,Miniaturk ,41.06,28.948611,"İmrahor Cd 7, Sütlüce ",https://www.miniaturk.com.tr/en/ ,See_Elsewhere,"It was built in 2001 and is the first miniature park in Istanbul (the world's largest miniature park in respect to its model area). The park hosts icons of many cultures and civilizations. Models vary from the Hagia Sophia to Galata Tower, from Safranbolu Houses to the Sumela Monastery in Trabzon, from Qubbat As-Sakhrah to the ruins of Mount Nemrut. In addition, some works that have not survived into the present, such as the Temple of Artemis, the Halicarnassus Mausoleum and Ajyad Castle, were recreated. All former Ottoman Empire in one place.<!---->[[File:Aynalikavak Pavilion DSCF3310.jpg","(41.06, 28.948611)",wikivoyage,red
4,Aynalıkavak Pavilion ,41.037917,28.955319,"Aynalıkavak Cd, Hasköy ",https://www.millisaraylar.gov.tr/Lokasyon/9/Aynalikavak-Pavilions ,See_Elsewhere,"Started in 1613 by the Ottoman sultan Ahmet I (r. 1603–1617, who also had the Blue Mosque in the [[Istanbul/Sultanahmet-Old City","(41.037917, 28.955319)",wikivoyage,red
5,Rahmi M. Koç Industrial Museum ,41.04227,28.94926,"Hasköy Cd 5, Hasköy ",https://rmk-museum.org.tr/istanbul/en ,See_Elsewhere,"This is an industry museum showcasing the evolution of machines. Many transport related items including a submarine, classic cars, railway carriages, an out-of-service Bosphorus ferry and a Douglas DC-3 aircraft (possible to board) are on display, among others. Also houses a typical Istanbul streetscape with its shops and all as how it would look in the past.","(41.04227, 28.94926)",wikivoyage,red
6,Arter ,0.0,0.0,Irmak Cd No: 13 ,https://www.arter.org.tr ,See_Elsewhere,A contemporary art museum.,"(0, 0)",wikivoyage,red
7,Beyoglu Hagia Constantine Greek Orthodox Church ,0.0,0.0, , ,See_Elsewhere,Greek Orthodox Church built in 1861.,"(0, 0)",wikivoyage,red
0,--,41.0252857,28.9727922,,,Do,,"(41.0252857, 28.9727922)",wikivoyage,red
1,Galataport ,41.027776708880175,28.985005548280704,"Kılıçali Paşa, Meclis-i Mebusan Cd. No:8",https://www.instagram.com/galataportistanbul ,Do," It includes the city's cruise ship terminal, around 250 shops, pubs and restaurants, a Peninsula hotel, the Istanbul Modern art museum, and other cultural and entertainment facilities; the complex also hosts festivals.","(41.027776708880175, 28.985005548280704)",wikivoyage,red
2,Haliçport ,41.03457107052878,28.957262428727464,Donanma Cd. ,https://www.instagram.com/tersaneistanbul/ ,Do,"Also known as 'Tersane İstanbul'. Combines historic landmarks, blend of unique lifestyles and gastronomical delights, luxury homes and hotels, and a vibrant cultural calendar.","(41.03457107052878, 28.957262428727464)",wikivoyage,red
0,ArkeoPera ,0.0,0.0,"Yenicarsi Caddesi, 16/A Petek Han, Galatasaray ",http://arkeopera.com ,Buy,"Best antiquarian bookshop in Turkey, owner knows every Turkish excavation site first hand.","(0, 0)",wikivoyage,red
1,Gonul Paksoy ,0.0,0.0,"6/A Atiye Sokak, Tesvikiye ", ,Buy,"Peerless one-of-a-kind dresses made for royalty from refined, antique Ottoman-era cloth.","(0, 0)",wikivoyage,red
2,Paristexas Concept Store ,41.025111,28.972152,"Buyukhendek Cad. 4/A Galata, Beyoglu ", ,Buy,"Sertaç Haznedaroğlu, the fashion-forward owner, stocks quirky Japanese labels and rare collections created for an Eastern market by designers such as Marc Jacobs, Vivienne Westwood and Chloé. Also check out custom-made leather bags and shoes by Turkish designer Ahmet Baytar.","(41.025111, 28.972152)",wikivoyage,red
3,Sedef Mum ,0.0,0.0,"50 Irmak Caddesi, Dolapdere ", ,Buy,"Artisans of the time honoured art of candle making, intricately sculpted and aromatic wares make very portable gifts.","(0, 0)",wikivoyage,red
4,Seyahan Jewelry ,41.02516,28.97438,Camekan Sokak , ,Buy,,"(41.02516, 28.97438)",wikivoyage,red
0,ArkeoPera ,0.0,0.0,"Yenicarsi Caddesi, 16/A Petek Han, Galatasaray ",http://arkeopera.com ,Buy_Shops,"Best antiquarian bookshop in Turkey, owner knows every Turkish excavation site first hand.","(0, 0)",wikivoyage,red
1,Gonul Paksoy ,0.0,0.0,"6/A Atiye Sokak, Tesvikiye ", ,Buy_Shops,"Peerless one-of-a-kind dresses made for royalty from refined, antique Ottoman-era cloth.","(0, 0)",wikivoyage,red
2,Paristexas Concept Store ,41.025111,28.972152,"Buyukhendek Cad. 4/A Galata, Beyoglu ", ,Buy_Shops,"Sertaç Haznedaroğlu, the fashion-forward owner, stocks quirky Japanese labels and rare collections created for an Eastern market by designers such as Marc Jacobs, Vivienne Westwood and Chloé. Also check out custom-made leather bags and shoes by Turkish designer Ahmet Baytar.","(41.025111, 28.972152)",wikivoyage,red
3,Sedef Mum ,0.0,0.0,"50 Irmak Caddesi, Dolapdere ", ,Buy_Shops,"Artisans of the time honoured art of candle making, intricately sculpted and aromatic wares make very portable gifts.","(0, 0)",wikivoyage,red
4,Seyahan Jewelry ,41.02516,28.97438,Camekan Sokak , ,Buy_Shops,,"(41.02516, 28.97438)",wikivoyage,red
